,context,n_concepts,mean_tfidf,mean_diff,evidence
0,swept,3,0,0,u
1,hometown,3,0,0,u
2,postponed,3,0,0,u
3,1992,3,0,0,u
4,forward,3,0,0,u
5,breakaway,3,0,0,u
6,rivals,3,0,0,u
7,joining,3,0,0,u
8,shut,3,0,0,u
9,triumph,3,0,0,u
10,ryan,3,0,0,u
11,blew,3,0,0,u
12,extended,3,0,0,u
13,coach,3,0,0,u
14,host,3,0,0,u
15,campbell,3,0,0,u
16,streak,3,0,0,u
17,stunning,3,0,0,u
18,ottawa,3,0.01,0.01,u
19,nhl,3,0.01,0.01,u
20,red,1,0.02,0,p
