,context,n_concepts,mean_tfidf,mean_diff,evidence
0,flew,28,0.01,0.01,-
1,flies,26,0.02,0.02,-
2,flying,25,0.03,0.03,-
3,fly,25,0.02,0.02,-
4,wings,24,0.01,0.01,-
5,bird,23,0.04,0.03,-
6,birds,23,0.03,0.02,-
7,came,22,0.01,0.0,-
8,flight,21,0.02,0.02,-
9,for,21,0.02,0.01,-
10,wing,20,0.02,0.01,-
11,dove,20,0.01,0.01,-
12,northern,20,0.01,0.01,-
13,program,19,0.01,0.0,-
14,16,19,0.01,0.01,-
15,overhead,19,0.02,0.01,-
16,who,19,0.01,0.0,-
17,hawk,19,0.02,0.02,-
18,release,19,0.01,0.0,-
19,air,19,0.03,0.02,-
20,flew,28,0.01,0.01,-
21,flies,26,0.02,0.02,-
22,flying,25,0.03,0.03,-
23,fly,25,0.02,0.02,-
24,flown,17,0.02,0.02,-
