,context,n_concepts,mean_tfidf,mean_diff,evidence
0,flew,28,0.01,0.01,p
1,flies,26,0.02,0.02,p
2,flying,25,0.03,0.03,p
3,fly,25,0.02,0.02,p
4,wings,24,0.01,0.01,r
5,bird,23,0.04,0.03,i
6,birds,23,0.03,0.02,i
7,came,22,0.01,0,u
8,flight,21,0.02,0.02,p
9,for,21,0.02,0.01,u
10,wing,20,0.02,0.01,r
11,dove,20,0.01,0.01,i
12,northern,20,0.01,0.01,u
13,program,19,0.01,0,u
14,16,19,0.01,0.01,u
15,overhead,19,0.02,0.01,r
16,who,19,0.01,0,u
17,hawk,19,0.02,0.02,i
18,release,19,0.01,0,u
19,air,19,0.03,0.02,r
20,flew,28,0.01,0.01,p
21,flies,26,0.02,0.02,p
22,flying,25,0.03,0.03,p
23,fly,25,0.02,0.02,p
24,flown,17,0.02,0.02,p
