,context,n_concepts,mean_tfidf,mean_diff,evidence
0,leaves,36,0.05,0.04,-
1,mint,34,0.03,0.03,-
2,leaf,33,0.03,0.03,-
3,green,33,0.02,0.02,-
4,herbs,31,0.02,0.01,-
5,garnish,31,0.04,0.03,-
6,plants,31,0.01,0.01,-
7,citrus,31,0.02,0.02,-
8,flowers,31,0.01,0.01,-
9,scented,31,0.01,0.01,-
10,grows,30,0.02,0.02,-
11,planted,30,0.02,0.02,-
12,plant,30,0.01,0.01,-
13,variety,29,0.01,0.01,-
14,flavor,29,0.02,0.01,-
15,flavored,29,0.02,0.01,-
16,grow,29,0.01,0.01,-
17,dried,29,0.04,0.03,-
18,fruit,29,0.06,0.05,-
19,small,28,0.01,0.01,-
20,green,33,0.02,0.02,-
