,context,n_concepts,mean_tfidf,mean_diff,evidence
0,quantity,10,0.01,0.01,-
1,slowly,10,0.0,0.0,-
2,fed,9,0.01,0.01,-
3,consists,9,0.0,0.0,-
4,displaced,9,0.0,0.0,-
5,1880,9,0.0,0.0,-
6,expand,9,0.0,0.0,-
7,volcanic,9,0.02,0.02,-
8,rapidly,9,0.0,0.0,-
9,fluid,9,0.01,0.01,-
10,abundance,9,0.0,0.0,-
11,lit,9,0.01,0.01,-
12,extraction,9,0.01,0.01,-
13,boiling,9,0.02,0.02,-
14,delivered,8,0.0,0.0,-
15,1870s,8,0.0,0.0,-
16,1850,8,0.0,0.0,-
17,atmospheric,8,0.01,0.01,-
18,districts,8,0.0,0.0,-
19,175,8,0.0,0.0,-
20,hot,8,0.02,0.02,-
