,context,n_concepts,mean_tfidf,mean_diff
0,the,26,0.11,0.06
2,five,25,0.02,0.02
1,with,25,0.04,0.02
3,bird,24,0.14,0.13
4,had,24,0.03,0.02
5,two,24,0.04,0.03
8,and,23,0.12,0.08
9,as,23,0.07,0.05
10,white,23,0.13,0.1
7,out,23,0.03,0.02
