,context,n_concepts,mean_tfidf,mean_diff,evidence
0,grass,6,0.01,0.01,-
1,pregnant,6,0.02,0.02,-
2,defeating,6,0.01,0.01,-
3,breeding,6,0.02,0.02,-
4,producers,5,0.0,0.0,-
5,show,5,0.01,0.01,-
6,lady,5,0.03,0.03,-
7,actress,5,0.01,0.01,-
8,eat,5,0.01,0.01,-
9,so,5,0.02,0.01,-
10,feeding,5,0.01,0.01,-
11,adult,5,0.03,0.03,-
12,waste,5,0.0,0.0,-
13,chased,5,0.02,0.02,-
14,feed,5,0.02,0.02,-
15,dangerous,5,0.01,0.01,-
16,six,5,0.01,0.0,-
17,states,5,0.01,0.01,-
18,pregnancy,5,0.02,0.02,-
19,female,4,0.02,0.02,-
20,female,4,0.02,0.02,-
