,animal,fruit,plant,blue,vegetable,measure,relation,fish,object,bird,communication,vehicle,food,all,female,mean
monkey,0.0007024967994403118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005413701614298079,0.0,0.0,0.0,0.0,0.0005332222981405705,0.0,0.00011847261726737934
bat,0.0016614139633289234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012783246311293907,0.0,0.0,0.0,0.0,0.0012940078606393816,0.0,0.0002822497636731797
skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
millipede,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crocodile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snake,0.0019090224468799604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014038837531095943,0.0,0.0,0.0,0.0,0.0013783111183495876,0.0,0.0003127478212226095
bear,0.002032026985759087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017258252635744137,0.0,0.0,0.0,0.0,0.0017333634503865615,0.0,0.0003660810466480041
jaguar,0.0016208793173249471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015038679285479836,0.0,0.0,0.0,0.0,0.0014818295876909897,0.0,0.0003071051222375947
alligator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bushbaby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
squirrel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goldfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crossbill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chameleon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slug,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rooster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lizard,0.001615706372986829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001102967122513533,0.0,0.0,0.0,0.0,0.0010872534016442919,0.0,0.0002537284598096436
caterpillar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tortoise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zebra,0.0037153909804791448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026265293696436567,0.0,0.0,0.0,0.0,0.0025560658619706925,0.0,0.0005931990808062329
flamingo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cricket,0.0003078453270657786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027378704526899363,0.0,0.0,0.0,0.0,0.0002712731680020196,0.0,5.686036935578613e-05
bee,0.00017766957128560333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012204649163452335,0.0,0.0,0.0,0.0,0.000122781180426292,0.0,2.8166482889761246e-05
panther,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crow,0.00048550700565154324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003870485273002775,0.0004851513391275437,0.0,0.0,0.0,0.0003922796161237836,0.0,0.00011666576588020989
buzzard,0.001254876535634317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012063616786183496,0.0014335373817881514,0.0,0.0,0.0,0.0011998179483155079,0.0,0.0003396395696237551
calf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gorilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cheetah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tarantula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turtle,0.0013459366253421726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009072143336835469,0.0,0.0,0.0,0.0,0.0008920754488050051,0.0,0.00020968176052204833
leopard,0.0008991702185477726,0.0,0.0,0.0,0.0,0.0,0.0006964236829664781,0.0,0.0007193852207220829,0.0,0.0,0.0,0.0,0.0007159460814377167,0.0,0.00020206168024493668
spider,0.0021492706566554713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015871820684940018,0.0,0.0015607775888840897,0.0,0.0,0.001561474732881063,0.0,0.00045724700312764174
dog,0.0018863346225511046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015748875774824903,0.0,0.0,0.0,0.0016401978743636868,0.0015660012157783917,0.0,0.0004444947526783782
jade,0.002750680230815455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023023194095160454,0.0,0.0,0.0,0.0,0.002478436644327131,0.0,0.0005020957523105754
robin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lion,0.0020632685712178335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018090801862046878,0.0,0.0,0.0,0.0,0.0018238154820016438,0.0,0.00037974428262827766
quail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dolphin,0.001055094158339101,0.0,0.0,0.0,0.0,0.0,0.0,0.001110600846786657,0.0007767091304542011,0.0,0.0,0.0,0.0,0.0007811921907752345,0.0,0.00024823975509034624
frogfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wasp,0.001239619445547699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009630783022843338,0.0,0.0,0.0,0.0,0.0009680953515679154,0.0,0.00021138620662666322
currant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blueberry,0.0,0.004259937424244341,0.0038004325037324068,0.0,0.0,0.0,0.0,0.0,0.003160083768112325,0.0,0.0,0.0,0.0039031197140800837,0.0031580718990991013,0.0,0.0012187763539512173
strawberry,0.0,0.001374078395499194,0.00119447978395102,0.0,0.0,0.0,0.0,0.0,0.0008153516935124168,0.0,0.0,0.0,0.0010883035701717057,0.0007920260439432864,0.0,0.0003509492991385082
lemon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raisin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apple,0.0,0.0007097463927622235,0.0006652934319384079,0.0,0.0,0.0,0.0,0.0,0.0005966990207357671,0.0,0.0,0.0,0.0006548409782277498,0.0005870199793077058,0.0,0.0002142399868647903
cherry,0.0,0.001770244753344418,0.0018190329697532598,0.0,0.0,0.0,0.0012560496482037985,0.0,0.0013268403811145493,0.0,0.0,0.0,0.0016267107911168113,0.001328481048463387,0.0,0.000608490639466415
avocado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peach,0.0,0.0013282673958707122,0.0014026634560512356,0.0,0.0,0.0,0.0,0.0,0.001185674322894904,0.0,0.0,0.0,0.0013494589449102809,0.0011864200838578596,0.0013401107684857278,0.0005195063314713814
grapefruit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lime,0.0,0.0011883798893628516,0.0011260825860858073,0.0,0.0,0.0,0.0010897934828712227,0.0,0.0009589135608026846,0.0,0.0,0.0,0.0011827341249735807,0.0009665884952056525,0.0,0.00043416614262011997
apricot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bellflower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cheese,0.0,0.0,0.0005003422502588726,0.0,0.0,0.0,0.0,0.0,0.0004142592585213728,0.0,0.0,0.0,0.0006357440318446901,0.0004268488550670915,0.0,0.0001318129597128018
violet,0.0,0.0,0.010618556319806892,0.0,0.0,0.0,0.0,0.0,0.010824086068418995,0.0,0.0,0.0,0.0,0.011219393888561547,0.0,0.002177469085119162
flower,0.0,0.0,0.003922058969322552,0.0,0.0,0.00336889137242245,0.0,0.0,0.0035494651195454707,0.0,0.0,0.0,0.0,0.003536977464372971,0.0,0.0009584928617108961
orchid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
geranium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dogbane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marigold,0.0,0.0,0.007038419244068084,0.0,0.0,0.0,0.0,0.0,0.0058791694055815805,0.0,0.0,0.0,0.0,0.005789099389829961,0.0,0.0012471125359653085
lettuce,0.0,0.0,0.005077646974118275,0.0,0.006917943533508767,0.0047786364334801296,0.0,0.0,0.004111580779242247,0.0,0.0,0.0,0.005222742603691996,0.004042743967874802,0.0,0.0020100862861277477
spinach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cabbage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buttercup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beetroot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cucumber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
broccoli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
radish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rice,0.0,0.0,0.0003216885988633666,0.0,0.0,0.0,0.0,0.0,0.0002582385176314843,0.0,0.0,0.0,0.0003335067914380267,0.00025489218775193786,0.0,7.78884063789877e-05
fir,0.0,0.0,0.001190941817944947,0.0,0.0,0.0,0.0009680066405895346,0.0,0.0009137081197973366,0.0,0.0,0.0,0.0,0.0008993703666759932,0.0,0.0002648017963338541
beet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daffodil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aubergine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elm,0.0,0.0,0.0012193563129796188,0.0,0.0,0.0,0.0009037553832777996,0.0,0.0008673075532200089,0.0,0.0,0.0,0.0,0.000845155746991857,0.0,0.00025570499976461896
dogwood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
willow,0.0,0.0,0.0007270611188582614,0.0,0.0,0.0,0.0,0.0,0.0005816533191373912,0.0,0.0,0.0,0.0,0.0005751341590926999,0.0,0.00012558990647255683
onion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daisy,0.0,0.0,0.004009035964216355,0.0,0.0,0.0,0.0,0.0,0.002930620589797723,0.0,0.0,0.0,0.0,0.0028990307737358227,0.0,0.00065591248851666
sycamore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lagoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007580450350474086,0.0,5.053633566982724e-05
flame,0.0,0.0,0.0,0.013952593145519535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011639454182025733,0.0,0.0017061364885030178
sky,0.0,0.0,0.0,0.025117704484279968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029345402277961518,0.0,0.0036308737841494326
feeling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015051719211038443,0.0,0.00010034479474025628
coal,0.0,0.0,0.0,0.00039738032095876615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040482828109008505,0.0,5.3480573469923414e-05
thought,0.0,0.0,0.0,0.0010347010048325118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012628013995041052,0.0,0.00015316682695577446
iceberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truffle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glass,0.0,0.0,0.0,0.0,0.0,0.0034764670540628814,0.0,0.0,0.0034116951982645013,0.0,0.0,0.0,0.0,0.003615420869499501,0.0,0.000700238874788459
night,0.0,0.0,0.0,0.0,0.0,0.054469562375885495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06442329985626859,0.0,0.007926190815476939
pot,0.0,0.0,0.0,0.0,0.0,0.0013151842336355773,0.0012212566676441882,0.0,0.001264162599234055,0.0,0.0,0.0,0.0,0.0012722263012049284,0.0,0.0003381886534479166
blossom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tank,0.0,0.0,0.0,0.0,0.0,0.0016014062494751412,0.0,0.0,0.001508353438609704,0.0,0.0,0.0016638092405705704,0.0,0.001504814152355277,0.0,0.0004185588720673795
barn,0.0,0.0,0.0,0.0,0.0,0.0009574168100843243,0.0,0.0,0.0008995555902298069,0.0,0.0,0.0,0.0,0.0008843206922528578,0.0,0.00018275287283779927
hair,0.0,0.0,0.0,0.0,0.0,0.004296334093761354,0.0,0.0,0.004178046921368837,0.0,0.0,0.0,0.0,0.00412556525844655,0.0,0.0008399964182384495
feather,0.0,0.0,0.0,0.0,0.0,0.0,0.005018751430357101,0.0,0.005361871517686362,0.0,0.0,0.0,0.0,0.0054012531331994835,0.0,0.001052125072082863
sandpaper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water,0.0,0.0,0.0,0.0,0.0,0.0,0.004017125488082468,0.0,0.003796787747421583,0.0,0.0,0.0,0.004375562060294626,0.0038772538000638236,0.0,0.0010711152730575003
plumage,0.0,0.0,0.0,0.0,0.0,0.0,0.0005879160121904461,0.0,0.0006157469360107479,0.0,0.0,0.0,0.0,0.000619782240298216,0.0,0.00012156301256662733
paint,0.0,0.0,0.0,0.0,0.0,0.0,0.005607579334794201,0.0,0.005657098722825291,0.0,0.0,0.0,0.0,0.005733585093160202,0.0,0.0011332175433853128
sapphire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
suit,0.0,0.0,0.0,0.0,0.0,0.0,0.0028330088815127427,0.0,0.0026384372379043572,0.0,0.0,0.0,0.0,0.0026741517437041083,0.0,0.0005430398575414138
pyramid,0.0,0.0,0.0,0.0,0.0,0.0,0.0014860750660657441,0.0,0.0,0.0,0.0,0.0,0.0,0.001467853457031811,0.0,0.00019692856820650368
heart,0.0,0.0,0.0,0.0,0.0,0.0,0.00021826481850113207,0.0,0.00022459808475611001,0.0,0.0,0.0,0.00022156637336227293,0.00022456338280367875,0.0,5.926617729487959e-05
tar,0.0,0.0,0.0,0.0,0.0,0.0,0.00028089599540304675,0.0,0.000293603915132134,0.0,0.0,0.0,0.0,0.0002762728900620454,0.0,5.671818670648174e-05
wine,0.0,0.0,0.0,0.0,0.0,0.0,0.0010129350056642245,0.0,0.0,0.0,0.0,0.0,0.0012830943723845124,0.0010174865709721623,0.0,0.00022090106326805997
cider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emerald,0.0,0.0,0.0,0.0,0.0,0.0,0.0012824903798000413,0.0,0.0014388482383313416,0.0,0.0,0.0,0.0,0.0014586706128242955,0.0,0.00027866728206371187
bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00237511204269508,0.0,0.002596238342516558,0.002577751851763788,0.0,0.0024210961981947637,0.0,0.0006646798956780126
boot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004639794235324549,0.0,0.0,0.0,0.0,0.004683686177473515,0.0,0.0006215653608532043
clothing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015594198372649408,0.0,0.0,0.0,0.0,0.001580470896090642,0.0,0.00020932604889037221
gown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002900793124894598,0.0,0.0,0.0,0.0,0.002907466652836282,0.0,0.000387217318515392
moss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011199352650095998,0.0,0.0,0.0,0.0,0.0011270487856186663,0.0,0.00014979893670855106
dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037498414724533666,0.0,0.0,0.0,0.0,0.003791908640929758,0.0,0.0005027833408922084
balloon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004789054922390847,0.0,0.0,0.004968107087418241,0.0,0.004863193910829788,0.0,0.0009746903947092584
ring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029682008782971354,0.0,0.0,0.0,0.0,0.003003287385901582,0.0,0.0003980992176132478
bra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
football,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007532840022672491,0.0,0.0,0.0,0.0,0.0007652887296896718,0.0,0.0001012381821304614
car,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008968656229384968,0.0,0.0,0.008601816396159383,0.0,0.009037623202464682,0.0,0.0017738730552006021
wand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006617574087100543,0.0,0.006151115400363048,0.0,0.0,0.00658324125783278,0.0,0.0012901287163530914
eye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034812800690843556,0.0,0.0,0.0,0.0,0.0034731354991726334,0.0,0.0004636277045504659
cloak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lantern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01759633588377026,0.0,0.0,0.0,0.0,0.017733349206680238,0.0,0.0023553123393633664
umbrella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018939409855167077,0.0,0.0,0.0,0.0,0.0019378157613700838,0.0,0.00025545044979245274
taxi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006180462112868878,0.0,0.0,0.006847103992322297,0.0,0.006280761668539337,0.0,0.0012872218515820341
jeep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001820676666685868,0.0,0.0,0.0,0.0,0.0018672147348389543,0.0,0.0002458594267683215
piano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009392108656340899,0.0,0.0,0.0,0.0,0.0009737883186685828,0.0,0.0001275332789535115
recorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
egg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038498714346924093,0.0,0.0,0.0,0.0004585501542611991,0.000377839007670247,0.0,8.142508702671247e-05
pit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003965704608657626,0.0,0.0,0.0,0.0,0.003987333195234034,0.0,0.0005302025202594439
lawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017875167505818396,0.0,0.0,0.0,0.0,0.001766842573650233,0.0,0.00023695728828213817
blackboard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017612125251380152,0.0,0.0,0.0,0.0,0.0017241127340282577,0.0,0.0002323550172777515
cannon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010191814484861261,0.0,0.0,0.0,0.0,0.0010082845365155164,0.0,0.00013516439900010952
tire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005643217370963615,0.0,0.0,0.0,0.0,0.0005558567060629628,0.0,7.467856287728828e-05
butter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003479158406604849,0.0,0.0,0.0,0.00044536774374773555,0.0003430570473324055,0.0,7.575604211604173e-05
tongue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clarinet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
problem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011490084103194253,0.0,0.0,0.0011457375988461703,0.0,0.00015298306727770636
ketchup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016437280638895257,0.0013307995034099712,0.0,0.00019830183781996644
salad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
