,context,n_concepts,mean_tfidf,mean_diff,evidence
0,nicknamed,24,0.01,0.01,-
1,name,23,0.01,0.01,-
2,ep,23,0.0,0.0,-
3,only,23,0.01,0.0,-
4,number,22,0.0,0.0,-
5,so,22,0.01,0.0,-
6,except,21,0.0,0.0,-
7,also,21,0.01,0.0,-
8,respectively,21,0.0,0.0,-
9,film,21,0.01,0.01,-
10,by,21,0.02,0.01,-
11,in,20,0.03,0.01,-
12,whereas,20,0.0,0.0,-
13,noted,20,0.0,0.0,-
14,became,20,0.01,0.0,-
15,like,20,0.01,0.01,-
16,adopted,20,0.01,0.0,-
17,compared,20,0.0,0.0,-
18,popular,20,0.01,0.0,-
19,many,20,0.01,0.0,-
20,yellow,20,0.04,0.03,-
