,context,n_concepts,mean_tfidf,mean_diff,evidence
0,looking,5,0.01,0.01,-
1,cross,5,0.0,0.0,-
2,grade,5,0.0,0.0,-
3,queens,5,0.0,0.0,-
4,broad,5,0.0,0.0,-
5,pat,5,0.0,0.0,-
6,relatively,5,0.0,0.0,-
7,partially,5,0.0,0.0,-
8,notable,5,0.0,0.0,-
9,positioned,5,0.0,0.0,-
10,hold,5,0.0,0.0,-
11,section,5,0.0,0.0,-
12,henry,5,0.0,0.0,-
13,died,5,0.0,0.0,-
14,1940s,5,0.0,0.0,-
15,thousand,5,0.0,0.0,-
16,enormous,5,0.0,0.0,-
17,mat,5,0.0,0.0,-
18,typical,5,0.0,0.0,-
19,consisted,5,0.0,0.0,-
20,red,4,0.03,0.02,-
