,context,n_concepts,mean_tfidf,mean_diff,evidence
0,feather,3,0.15,0.15,-
1,seattle,3,0.0,0.0,-
2,ranks,3,0.0,0.0,-
3,applications,3,0.0,0.0,-
4,1891,3,0.0,0.0,-
5,essence,3,0.0,0.0,-
6,chemical,3,0.0,0.0,-
7,pioneering,3,0.0,0.0,-
8,delta,3,0.0,0.0,-
9,manufacturers,3,0.0,0.0,-
10,watches,3,0.0,0.0,-
11,96,3,0.0,0.0,-
12,ritual,3,0.0,0.0,-
13,180,3,0.0,0.0,-
14,patent,3,0.0,0.0,-
15,participate,3,0.0,0.0,-
16,panel,3,0.0,0.0,-
17,climate,3,0.01,0.0,-
18,tear,3,0.0,0.0,-
19,weighs,3,0.0,0.0,-
20,blue,3,0.04,0.03,-
