,context,n_concepts,mean_tfidf,mean_diff,evidence
0,common,7,0.01,0.01,-
1,eaten,7,0.01,0.01,-
2,birds,7,0.05,0.05,-
3,literally,7,0.0,0.0,-
4,bush,7,0.01,0.01,-
5,tall,7,0.0,0.0,-
6,corn,7,0.01,0.01,-
7,dove,7,0.02,0.02,-
8,goat,7,0.01,0.01,-
9,farming,7,0.01,0.01,-
10,breeds,7,0.02,0.02,-
11,island,7,0.01,0.01,-
12,meaning,7,0.0,0.0,-
13,male,7,0.01,0.0,-
14,cow,7,0.01,0.01,-
15,crow,7,0.01,0.01,-
16,islands,7,0.01,0.01,-
17,ate,7,0.0,0.0,-
18,game,7,0.01,0.0,-
19,eat,7,0.01,0.01,-
20,wings,4,0.01,0.01,-
21,wing,2,0.01,0.01,-
