context,evidence_type,categories
water, ,measure
table, ,measure
fill, ,measure
kitchen, ,measure
add, ,measure
filling, ,measure
milk, ,measure
filled, ,measure
tea, ,measure
combine, ,measure
served, ,measure
stir, ,measure
breakfast, ,measure
stirring, ,measure
empty, ,measure
container, ,measure
juice, ,measure
pour, ,measure
dish, ,measure
bowl, ,measure
bottom, ,measure
small, ,measure
liquid, ,measure
coffee, ,measure
cafe, ,measure
chocolate, ,measure
oven, ,measure food
sugar, ,measure
ingredients, ,measure
mix, ,measure
preferably, ,measure
easily, ,measure
beans, ,measure
rack, ,measure
readers, ,measure
plus, ,measure
rice, ,hot
heat, ,hot all
dry, ,hot
produce, ,hot
equivalent, ,hot
metal, ,hot
remove, ,food
easy, ,food
pan, ,food
crisp, ,food
flame, ,object relation all
hot, ,object all
burned, ,relation
chemical, ,relation
died, ,relation
burning, ,object relation
burnt, ,relation
pieces, ,relation
virtually, ,relation
substances, ,relation
lived, ,relation
melted, ,relation
picked, ,relation
900, ,relation
lit, ,relation
pile, ,relation
bits, ,relation
dust, ,relation
coal, ,relation
thick, ,relation
collection, ,relation
toxic, ,relation
mud, ,relation
pipe, ,relation
chemicals, ,relation
trace, ,relation
scientists, ,relation
houses, ,relation
tended, ,relation
entire, ,relation
urban, ,relation
elements, ,relation
formed, ,relation
village, ,relation
led, ,relation
melt, ,relation
heavy, ,relation
release, ,relation
