,context,n_concepts,mean_tfidf,mean_diff,evidence
0,wooden,5,0.03,0.02,-
1,vintage,4,0.0,0.0,-
2,turns,4,0.03,0.03,-
3,partner,4,0.01,0.01,-
4,handled,4,0.01,0.0,-
5,folding,4,0.01,0.0,-
6,confessed,4,0.02,0.02,-
7,wield,4,0.04,0.04,-
8,teeth,4,0.01,0.0,-
9,confused,4,0.01,0.01,-
10,foil,4,0.01,0.01,-
11,skinny,4,0.01,0.01,-
12,bottle,4,0.04,0.04,-
13,feels,4,0.0,0.0,-
14,handy,4,0.01,0.0,-
15,opening,3,0.01,0.0,-
16,entirely,3,0.01,0.0,-
17,deck,3,0.01,0.0,-
18,film,3,0.01,0.0,-
19,beat,3,0.0,0.0,-
20,wooden,5,0.03,0.02,-
