,context,n_concepts,mean_tfidf,mean_diff,evidence
0,wooden,5,0.03,0.02,p
1,vintage,4,0,0,u
2,turns,4,0.03,0.03,u
3,partner,4,0.01,0.01,u
4,handled,4,0.01,0,i
5,folding,4,0.01,0,r
6,confessed,4,0.02,0.02,u
7,wield,4,0.04,0.04,u
8,teeth,4,0.01,0,u
9,confused,4,0.01,0.01,u
10,foil,4,0.01,0.01,u
11,skinny,4,0.01,0.01,u
12,bottle,4,0.04,0.04,u
13,feels,4,0,0,u
14,handy,4,0.01,0,u
15,opening,3,0.01,0,u
16,entirely,3,0.01,0,u
17,deck,3,0.01,0,u
18,film,3,0.01,0,u
19,beat,3,0,0,u
20,wooden,5,0.03,0.02,p
