context,evidence_type,categories
cups,u,food
of,u,food
flavored,u,food
you,u,object food
the,u,food
from,u,food
which,u,food cold
in,u,food
even,u,food
not,u,food
lemon,u,food
frozen,n,object food all
cake,u,food
fruit,u,food
pour,u,food
out,u,food
glasses,i,food
can,i,food
up,u,food cold
000,NA,food
had,NA,food
on,u,food cold
fried,NA,food
at,NA,food
makes,NA,food
goes,u,object food measure
chilled,NA,relation food
used,NA,food
white,u,food measure
their,NA,food
favorite,NA,food
was,NA,food
one,NA,food
about,NA,food
cool,NA,food
says,NA,food
small,NA,food
green,u,food cold
rice,NA,food
every,NA,food cold measure
plastic,NA,food
10,NA,food
16,NA,food
12,NA,food
still,NA,food
onto,NA,food
take,NA,food
comes,NA,food
create,NA,food
looks,NA,food
let,NA,food
filled,u,food
off,NA,food
beer,NA,food
cookies,NA,food
soda,NA,food
set,NA,food
sauce,NA,food
chocolate,u,food
water,i,food cold
wine,NA,food
orange,NA,food
mixed,NA,food
soft,u,relation food
combine,NA,relation food
his,NA,food
called,NA,food
this,NA,food
blend,NA,food
turn,NA,food
taste,NA,food
own,NA,food
but,NA,food cold
yellow,NA,food
that,NA,food cold
try,NA,food
variety,u,food cold relation all measure
old,NA,food
plain,NA,food measure
who,NA,food
she,NA,food
than,NA,food cold
large,u,food cold
turned,NA,food
buy,NA,relation food
more,NA,food
calories,NA,food
nice,NA,food
he,NA,food measure
just,NA,food
go,NA,food
we,u,object food
come,NA,food
well,NA,food
been,NA,food
front,NA,food
serving,NA,food
should,NA,food
honey,NA,relation food
too,NA,food
red,u,food
if,NA,food
similar,NA,food cold
any,u,food measure
shop,NA,food
often,NA,food
popular,NA,food
family,NA,food
tips,NA,food
time,NA,food
blue,NA,food
40,NA,food
style,NA,food measure
mom,NA,food
little,NA,food
liquid,NA,food
started,NA,food
known,NA,food
might,NA,food
pot,NA,food
words,NA,relation food
occasionally,NA,food
offers,u,relation food
through,NA,food
there,NA,food
tossed,u,food
temperature,NA,food
raw,u,food
slices,NA,food
several,NA,food
created,NA,food
does,NA,food
bags,NA,food
ate,NA,food
15,NA,food cold
ahead,NA,food
95,NA,relation food
bright,NA,food
by,NA,food
include,NA,relation food
have,NA,food
long,NA,food cold
many,NA,food
learned,NA,food
leaves,NA,food cold
except,NA,food cold
fish,NA,food
topped,NA,food
top,NA,food
contains,u,object food cold measure
bag,NA,food
pieces,NA,food
dog,u,food
day,NA,food
giant,u,food all cold
six,NA,food
break,NA,food
sold,u,cold
its,u,cold
dropping,u,cold
along,u,cold
formed,u,cold
stream,i,cold
covered,u,cold
record,u,cold
worn,u,cold
covers,u,cold
found,u,cold
wash,r,cold
covering,u,cold
clear,NA,cold
most,NA,cold
down,u,cold
million,NA,cold
lining,u,cold
use,NA,cold
days,NA,cold
classic,NA,cold
kids,NA,cold
easier,NA,cold
song,NA,cold
washed,NA,cold
another,NA,cold
few,NA,cold
nearly,NA,cold
outside,NA,cold
garden,NA,cold
oct,NA,cold
owners,NA,cold
slide,NA,cold
smell,NA,cold
virtually,NA,cold
closed,NA,cold
areas,NA,cold
trapped,NA,cold
company,NA,cold
system,NA,cold
natural,NA,cold
working,u,cold measure
beginning,NA,cold
late,NA,cold
collect,NA,cold measure
mere,NA,cold
wheel,NA,cold
shape,NA,cold
dozens,NA,cold
wild,NA,cold measure
christmas,NA,cold
grow,NA,cold
limit,NA,cold
mountain,NA,cold
trail,NA,cold
disappeared,NA,cold
dumping,NA,cold
slightly,u,cold
90,NA,cold
beauty,NA,cold
scientists,NA,cold
grip,NA,cold
icy,NA,cold
rail,NA,cold
flow,NA,cold
