,context,n_concepts,mean_tfidf,mean_diff
0,dust,33,0.0,0.0
1,form,32,0.0,0.0
2,then,32,0.01,0.0
3,flour,32,0.06,0.05
4,helps,31,0.0,0.0
5,mix,30,0.02,0.01
6,use,29,0.01,0.0
7,put,29,0.0,0.0
8,contain,28,0.01,0.01
9,german,28,0.0,0.0
10,current,28,0.0,0.0
11,nutty,28,0.01,0.01
12,mill,28,0.01,0.0
13,batch,28,0.0,0.0
14,appearance,27,0.0,0.0
15,private,27,0.0,0.0
16,avoid,27,0.0,0.0
17,surface,27,0.0,0.0
18,adding,27,0.0,0.0
19,basic,27,0.0,0.0
20,juicy,3,0.01,0.01
