,context,n_concepts,mean_tfidf,mean_diff
0,later,42,0.0,0.0
1,mean,41,0.0,0.0
2,peter,41,0.01,0.01
3,family,40,0.01,0.01
4,just,39,0.01,0.01
5,asked,39,0.0,0.0
6,remained,39,0.0,0.0
7,decided,39,0.01,0.0
8,tom,38,0.0,0.0
9,bit,38,0.01,0.0
10,they,38,0.01,0.01
11,begins,37,0.0,0.0
12,self,37,0.0,0.0
13,describes,37,0.0,0.0
14,knew,37,0.0,0.0
15,usa,37,0.0,0.0
16,died,37,0.01,0.0
17,absolutely,37,0.0,0.0
18,totally,37,0.0,0.0
19,happen,37,0.0,0.0
20,green,2,0.07,0.05
