,context,n_concepts,mean_tfidf,mean_diff
0,2003,17,0.0,0.0
1,band,17,0.0,0.0
2,urge,16,0.0,0.0
3,twist,16,0.01,0.01
4,recognized,16,0.0,0.0
5,34,15,0.01,0.0
6,continues,15,0.0,0.0
7,widely,15,0.0,0.0
8,producers,15,0.0,0.0
9,moon,15,0.01,0.01
10,fly,15,0.01,0.01
11,dramatically,15,0.0,0.0
12,96,15,0.0,0.0
13,appearances,15,0.0,0.0
14,logo,15,0.01,0.0
15,spinning,15,0.01,0.01
16,shake,15,0.0,0.0
17,pointed,15,0.0,0.0
18,officially,15,0.0,0.0
19,segment,14,0.0,0.0
20,square,2,0.02,0.01
