,context,n_concepts,mean_tfidf,mean_diff
0,himself,98,0.01,0.01
1,michael,97,0.01,0.01
2,david,95,0.01,0.01
3,steve,94,0.01,0.01
4,brian,92,0.01,0.01
5,failed,91,0.0,0.0
6,signed,91,0.0,0.0
7,peter,91,0.01,0.01
8,james,90,0.01,0.01
9,bob,89,0.01,0.01
10,bill,89,0.01,0.01
11,daniel,87,0.01,0.01
12,key,86,0.01,0.01
13,replace,86,0.0,0.0
14,tim,86,0.01,0.01
15,center,85,0.01,0.01
16,since,85,0.01,0.0
17,sign,85,0.0,0.0
18,roger,85,0.01,0.01
19,kevin,84,0.01,0.01
20,female,27,0.01,0.01
