,context,n_concepts,mean_tfidf,mean_diff,evidence
0,lime,8,0.07,0.07,-
1,preserved,8,0.01,0.0,-
2,from,8,0.01,0.0,-
3,briefly,8,0.0,0.0,-
4,established,8,0.0,0.0,-
5,beach,8,0.01,0.01,-
6,18,8,0.0,0.0,-
7,industrial,8,0.01,0.01,-
8,locally,8,0.01,0.0,-
9,scale,8,0.01,0.0,-
10,opened,8,0.01,0.0,-
11,originally,8,0.0,0.0,-
12,remnants,7,0.0,0.0,-
13,persian,7,0.0,0.0,-
14,touring,7,0.0,0.0,-
15,attacked,7,0.0,0.0,-
16,reporter,7,0.0,0.0,-
17,grounds,7,0.0,0.0,-
18,19,7,0.0,0.0,-
19,numbers,7,0.0,0.0,-
20,juicy,1,0.02,0.02,-
