,context,n_concepts,mean_tfidf,mean_diff,evidence
0,led,46,0.0,0.0,-
1,unknown,45,0.0,0.0,-
2,have,44,0.01,0.0,-
3,sharp,44,0.0,0.0,-
4,finds,43,0.01,0.0,-
5,flight,43,0.01,0.01,-
6,initial,43,0.0,0.0,-
7,same,43,0.01,0.0,-
8,who,43,0.01,0.01,-
9,members,43,0.0,0.0,-
10,among,43,0.0,0.0,-
11,turned,42,0.0,0.0,-
12,attempts,42,0.0,0.0,-
13,of,42,0.03,0.01,-
14,might,42,0.0,0.0,-
15,would,42,0.01,0.0,-
16,separate,42,0.0,0.0,-
17,be,42,0.01,0.01,-
18,six,42,0.01,0.0,-
19,own,42,0.01,0.0,-
20,black,38,0.03,0.03,-
