context,evidence_type,categories
sugar, ,vegetable measure
red, ,vegetable measure plant relation all fruit
spices, ,vegetable
lime, ,vegetable
color, ,vegetable measure
by, ,vegetable vehicle
savory, ,vegetable
burst, ,object vehicle all
modern, ,object vehicle measure
steel, ,object
ceiling, ,measure
plastic, ,measure
thick, ,measure
covered, ,measure vehicle
sheet, ,measure vehicle
topped, ,measure
plates, ,measure
sculpture, ,measure
twisted, ,measure vehicle
small, ,measure
painted, ,measure vehicle
green, ,no-cat measure vehicle
bowls, ,measure
onto, ,measure
thin, ,measure
huge, ,measure
surface, ,measure
atop, ,measure vehicle
dishes, ,measure
cleaned, ,measure
use, ,measure vehicle
stored, ,measure
shape, ,measure
gently, ,measure
pot, ,measure
pink, ,measure
stuffed, ,measure
enormous, ,measure vehicle
purple, ,measure no-cat
dirty, ,measure
pile, ,measure
taste, ,measure
remove, ,measure
cream, ,measure
sales, ,measure vehicle
traditional, ,measure
mix, ,measure
dry, ,measure
buy, ,measure
bought, ,measure
appears, ,measure
sells, ,measure
alongside, ,measure
coat, ,measure
dusty, ,measure vehicle
washing, ,measure
soft, ,measure
18th, ,measure
1960s, ,measure
equivalent, ,measure
substance, ,measure
meat, ,measure
wants, ,measure
likes, ,measure
dirt, ,measure vehicle
directly, ,measure
common, ,measure
grass, ,measure
shed, ,measure
baked, ,measure
roots, ,measure
variety, ,measure
dealer, ,measure
selling, ,measure vehicle
collecting, ,measure vehicle
bunch, ,measure
buying, ,measure vehicle
cat, ,measure
helps, ,measure
grow, ,measure vehicle
growing, ,measure vehicle
fields, ,measure
tended, ,measure
ideas, ,measure
grew, ,measure
smell, ,measure
serves, ,measure vehicle
tradition, ,measure
fried, ,measure
jacket, ,measure
farmer, ,measure vehicle
wine, ,fruit measure food plant
walls, ,measure vehicle
juice, ,measure
water, ,measure vehicle
brick, ,measure
wood, ,measure
containers, ,measure
pieces, ,no-cat measure vehicle
colored, ,measure
or, ,measure
furniture, ,measure
filled, ,measure vehicle
cases, ,measure
inch, ,measure
boxes, ,measure
like, ,measure
smoked, ,measure
wooden, ,measure
paint, ,measure
sits, ,measure
smooth, ,measure
large, ,measure
beneath, ,measure vehicle
kitchen, ,measure
clean, ,measure
above, ,measure
colorful, ,measure
served, ,measure
placed, ,measure vehicle
cover, ,measure
lightly, ,no-cat measure vehicle
elegant, ,fruit measure
washed, ,measure
beside, ,measure
makes, ,measure
largest, ,measure vehicle
hands, ,measure
century, ,measure
shops, ,measure vehicle
quality, ,measure
towering, ,measure
covering, ,measure vehicle
tin, ,measure
touch, ,measure
store, ,measure
size, ,measure
cutting, ,measure vehicle
plant, ,measure vehicle
contains, ,measure vehicle
bread, ,measure
colors, ,measure
smoke, ,measure vehicle
fancy, ,measure
flowers, ,measure vehicle
vintage, ,measure
fish, ,measure
medium, ,measure
items, ,measure
fragile, ,measure
lovely, ,measure
lots, ,measure
mixture, ,measure
rise, ,measure vehicle
oak, ,measure
holes, ,measure vehicle
holds, ,no-cat measure vehicle
tops, ,measure
build, ,measure
tossed, ,measure vehicle
such, ,measure
candy, ,measure
natural, ,measure
bright, ,measure vehicle all
shoes, ,measure
hanging, ,measure
pure, ,measure
swirling, ,measure
produce, ,measure
owns, ,measure
seal, ,measure
fills, ,measure
style, ,measure
pale, ,measure vehicle
electric, ,measure vehicle
stepping, ,measure
shade, ,measure
lies, ,measure
sweet, ,measure
yellow, ,measure
egg, ,measure
image, ,measure relation
printed, ,measure
bare, ,measure
carefully, ,measure vehicle
hidden, ,measure vehicle
create, ,measure
raw, ,measure
sunny, ,measure
inc, ,measure
cheese, ,measure
odd, ,measure
producers, ,measure
uses, ,measure
landscape, ,measure
pattern, ,measure
directions, ,measure vehicle
tucked, ,measure
mess, ,measure
leaf, ,measure
ginger, ,measure
beauty, ,measure
stem, ,measure
frozen, ,measure
outer, ,measure vehicle
urban, ,measure
pine, ,measure
photograph, ,measure
perfectly, ,measure
eventually, ,measure vehicle
believes, ,measure
examples, ,measure
flesh, ,measure
addition, ,measure vehicle
worn, ,measure
1950s, ,measure vehicle
inner, ,measure
explains, ,measure
amount, ,measure
photographed, ,measure
spread, ,measure
piled, ,measure
combination, ,measure
height, ,measure
etc, ,measure
resemble, ,measure
honey, ,measure
weight, ,measure
tear, ,measure
bold, ,measure
finds, ,measure
backyard, ,measure
brush, ,measure
ideal, ,measure
occasionally, ,measure vehicle
chicken, ,measure
transformed, ,measure
polish, ,measure vehicle
heads, ,measure
tend, ,measure
letting, ,measure
strawberry, ,measure
tightly, ,measure
smoking, ,measure
squash, ,measure
animal, ,measure
fake, ,measure vehicle
dubbed, ,measure
tips, ,measure
commonly, ,measure
nature, ,measure
foil, ,measure
fixed, ,measure vehicle
wonders, ,measure
older, ,measure vehicle
beloved, ,measure
casual, ,measure
resembled, ,measure vehicle
prized, ,measure
developed, ,measure
sheep, ,measure
gradually, ,measure vehicle
poster, ,measure relation
tearing, ,measure
lawn, ,measure
dresses, ,measure
mount, ,measure
muddy, ,measure
velvet, ,measure
patch, ,measure
corn, ,measure
duck, ,measure
grown, ,measure
toy, ,measure
feed, ,measure
rid, ,measure
blanket, ,measure
edge, ,measure vehicle
enough, ,measure
keeps, ,measure
magazine, ,measure
sort, ,measure
suggest, ,measure
grandmother, ,measure vehicle
array, ,measure
suited, ,measure
deeper, ,measure
bass, ,measure
carrying, ,vehicle
tour, ,vehicle
injured, ,vehicle
traveling, ,vehicle
exploded, ,vehicle
blew, ,vehicle
near, ,vehicle
crashed, ,vehicle
when, ,vehicle
were, ,vehicle
explosion, ,vehicle
killing, ,vehicle
ripped, ,vehicle
blast, ,vehicle
off, ,vehicle
injuring, ,vehicle
tourists, ,vehicle
northern, ,vehicle
wreckage, ,vehicle
hit, ,vehicle
an, ,vehicle
israeli, ,vehicle
others, ,vehicle
fire, ,vehicle
said, ,vehicle
southern, ,vehicle
smashed, ,vehicle
crossing, ,vehicle
least, ,vehicle
which, ,vehicle
tore, ,vehicle
three, ,vehicle
inside, ,vehicle
children, ,vehicle
sunday, ,vehicle
15, ,vehicle
israel, ,vehicle
blown, ,vehicle
seriously, ,vehicle
crushed, ,vehicle
fell, ,vehicle
passing, ,vehicle
40, ,vehicle
including, ,vehicle
flames, ,vehicle
18, ,vehicle
hours, ,vehicle
control, ,vehicle
journey, ,vehicle
army, ,vehicle
travelled, ,vehicle
border, ,vehicle
friday, ,vehicle
ditch, ,vehicle
trailer, ,vehicle
thrown, ,vehicle
settlers, ,vehicle
bodies, ,vehicle
eastern, ,vehicle
full, ,vehicle
its, ,vehicle
opened, ,vehicle
dragged, ,vehicle
300, ,vehicle
area, ,vehicle
seven, ,vehicle
shot, ,vehicle
shattered, ,vehicle
man, ,vehicle
jewish, ,vehicle
military, ,vehicle
but, ,vehicle
mine, ,vehicle
burned, ,vehicle
apart, ,vehicle
south, ,vehicle
southwestern, ,vehicle
jeep, ,vehicle
reported, ,vehicle
also, ,vehicle
village, ,vehicle
along, ,vehicle
kilometers, ,vehicle
five, ,vehicle
16, ,animal vehicle
july, ,vehicle
rapid, ,vehicle
escaped, ,vehicle
load, ,vehicle
abandoned, ,vehicle
main, ,vehicle
number, ,vehicle
incident, ,vehicle
meters, ,vehicle
cross, ,vehicle
wheels, ,vehicle
tires, ,vehicle
wrecked, ,vehicle
safety, ,vehicle
posters, ,vehicle
rural, ,vehicle
commercial, ,vehicle
damaged, ,vehicle
moving, ,vehicle
approached, ,vehicle
north, ,vehicle
avoid, ,vehicle
device, ,vehicle
100, ,vehicle
officials, ,vehicle
western, ,vehicle
coming, ,vehicle
give, ,vehicle
ministry, ,vehicle
gmt, ,vehicle
here, ,vehicle
east, ,vehicle
explosive, ,vehicle
causing, ,vehicle
blow, ,vehicle
second, ,vehicle
remote, ,vehicle
42, ,vehicle
officer, ,vehicle
17, ,vehicle
spot, ,vehicle
start, ,vehicle
light, ,no-cat vehicle
adding, ,vehicle
unidentified, ,vehicle
gutted, ,vehicle
northeast, ,vehicle
approaching, ,vehicle
started, ,vehicle
failed, ,vehicle
month, ,vehicle
badly, ,vehicle
rescue, ,vehicle
minor, ,vehicle
27, ,vehicle
36, ,vehicle
tank, ,vehicle
occupants, ,vehicle
added, ,no-cat vehicle
young, ,vehicle
blocked, ,vehicle
launched, ,vehicle
unknown, ,vehicle
supporters, ,vehicle
half, ,vehicle
path, ,vehicle
valley, ,vehicle
34, ,vehicle
families, ,vehicle
shell, ,vehicle
investigators, ,vehicle
national, ,vehicle
towards, ,vehicle
nearly, ,vehicle
gun, ,vehicle
news, ,vehicle
close, ,vehicle
crammed, ,vehicle
attempted, ,vehicle
press, ,vehicle
government, ,vehicle
dawn, ,vehicle
engine, ,vehicle
forcing, ,vehicle
torn, ,vehicle
chinese, ,vehicle
evacuate, ,vehicle
missile, ,vehicle
released, ,vehicle
atlanta, ,vehicle
suspect, ,vehicle
direct, ,vehicle
hill, ,vehicle
strip, ,vehicle
blowing, ,vehicle
identified, ,vehicle
moscow, ,vehicle
meant, ,vehicle
gang, ,vehicle
palestinians, ,vehicle
base, ,no-cat vehicle
broken, ,vehicle
freed, ,vehicle
agreed, ,vehicle
force, ,vehicle
bank, ,vehicle
watched, ,vehicle
pushed, ,vehicle
oct, ,vehicle
de, ,vehicle
stationed, ,vehicle
monthly, ,vehicle
navy, ,vehicle
homemade, ,vehicle
halt, ,vehicle
bringing, ,vehicle
adjacent, ,vehicle
corp, ,vehicle
mass, ,vehicle
setting, ,vehicle
equipped, ,vehicle
65, ,vehicle
within, ,vehicle
british, ,vehicle
partially, ,vehicle
villagers, ,vehicle
safely, ,vehicle
corporation, ,vehicle
available, ,vehicle
patrol, ,vehicle
loud, ,vehicle
captured, ,vehicle
search, ,vehicle
since, ,vehicle
serious, ,vehicle
totally, ,vehicle
somewhere, ,vehicle
guys, ,vehicle
carries, ,vehicle
leading, ,vehicle
strewn, ,vehicle
knocked, ,vehicle
twice, ,vehicle
scattered, ,vehicle
improvements, ,vehicle
land, ,vehicle
yesterday, ,vehicle
limited, ,vehicle
forces, ,vehicle
winter, ,vehicle
led, ,vehicle
desert, ,vehicle
ltd, ,vehicle
slow, ,vehicle
bumped, ,vehicle
blocking, ,vehicle
rocket, ,vehicle
flights, ,vehicle
prevented, ,vehicle
spokeswoman, ,vehicle
alerted, ,vehicle
st, ,vehicle
recovered, ,vehicle
latest, ,vehicle
debris, ,vehicle
custody, ,vehicle
marked, ,vehicle
berlin, ,vehicle
mountains, ,vehicle
course, ,vehicle
intended, ,no-cat vehicle
sports, ,vehicle
mounted, ,vehicle
propelled, ,vehicle
vacation, ,vehicle
crippled, ,vehicle
georgia, ,vehicle
cabin, ,vehicle
myself, ,vehicle
represents, ,vehicle
rushing, ,vehicle
hills, ,vehicle
hauled, ,vehicle
repairs, ,vehicle
helicopters, ,vehicle
member, ,vehicle
dropping, ,vehicle
fourth, ,vehicle
fog, ,vehicle
order, ,vehicle
built, ,vehicle
admitted, ,vehicle
track, ,vehicle
fires, ,vehicle
strapped, ,vehicle
180, ,vehicle
activists, ,vehicle
trees, ,vehicle
territory, ,vehicle
shifts, ,vehicle
promised, ,vehicle
alleged, ,vehicle
frame, ,vehicle
ups, ,vehicle
equipment, ,vehicle
appear, ,vehicle
properly, ,vehicle
chest, ,vehicle
hole, ,vehicle
bottom, ,vehicle
further, ,vehicle
ease, ,vehicle
veteran, ,vehicle
subsequently, ,vehicle
columbia, ,vehicle
sealed, ,vehicle
fearing, ,vehicle
struggled, ,vehicle
belt, ,vehicle
yelled, ,vehicle
models, ,vehicle
unit, ,vehicle
shift, ,vehicle
170, ,vehicle
carriers, ,vehicle
hundred, ,vehicle
pants, ,vehicle
pays, ,vehicle
celebration, ,vehicle
manufacturers, ,vehicle
900, ,vehicle
primarily, ,vehicle
shore, ,vehicle
engineer, ,vehicle
easier, ,vehicle
sand, ,vehicle
arms, ,vehicle
faster, ,vehicle
younger, ,vehicle
numbers, ,vehicle
experiences, ,vehicle
mohammed, ,vehicle
icon, ,vehicle
1999, ,vehicle
springs, ,vehicle
gather, ,vehicle
none, ,vehicle
makers, ,vehicle
reference, ,vehicle
push, ,vehicle
weapons, ,vehicle
complex, ,vehicle
plug, ,vehicle
1991, ,vehicle
98, ,vehicle
future, ,vehicle
