,context,n_concepts,mean_tfidf,mean_diff,evidence
0,nest,8,0.06,0.06,u
1,flock,7,0,0,u
2,birds,7,0.02,0.01,i
3,wings,6,0.01,0.01,u
4,expert,6,0.01,0,u
5,eye,6,0.01,0.01,i
6,bill,6,0,0,u
7,bird,6,0.06,0.05,i
8,species,6,0.06,0.05,u
9,endangered,6,0.07,0.06,u
10,writes,5,0.01,0.01,u
11,characters,5,0.01,0,u
12,allowing,5,0,0,u
13,exactly,5,0,0,u
14,resident,5,0.01,0.01,u
15,character,5,0,0,u
16,native,5,0.01,0.01,u
17,recordings,5,0,0,u
18,fault,5,0,0,u
19,linda,5,0,0,u
20,black,4,0.01,0.01,p
