,context,n_concepts,mean_tfidf,mean_diff,evidence
0,nest,8,0.06,0.06,-
1,flock,7,0.0,0.0,-
2,birds,7,0.02,0.01,-
3,wings,6,0.01,0.01,-
4,expert,6,0.01,0.0,-
5,eye,6,0.01,0.01,-
6,bill,6,0.0,0.0,-
7,bird,6,0.06,0.05,-
8,species,6,0.06,0.05,-
9,endangered,6,0.07,0.06,-
10,writes,5,0.01,0.01,-
11,characters,5,0.01,0.0,-
12,allowing,5,0.0,0.0,-
13,exactly,5,0.0,0.0,-
14,resident,5,0.01,0.01,-
15,character,5,0.0,0.0,-
16,native,5,0.01,0.01,-
17,recordings,5,0.0,0.0,-
18,fault,5,0.0,0.0,-
19,linda,5,0.0,0.0,-
20,black,4,0.01,0.01,-
