,context,n_concepts,mean_tfidf,mean_diff,evidence
0,fibers,3,0.01,0.01,-
1,touching,3,0.0,0.0,-
2,fragile,3,0.0,0.0,-
3,rio,3,0.0,0.0,-
4,reduction,3,0.0,0.0,-
5,gin,3,0.06,0.06,-
6,lid,3,0.0,0.0,-
7,neighboring,3,0.0,0.0,-
8,plunge,3,0.0,0.0,-
9,ribbon,3,0.0,0.0,-
10,honored,3,0.0,0.0,-
11,odds,3,0.0,0.0,-
12,industries,3,0.0,0.0,-
13,225,3,0.0,0.0,-
14,germany,3,0.0,0.0,-
15,trading,3,0.0,0.0,-
16,competing,3,0.0,0.0,-
17,proves,3,0.0,0.0,-
18,fountain,3,0.01,0.01,-
19,knowledge,3,0.0,0.0,-
20,blue,3,0.04,0.04,-
