,animal,fruit,vegetable,plant,tool,mammal,no-cat,measure,relation,object,bird,communication,food,all,mean
cob,0.0030990439782800218,0.0026251316413236294,0.0,0.0,0.0,0.0035027143517327793,0.0,0.0,0.0,0.0025506846153416332,0.0031267873697088454,0.0,0.0,0.0024864775705875576,0.001242202823355319
mussel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scallop,0.011592377149058926,0.0,0.0,0.0,0.0,0.0,0.0,0.012151850720794026,0.0,0.008920354990604163,0.0,0.0,0.00987934232446072,0.009374138792612364,0.0037084331412521572
sardine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emperor,0.0006425787971974004,0.00036027629994908464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036263627272807206,0.0,0.0,0.00036224848251524203,0.0003683329119780202,0.00014971948316912996
sorrel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jack,0.0016916913438888258,0.0011585551359921185,0.0,0.0,0.0024594610238528004,0.0016916913438888258,0.0015096298685216933,0.0017311228674439542,0.001410215387654917,0.0012004425045880533,0.0,0.0,0.0012047358974454213,0.001213315379180045,0.0010907757680326182
crab,0.006722980884144829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005373023900866564,0.0,0.0,0.0053419435860551185,0.005452324503948253,0.0016350194910724832
lobster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chicken,0.0009409434516027616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008986677095013836,0.0009409434516027616,0.0,0.0009591849396988046,0.0009586591006344517,0.0003355999037885831
oyster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
almond,0.0,0.04189526932224296,0.0,0.03448721348708123,0.0,0.0,0.0,0.0,0.0,0.03844755937530651,0.0,0.0,0.0,0.037731932262245985,0.010897283889062621
pea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strawberry,0.0,0.06259660598311816,0.0,0.05895991755911499,0.0,0.0,0.0,0.0,0.0,0.06231335294126449,0.0,0.0,0.06046689523747516,0.06076039792793738,0.021792654974922155
breadfruit,0.0,0.008385349771505903,0.0,0.0076896344859166636,0.0,0.0,0.0,0.0,0.0,0.010719951102553879,0.0,0.0,0.00933780644342084,0.010999129836952337,0.003366562260024973
plum,0.0,0.17492186944800717,0.0,0.16255658982393487,0.0,0.0,0.0,0.0,0.0,0.17020144787817745,0.0,0.0,0.1623796367587461,0.1667221592871773,0.0597701216568602
banana,0.0,0.013340053291583888,0.0,0.01237427733088749,0.0,0.0,0.0,0.0,0.0,0.012870409832761888,0.0,0.0,0.012442054472628026,0.012727161401023163,0.004553854023491747
fruit,0.0,0.022454876884585317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02136644628728866,0.0,0.0,0.0,0.021050190036345985,0.004633679514872854
tamarind,0.0,0.005825556233552746,0.0,0.005591755729574307,0.0,0.0,0.0,0.0,0.0,0.005987943756907837,0.0,0.0,0.00585065124669011,0.005915206539569959,0.0020836509647353544
berry,0.0,0.013892206332082593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012896128286659302,0.0,0.0,0.012186184367921269,0.013001943551227801,0.0037126044669922123
currant,0.0,0.04918368492049805,0.0,0.046062044128343256,0.0,0.0,0.0,0.0,0.0,0.044814927865883245,0.0,0.0,0.04356507287340793,0.04389409018226951,0.01625141571217157
raisin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dewberry,0.0,0.02370608706364997,0.0,0.024227130222009695,0.0,0.0,0.0,0.0,0.0,0.024014036976589617,0.0,0.0,0.02343968795480886,0.023495133388468432,0.008491576828966185
date,0.0,0.0017888337690551543,0.0,0.0,0.0,0.0,0.0,0.0016000020135318203,0.0,0.0016790278324891308,0.0,0.0,0.0016143743665125074,0.0016770664577999855,0.0005970931742420427
lychee,0.0,0.027539246348602244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034204954762086716,0.0,0.0,0.024696697447239742,0.03367540345868393,0.008579735858329473
peanut,0.0,0.0006462334475949435,0.0,0.0006610740081801613,0.0,0.0,0.0,0.0,0.0,0.0006592980301729344,0.0,0.0,0.0,0.0006537701576654625,0.00018716968882953583
groundnut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pomegranate,0.0,0.03919596112766613,0.0,0.03716331702197732,0.0,0.0,0.0,0.0,0.0,0.03775494644908117,0.0,0.0,0.03669142934254779,0.037144184853126865,0.013424988485314234
litchi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apple,0.0,0.033256497585221104,0.0,0.026586310118048753,0.0,0.0,0.0,0.0,0.0,0.029639978190870518,0.0,0.0,0.0279087359073844,0.029591680487989193,0.010498800163536713
watermelon,0.0,0.09303926721737397,0.0,0.09246892375162531,0.0,0.0,0.0,0.0,0.0,0.09479159785805374,0.0,0.0,0.09268313304232947,0.09346280548526276,0.033317551953903235
cherry,0.0,0.41995668809407516,0.0,0.36507049621624327,0.0,0.0,0.0,0.0,0.41617880117907596,0.3852661806573747,0.0,0.0,0.3632335785712471,0.3763222500670019,0.16614485677035845
orange,0.0,0.01233166239772538,0.0,0.01074508232799154,0.0,0.0,0.0,0.0,0.011963555637800227,0.01183343431159648,0.0,0.0,0.011360685506440139,0.011708138089660522,0.004995897019372449
mangosteen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
walnut,0.0,0.07962100155931964,0.0,0.06716420190252927,0.0,0.0,0.0,0.0,0.07985575534949796,0.07420664988156599,0.0,0.0,0.0,0.07240250639394875,0.026660722506204403
melon,0.0,0.01779445162791905,0.0,0.01663009106056965,0.0,0.0,0.0,0.0,0.0,0.017615556966452957,0.0,0.0,0.016533571818385044,0.01734880013274328,0.00613731940043357
pear,0.0,0.06189582955382956,0.0,0.06451367802200798,0.0,0.0,0.0,0.0,0.0,0.060814387601914696,0.0,0.0,0.057763846949897384,0.058291356911462894,0.02166279278850804
satsuma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mango,0.0,0.015036205086481734,0.0,0.014524685581430042,0.0,0.0,0.0,0.0,0.0,0.01475484434008064,0.0,0.0,0.014188773017184927,0.014582895868030141,0.005220528849514821
huckleberry,0.0,0.0018907456424349183,0.0,0.0014842511845614538,0.0,0.0,0.0,0.0,0.0,0.001822470977291055,0.0,0.0,0.0016660627850658086,0.0018315760451667366,0.0006210790453228551
blueberry,0.0,0.07462442203557959,0.0,0.06817943839588642,0.0,0.0,0.0,0.0,0.0,0.0690751471026218,0.0,0.0,0.06736176573213166,0.0676215735326855,0.024775881914207497
pineapple,0.0,0.03156977795814489,0.0,0.03063589564348523,0.0,0.0,0.0,0.0,0.0,0.031259147013864536,0.0,0.0,0.030880998470837966,0.03142206652235976,0.011126277543478029
coconut,0.0,0.0030420380415112753,0.0,0.002876268163661895,0.0,0.0,0.0,0.0,0.0,0.002930672411565634,0.0,0.0,0.002802624249687062,0.002874932748959065,0.0010376096868132093
saskatoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
achene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grape,0.0,0.02408682852926795,0.0,0.02357311776698273,0.0,0.0,0.023445304141029463,0.0,0.0,0.023929878207271302,0.0,0.0,0.023820879764055006,0.023947274638180624,0.010200234503341935
pome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tangerine,0.0,0.01215063698326885,0.0,0.010341399396218379,0.0,0.0,0.0,0.0,0.0,0.012261896276790616,0.0,0.0,0.011740979282677476,0.012226830380279729,0.004194410165659647
serviceberry,0.0,0.02452457201811198,0.0,0.021512176473914593,0.0,0.0,0.0,0.0,0.0,0.08073573058945242,0.0,0.0,0.026790223875541835,0.07871315446935444,0.01659113267331252
raspberry,0.0,0.06291636060280925,0.0,0.045572114181236925,0.0,0.0,0.0,0.0,0.0,0.05683088167118847,0.0,0.09315478977551683,0.052676045309433095,0.05541389547897069,0.026183149072796806
peach,0.0,0.09009690655957664,0.0,0.07817990514320326,0.0,0.0,0.10303446195679118,0.0,0.0,0.08584718085322661,0.0,0.0,0.0803213869380268,0.0838232891586245,0.03723593790067493
grapefruit,0.0,0.03230767655327608,0.0,0.03249423672809537,0.0,0.0,0.0,0.0,0.0,0.03243750536777404,0.0,0.0,0.032263752050796936,0.03196312051302478,0.011533306515211941
nut,0.0,0.011110598483077622,0.0,0.0,0.0,0.0,0.0,0.010653796033439607,0.0,0.010302768506344531,0.0,0.0,0.0,0.01009502400759279,0.003011584787889611
loquat,0.0,0.049904159317195766,0.0,0.03347336046636,0.0,0.0,0.0,0.0,0.0,0.035387067149364695,0.0,0.0,0.03437401081821935,0.03508767147808364,0.013444733516373103
hazelnut,0.0,0.04395333188688245,0.0,0.03914152269807058,0.0,0.0,0.0,0.0,0.0,0.04863917256705712,0.0,0.0,0.0,0.048404111707891745,0.012867009918564421
bacca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corn,0.0,0.0008048487668228971,0.0,0.0007758407222962424,0.0,0.0,0.0,0.0,0.000758131762208461,0.0007675728367518054,0.0,0.0,0.0007430977126155555,0.0007581396915139674,0.0003291165351577806
apricot,0.0,0.2080098001349585,0.0,0.18989843423609257,0.0,0.0,0.0,0.0,0.0,0.19204721308277795,0.0,0.0,0.1844359632288965,0.19067391664824376,0.0689332376664978
hackberry,0.0,0.018014611056567056,0.0,0.015181294662244707,0.0,0.0,0.0,0.0,0.0,0.019227589066663782,0.0,0.0,0.018660603114136098,0.018789235826698083,0.006419523837593553
sultana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
muscat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acorn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lemon,0.0,0.025581359626385105,0.0,0.025668171833227813,0.0,0.0,0.0,0.0,0.0,0.026860503471050033,0.0,0.0,0.02812315640321638,0.027730101263683964,0.009568806614111665
soybean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wintergreen,0.0,0.023120356597848623,0.0,0.02235759076511762,0.0,0.0,0.0,0.0,0.0,0.02403458156222206,0.0,0.0,0.02396195927667339,0.024954841845136227,0.008459237860499852
olive,0.0,0.004536599640463502,0.0,0.00445462502876252,0.0,0.0,0.0,0.0,0.005282268778541704,0.004606074387805575,0.0,0.0,0.00458321964926412,0.004669908854414379,0.0020094783099465574
chickpea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grain,0.0,0.0009497174764359436,0.0,0.0008985236326814047,0.0,0.0,0.0,0.0013345202958241383,0.001168075530151664,0.0009642942748290643,0.0,0.0,0.0009613325169607845,0.0009563562317789755,0.0005166299970472839
lentil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hip,0.0,4.716159799641882e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.094896430170951e-05,0.0,0.0,0.0,5.248581012342308e-05,1.0756883744396529e-05
pistachio,0.0,0.01928894201158079,0.0,0.018823541454902348,0.0,0.0,0.0,0.0,0.0,0.02289169816479751,0.0,0.0,0.0,0.02298130719770385,0.0059989634877846065
pod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
avocado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freestone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rye,0.0,0.0011402859492393657,0.0,0.0011337863456372288,0.0,0.0,0.0,0.0,0.0014010714246764978,0.0012117856586291837,0.0,0.0,0.0012446715580163921,0.0012436579454247287,0.0005268042058302426
legume,0.0,0.00032501947026767323,0.0004369476772664564,0.000312974114305766,0.0,0.0,0.0,0.0,0.0,0.000323837929861504,0.0,0.0,0.0003020918234430429,0.0003156210798338529,0.0001440351496413068
cottonseed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spike,0.0,0.0006950692639163905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007011673581483905,0.0,0.0,0.0,0.0007045615713220881,0.00015005701381334778
coffee,0.0,0.006077198769358005,0.0,0.006038740575082001,0.0,0.0,0.0,0.0,0.007584511286976072,0.006294794918653528,0.0,0.0,0.006530882406956801,0.006613161133743381,0.002795663506483557
linseed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lime,0.0,0.012075887140923372,0.0,0.011889193366887124,0.0,0.0,0.0,0.0,0.016861145147039052,0.012560865455153631,0.0,0.0,0.012997424339065802,0.012917294837795567,0.005664415020490324
bean,0.0,0.004487877999728966,0.006156089693921948,0.004699290186243691,0.0,0.0,0.0,0.0,0.0,0.004864409971919681,0.0,0.0,0.0050004684081124155,0.0050514593393244465,0.0021613996856607964
amaranth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
