,animal,fruit,vegetable,plant,tool,mammal,no-cat,measure,relation,object,bird,communication,food,all,mean
walnut,0.0,0.008276750323211103,0.0,0.006286502586107972,0.0,0.0,0.0,0.0,0.00965704995141119,0.007900721685989376,0.0,0.0,0.0,0.00791432018574734,0.002859667480890498
melon,0.0,0.08632242018634669,0.0,0.07263946690712894,0.0,0.0,0.0,0.0,0.0,0.08752398804368841,0.0,0.0,0.08383989082316276,0.08849856738327803,0.02991602381025749
pear,0.0,0.01958230497757517,0.0,0.01837778838477348,0.0,0.0,0.0,0.0,0.0,0.019706090808246035,0.0,0.0,0.01910308682317583,0.019392526101367945,0.00686869979250989
satsuma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mango,0.0,0.01736712576834491,0.0,0.015105512705939564,0.0,0.0,0.0,0.0,0.0,0.017454847575748864,0.0,0.0,0.017130875889293896,0.017711742142526538,0.006055007434418126
huckleberry,0.0,0.009827325266358353,0.0,0.00694622183087984,0.0,0.0,0.0,0.0,0.0,0.009701850167977042,0.0,0.0,0.009051876185540908,0.010010481672500432,0.003252696794518327
blueberry,0.0,0.03878673321775926,0.0,0.03190763856742773,0.0,0.0,0.0,0.0,0.0,0.03677187378406103,0.0,0.0,0.03659828240041886,0.03695858134314947,0.012930222093772597
pineapple,0.0,0.028129172469018596,0.0,0.02457848059383098,0.0,0.0,0.0,0.0,0.0,0.028526879744466577,0.0,0.0,0.028762178762277428,0.029440689012618267,0.009959814327300847
coconut,0.0,0.0025298038306680215,0.0,0.0021537267457377007,0.0,0.0,0.0,0.0,0.0,0.0024962104731629216,0.0,0.0,0.002436307484223383,0.0025140718929204894,0.0008664371733366083
saskatoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
achene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grape,0.0,0.24874515376784254,0.0,0.21919520780472648,0.0,0.0,0.30625608221975087,0.0,0.0,0.2531087828386226,0.0,0.0,0.2571448454083923,0.26005122250698465,0.11032152103902282
pome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tangerine,0.0,0.014435213482292923,0.0,0.011062225276775273,0.0,0.0,0.0,0.0,0.0,0.014920161464929827,0.0,0.0,0.014580536541112335,0.015274459455839152,0.00501947115863925
serviceberry,0.0,0.012746873023588777,0.0,0.010067591753143606,0.0,0.0,0.0,0.0,0.0,0.0429793380054433,0.0,0.0,0.01455538120640201,0.0430206865982699,0.008812133613346257
raspberry,0.0,0.03975459457425137,0.0,0.025927577114712594,0.0,0.0,0.0,0.0,0.0,0.03677899429068428,0.0,0.040288086371414414,0.03479220208743488,0.03681884957588663,0.015311450286741728
peach,0.0,0.039234856827423524,0.0,0.030654649392567724,0.0,0.0,0.05675427027914922,0.0,0.0,0.038289522461297784,0.0,0.0,0.03656271271028265,0.03838439395379417,0.017134314687465364
grapefruit,0.0,0.0335844271131538,0.0,0.030414282823047083,0.0,0.0,0.0,0.0,0.0,0.034535948261724826,0.0,0.0,0.03505840133548985,0.034938896797203876,0.01203799688075853
nut,0.0,0.0038498908489350953,0.0,0.0,0.0,0.0,0.0,0.003988749285147468,0.0,0.0036564246238361894,0.0,0.0,0.0,0.0036782912755431497,0.0010838111452472787
loquat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hazelnut,0.0,0.011422575287184938,0.0,0.009159019116415583,0.0,0.0,0.0,0.0,0.0,0.012946432904006816,0.0,0.0,0.0,0.0132276373237182,0.003339690330808967
bacca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corn,0.0,0.0012549827609191393,0.0,0.0010892688148519936,0.0,0.0,0.0,0.0,0.0013752264189392318,0.0012258428388655475,0.0,0.0,0.0012111959792839942,0.001243084092597118,0.0005285429218183589
apricot,0.0,0.055921560292129247,0.0,0.04596802971904402,0.0,0.0,0.0,0.0,0.0,0.05288045857907567,0.0,0.0,0.05183058499709012,0.05390320255272072,0.018607416867147127
hackberry,0.0,0.018726521265105996,0.0,0.014209541013108432,0.0,0.0,0.0,0.0,0.0,0.02047145776702418,0.0,0.0,0.02027696320340137,0.020538519422088976,0.00673021447648064
sultana,0.0,0.06792803182987225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06650116048449413,0.0,0.0,0.06647749577883902,0.07082386939285343,0.01940932553471849
muscat,0.0,0.05789505183714566,0.0,0.04505154120664345,0.0,0.0,0.0,0.0,0.07168289710772123,0.054009918794906686,0.0,0.0,0.049420140744217245,0.05385944352526667,0.023708499515421498
acorn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lemon,0.0,0.015662092308248797,0.0,0.01575979672566165,0.0,0.0,0.0,0.0,0.0,0.016622224909201507,0.0,0.0,0.01767690627474955,0.017460383122374183,0.005941528810016835
soybean,0.0,0.001858071226645031,0.0025274695459443644,0.0019246533057056864,0.0,0.0,0.0,0.0,0.0,0.001976291174659959,0.0,0.0,0.0020010822487044693,0.00206407178729905,0.0008822599492113258
pip,0.0,0.0013671274823962498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014048273288008214,0.0,0.002873287561972828,0.0,0.0014014399480671439,0.0005033344515169316
wintergreen,0.0,0.011122062564755945,0.0,0.010785625226709375,0.0,0.0,0.0,0.0,0.0,0.011686278193131823,0.0,0.0,0.011833934804526566,0.012345872418933465,0.004126698086289798
olive,0.0,0.02400567625366876,0.0,0.023638731135907875,0.0,0.0,0.0,0.0,0.02717742938881141,0.02463560814998297,0.0,0.0,0.02489832909227825,0.02541370897506733,0.010697820213979758
chickpea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grain,0.0,0.0030457480610385796,0.0,0.002889738660799193,0.0,0.0,0.0,0.004448400986080461,0.003642292857472131,0.00312577694949613,0.0,0.0,0.003165113002608279,0.0031542448015678165,0.0016765225227901848
lentil,0.0,0.0068015482725556214,0.01020461057972203,0.007463190285302573,0.0,0.0,0.0,0.0,0.0,0.0076877098743126145,0.0,0.0,0.008270988915407307,0.008473046104609031,0.0034929352879935127
hip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pistachio,0.0,0.037115832353678054,0.0,0.03632299485305234,0.0,0.0,0.0,0.0,0.0,0.044522306722829606,0.0,0.0,0.0,0.045478034033458375,0.011674226283072742
pod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
avocado,0.0,0.019093383890044398,0.0,0.018999505488896166,0.0,0.0,0.0,0.0,0.0,0.0222533978503615,0.0,0.0,0.02242570685956685,0.02245257407177294,0.00751604058290299
freestone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
legume,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cottonseed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spike,0.0,0.0003343635210555662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000340926959183883,0.0,0.0,0.0,0.0003485667160227321,7.31326568758701e-05
coffee,0.0,0.0011136915873899214,0.0,0.0011097812626109272,0.0,0.0,0.0,0.0,0.0013514297944357291,0.0011659822330848685,0.0,0.0,0.001228710028457769,0.0012463693479715387,0.0005154260181393396
linseed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lime,0.0,0.0058091133559237205,0.0,0.005735518878142813,0.0,0.0,0.0,0.0,0.00788646285525996,0.006107440134766116,0.0,0.0,0.006418952243400392,0.006390554388396339,0.002739145846849239
bean,0.0,0.00161917247095862,0.002190054914789779,0.0017002541769658036,0.0,0.0,0.0,0.0,0.0,0.0017739079843182312,0.0,0.0,0.0018521612668575664,0.0018743258198073277,0.0007864197595498091
amaranth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beetroot,0.0,0.0,0.049982653578670294,0.042711733365272495,0.0,0.0,0.0,0.0,0.0,0.04749042078356251,0.0,0.0,0.04880598884612773,0.04861767699025733,0.016972033825992168
spud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pumpkin,0.0,0.0,0.0020551259974290192,0.0018440125131631835,0.0,0.0,0.0,0.0,0.0,0.002250305824021427,0.0,0.0,0.002227737994643065,0.0022866352643685773,0.0007617012566875195
fennel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rhubarb,0.0,0.0,0.012135892043134575,0.010050609748930227,0.0,0.0,0.0,0.0,0.0,0.010908088764152765,0.0,0.0,0.010912031024782554,0.010954363677852751,0.003925784661346634
pepper,0.0,0.0,0.0031228226452899074,0.0027973830874241457,0.0,0.0,0.0,0.0,0.0,0.003338937179780015,0.0,0.0,0.0033647657629267786,0.0034215018349293773,0.0011461007507393016
parsnip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chilli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plantain,0.0,0.0,0.006031304414199274,0.005079104983382575,0.0,0.0,0.0,0.0,0.0,0.005648957604909278,0.0,0.0,0.005708519729925711,0.005749762187035327,0.00201554635138944
beet,0.0,0.0,0.0041080808461030375,0.0037825337440057956,0.0,0.0,0.0,0.0,0.0,0.004422090741168465,0.0,0.0,0.004132863061884309,0.0044451886280562165,0.0014921969300869876
carrot,0.0,0.0,0.002838328270875365,0.0025007796526772793,0.0,0.0,0.0,0.0,0.0,0.0029979329742548214,0.0,0.0,0.0029803292605071856,0.003047135094241072,0.0010260360894682658
taro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tomato,0.0,0.0,0.013262710864928827,0.01104918634603613,0.0,0.0,0.0,0.0,0.0,0.012287931192634905,0.0,0.0,0.013136347902674842,0.01296722267555938,0.004478814212988148
vegetable,0.0,0.0,0.0038956673742806857,0.0038728317207737447,0.0,0.0,0.0,0.0,0.0,0.0044919671049315334,0.0,0.0,0.004433287334634788,0.004584221526078813,0.00151985536147854
onion,0.0,0.0,0.0011315756927768815,0.0009980528571369854,0.0,0.0,0.0,0.0,0.0,0.0011191418417376428,0.0,0.0,0.0011759875834555624,0.0011664744719634816,0.0003993737462193253
squash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tabasco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
veg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinach,0.0,0.0,0.008129477678060066,0.005534486654881909,0.0,0.0,0.0,0.0,0.0,0.005735630135893671,0.0,0.0,0.006027399140440304,0.005994891704990534,0.0022444203795904632
cabbage,0.0,0.0,0.019626354996882155,0.013614314605186681,0.0,0.0,0.0,0.015339955681015,0.0,0.013958210058241332,0.0,0.0,0.014254022356168046,0.014330909033202553,0.006508840480763983
cucumber,0.0,0.0,0.01446715286926835,0.011407996493127273,0.0,0.0,0.0,0.0,0.0,0.011828114581760543,0.0,0.0,0.012140235661487322,0.012090870706980712,0.004423883593758872
edda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
broccoli,0.0,0.0,0.0027132486014817296,0.001767936847743133,0.0,0.0,0.0,0.0,0.0,0.0018308709024106463,0.0,0.0,0.0018170525623819056,0.001833700366178282,0.0007116292342996927
chipotle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
radish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pulse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flageolet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iceberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artichoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
asparagus,0.0,0.0,0.025114740268648773,0.01807154226957892,0.0,0.0,0.0,0.0,0.0,0.018450811020988663,0.0,0.0,0.018536023237483615,0.0183735194846937,0.007039045448670977
cauliflower,0.0,0.0,0.0044992704867957865,0.0030769001967625533,0.0,0.0,0.0,0.0,0.0,0.003176923100874877,0.0,0.0,0.003194977044821654,0.0031812358263698603,0.0012235219039731951
zucchini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kale,0.0,0.0,0.0028685810286713477,0.0018611785002252594,0.0,0.0,0.0,0.0031579602838857574,0.0,0.001875229126463472,0.0,0.0,0.0018773276197008976,0.0018474378055230926,0.0009634081688907019
tea,0.0,0.0,0.0,0.0020656104652064713,0.0,0.0,0.0,0.0,0.002973529300260251,0.002490366813875051,0.0,0.0,0.002453914799984853,0.0025328050482402538,0.0008940161733976342
allspice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cheese,0.0,0.0,0.0,0.0006188966004792024,0.0,0.0,0.0,0.0,0.0,0.0006409923385143517,0.0,0.0,0.0006968042552313165,0.000696864011613035,0.00018953980041699325
rice,0.0,0.0,0.0,0.0013667321096233636,0.0,0.0,0.0,0.0,0.0,0.001419966227541904,0.0,0.0,0.0014337736638645401,0.0014375234801131847,0.0004041425343673566
ginger,0.0,0.0,0.0,0.0042697045090041965,0.0,0.0,0.0,0.0,0.0,0.004505631037371013,0.0,0.0,0.0047675779129535585,0.004754060961795197,0.0013069267443659976
flavor,0.0,0.0,0.0,0.0,0.0,0.0,0.05117861650937856,0.0,0.0,0.0,0.0,0.0,0.0,0.038433512290203614,0.0064008663428272985
sugar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008964987990969975,0.009640827678608868,0.0,0.0,0.0,0.008131693593109167,0.008266516489517152,0.00250028755372894
pork,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005187518088016894,0.0,0.0,0.0,0.0,0.0004463334255569582,0.0004442941387437556,0.00010066995522160023
lemonade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028100312364266262,0.0,0.0,0.0,0.02342857591523915,0.02392869749237645,0.005389827555134418
juice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.360773576137164,0.0,0.0,0.0,0.32885876257080626,0.3342122026058782,0.07313175295098917
chocolate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010946341773244155,0.0,0.0,0.0,0.0008942203002870465,0.0009203944121496359,0.0002078034921257927
gift,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006923804727662741,0.0,0.0,0.0,0.0,0.000556742695582457,8.92230834534808e-05
wine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4275734039761428,0.0,0.0,0.0,0.35696594252112573,0.35917390553730927,0.08169380371675557
cider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008092620798469978,0.0,0.0,0.0,0.00622482734917093,0.006370093831865173,0.00147768156996472
soup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004858301362673181,0.0,0.0,0.0,0.00046350586767111835,0.0004557184914626175,0.00010036103538578956
cookie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
honey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004964691451177507,0.0,0.0,0.004752799773583557,0.005005785004354944,0.0010516625877940006
cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003436105430896516,0.0,0.0,0.0034241267901492234,0.0035151899227180133,0.0007411015816974109
desert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024253201953233945,0.0,0.0,0.0,0.0002439519653581485,3.474885606360628e-05
fry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peeler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
butter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003031849677573456,0.0,0.0,0.0031737960271589418,0.003197642182072386,0.000671663420486056
flavoring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ketchup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008384712061814079,0.008625195846657552,0.0012149934220336879
donut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003907413176135492,0.004266000306161936,0.0005838152487355307
jam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004464814955650337,0.004759022020392062,0.0006588454982887428
yoghurt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013971783176602533,0.01406303302078992,0.0020024868712423182
doughnut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yogurt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020512891088026682,0.002061790610211325,0.00029379140850099947
dessert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05819669064831948,0.058300978304981405,0.00832126206809292
condiment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007781805364257265,0.007703322770342554,0.0011060805810428442
puree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biscuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
candy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005320377720565796,0.00544098594107359,0.0007686688329742418
bacon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vinaigrette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011397390493821707,0.001140970404937283,0.00016290781816567527
bulgur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pepperoni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
