,animal,fruit,vegetable,plant,tool,mammal,no-cat,measure,relation,object,bird,communication,food,all,mean
honey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008791362473982389,0.0,0.0,0.008754012242547083,0.008624835952187123,0.0018693007620511853
cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015771224067399895,0.0,0.0,0.01634716573496433,0.01569865488494259,0.003415503191950487
desert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016491654634126884,0.0,0.0,0.0,0.0016140396380693912,0.0002330860786772914
fry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001152018084978256,0.0,0.0,0.0,0.0011808982630717303,0.00016663688200357045
peeler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028738788465879357,0.0,0.0,0.0,0.03239181183239487,0.004366471449876731
butter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0320696651319851,0.0,0.0,0.03286503395847675,0.033341326090547144,0.007019716084357785
flavoring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ketchup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002984179650409937,0.0027865648462061412,0.00041219603547257695
pie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2331687986607212,0.22437386369157647,0.03268161873944984
donut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005451060921385626,0.005435209708344761,0.0007775907592664562
yoghurt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
doughnut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009276198942031135,0.008976652568871965,0.0013037751079216498
yogurt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dessert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05499976748522886,0.051541781569964876,0.007610110646799553
condiment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00687985416661103,0.006370858848135169,0.0009464795010532998
puree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10840648006725682,0.10288663193549784,0.015092365143053904
biscuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002515722081314799,0.0023930831262766955,0.0003506289433993925
candy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058460502911987636,0.05592663689063749,0.008170509985901795
bacon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005131663870186363,0.0005190033114423774,7.372640703292956e-05
vinaigrette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007596775210490398,0.007657661393040392,0.0010896026145379137
bulgur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pepperoni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
