,all,communication,object,food,no-cat,warm,relation,measure,mean
,0.0328248468928466,0.004399911205022591,0.0,0.0017694363165447321,0.0,0.03632534103279516,0.016118865775027504,0.004813123577908314,0.012031440600018112
