,context,n_concepts,mean_tfidf,mean_diff,evidence
0,dish,8,0.12,0.11,-
1,rice,8,0.05,0.04,-
2,bowl,8,0.01,0.01,-
3,table,8,0.02,0.01,-
4,bread,8,0.03,0.03,-
5,sweet,8,0.02,0.02,-
6,mixture,8,0.01,0.01,-
7,fat,8,0.01,0.0,-
8,consumed,8,0.02,0.01,-
9,filling,8,0.01,0.01,-
10,cuisine,8,0.02,0.02,-
11,meal,8,0.02,0.02,-
12,boiling,8,0.03,0.02,-
13,food,8,0.02,0.02,-
14,soup,8,0.08,0.08,-
15,dishes,8,0.06,0.06,-
16,ingredients,8,0.03,0.03,-
17,prepared,8,0.03,0.03,-
18,baked,8,0.06,0.06,-
19,cooked,8,0.05,0.05,-
20,warm,5,0.01,0.01,-
