,context,n_concepts,mean_tfidf,mean_diff,evidence
0,sprinkled,5,0.01,0.01,-
1,tea,5,0.01,0.01,-
2,covered,5,0.01,0.01,-
3,comes,5,0.01,0.0,-
4,aroma,5,0.01,0.01,-
5,cookie,5,0.01,0.0,-
6,edible,5,0.01,0.01,-
7,offerings,5,0.01,0.0,-
8,favorite,5,0.01,0.01,-
9,margin,4,0.0,0.0,-
10,nights,4,0.06,0.06,-
11,trendy,4,0.01,0.01,-
12,receives,4,0.01,0.01,-
13,reminiscent,4,0.0,0.0,-
14,ann,4,0.01,0.01,-
15,shared,4,0.0,0.0,-
16,silky,4,0.01,0.01,-
17,ritual,4,0.0,0.0,-
18,recommends,4,0.0,0.0,-
19,finishing,4,0.0,0.0,-
20,blue,4,0.04,0.04,-
