,context,n_concepts,mean_tfidf,mean_diff,evidence
0,while,6,0.02,0.01,-
1,20,6,0.01,0.0,-
2,friday,5,0.01,0.0,-
3,ignited,5,0.03,0.03,-
4,ashes,5,0.01,0.01,-
5,investigation,5,0.0,0.0,-
6,region,5,0.01,0.0,-
7,rapidly,5,0.0,0.0,-
8,authorities,5,0.0,0.0,-
9,modern,5,0.0,0.0,-
10,13,5,0.01,0.01,-
11,ravaged,5,0.0,0.0,-
12,17,5,0.01,0.0,-
13,fire,5,0.02,0.02,-
14,launch,5,0.01,0.0,-
15,north,5,0.01,0.01,-
16,dawn,5,0.0,0.0,-
17,responsible,5,0.01,0.01,-
18,40,5,0.01,0.01,-
19,sichuan,5,0.01,0.01,-
20,hot,4,0.02,0.01,-
