,context,n_concepts,mean_tfidf,mean_diff,evidence
0,blueberries,9,0.01,0.01,-
1,luscious,8,0.01,0.0,-
2,peach,8,0.14,0.14,-
3,somewhat,8,0.0,0.0,-
4,tasted,8,0.0,0.0,-
5,cubes,8,0.01,0.01,-
6,apples,8,0.01,0.01,-
7,melon,8,0.03,0.02,-
8,slice,8,0.02,0.02,-
9,quarters,8,0.0,0.0,-
10,sweetness,8,0.01,0.01,-
11,peaches,8,0.02,0.02,-
12,slices,8,0.08,0.07,-
13,spice,8,0.01,0.0,-
14,apple,8,0.04,0.04,-
15,tart,8,0.03,0.03,-
16,flavors,8,0.05,0.04,-
17,apricot,8,0.07,0.07,-
18,sweet,8,0.02,0.01,-
19,peels,7,0.03,0.02,-
20,yellow,6,0.02,0.01,-
