,context,n_concepts,mean_tfidf,mean_diff,evidence
0,wooden,33,0.06,0.05,p
1,oak,31,0.02,0.02,p
2,pine,30,0.03,0.03,p
3,grand,29,0,0,u
4,entirely,29,0,0,u
5,handsome,28,0.01,0,u
6,perched,28,0.01,0.01,u
7,natural,27,0.01,0,r
8,resembles,27,0,0,u
9,roughly,27,0,0,u
10,each,27,0.01,0.01,u
11,furniture,26,0.02,0.02,i
12,adjacent,26,0.01,0.01,u
13,dry,26,0.01,0.01,u
14,estimated,26,0.01,0,u
15,cast,26,0,0,u
16,along,26,0.02,0.01,u
17,deck,26,0.02,0.01,u
18,donated,26,0,0,u
19,sits,26,0.01,0.01,u
20,wooden,33,0.06,0.05,p
21,wood,23,0.06,0.05,p
