context,evidence_type,categories
backyard,u,no-cat
made,u,no-cat
apples,i,no-cat
half,u,no-cat
thin,u,no-cat
grain,u,no-cat
reserved,u,no-cat
40,u,no-cat
tea,i,no-cat
pick,u,no-cat
any,u,no-cat
nuts,u,no-cat
removed,u,no-cat
variety,u,no-cat
stand,u,no-cat
cranberry,i,no-cat
slightly,u,no-cat
rubbed,u,no-cat
shallow,u,no-cat
nearby,u,no-cat
cotton,u,no-cat
boxes,u,no-cat
lighter,u,no-cat
suits,u,no-cat
inn,u,no-cat
italian,u,no-cat
cookies,u,no-cat
tucked,u,no-cat
drop,u,no-cat
ice,u,no-cat
cross,u,no-cat
takes,u,no-cat
throwing,u,no-cat
across,u,no-cat
suspended,u,no-cat
lived,u,no-cat
lower,u,no-cat
freeze,u,no-cat
garden,u,no-cat
months,u,no-cat
described,u,no-cat
protect,u,no-cat
tasting,u,no-cat
2004,u,no-cat
de,u,no-cat
bunch,u,no-cat
dust,u,no-cat
candy,i,no-cat
entire,u,no-cat
acre,u,no-cat
painting,u,no-cat
handled,u,no-cat
colored,u,no-cat
harbor,u,no-cat
cereal,u,no-cat
lack,u,no-cat
estimated,u,no-cat
napa,u,no-cat
teeth,u,no-cat
analysis,u,no-cat
non,u,no-cat
painted,u,no-cat
lemonade,i,no-cat
stem,u,no-cat
spokeswoman,u,no-cat
colors,u,no-cat
