,context,n_concepts,mean_tfidf,mean_diff,evidence
0,window,7,0.03,0.02,-
1,worth,7,0.0,0.0,-
2,mark,7,0.0,0.0,-
3,reaches,7,0.0,0.0,-
4,tipped,7,0.0,0.0,-
5,grace,7,0.0,0.0,-
6,ones,7,0.0,0.0,-
7,birthday,7,0.01,0.0,-
8,pen,7,0.0,0.0,-
9,adult,7,0.0,0.0,-
10,holder,7,0.01,0.01,-
11,grandfather,7,0.0,0.0,-
12,paul,7,0.0,0.0,-
13,variety,7,0.0,0.0,-
14,description,7,0.0,0.0,-
15,matched,7,0.0,0.0,-
16,cell,7,0.0,0.0,-
17,meaning,7,0.0,0.0,-
18,tips,7,0.0,0.0,-
19,sunset,7,0.0,0.0,-
20,cold,5,0.02,0.02,-
