,food,plant,no-cat,vehicle,all,mammal,relation,vegetable,red,bird,object,fruit,measure,animal,weapon,mean
onion,0.005926631572496434,0.006106023016973549,0.0,0.0,0.005484499182084717,0.0,0.0,0.006611420603335868,0.0,0.0,0.005444725331534766,0.0,0.0,0.0,0.0,0.001971553313761689
sauce,0.04303861442754234,0.0,0.0,0.0,0.03923308229742854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054847797816647255
raspberry,0.021197256487538233,0.021968523575762962,0.019384764699912183,0.0,0.020021581331247332,0.0,0.0,0.0,0.0,0.0,0.019950708789689128,0.022381233640641093,0.0,0.0,0.0,0.00832693790165273
cake,0.005030806449161595,0.0,0.0,0.0,0.004908578052305492,0.0,0.0,0.0,0.0,0.0,0.004793676473566516,0.0,0.0,0.0,0.0,0.0009822040650022401
tongue,0.0017992711961787881,0.0,0.0029984947254034443,0.0,0.0020837226490180018,0.0,0.0,0.0,0.0,0.0,0.0020634943061218344,0.0,0.0,0.0,0.0,0.0005963321917814711
apricot,0.011201638212404589,0.011540069736485713,0.0,0.0,0.010527790623341918,0.0,0.0,0.0,0.0,0.0,0.010389129472729455,0.011935114322365919,0.0,0.0,0.0,0.0037062494911551725
candy,0.004700518024376504,0.0,0.0,0.0,0.004876537374579547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006384703599304034
vinegar,0.24343726349334335,0.0,0.0,0.0,0.21989310093685588,0.0,0.2667975552249359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04867519464367567
egg,0.001360124671899021,0.0,0.0,0.0,0.001417607564945033,0.0,0.0,0.0,0.0,0.0,0.0013699928970291272,0.0,0.0,0.0,0.0,0.00027651500892487876
cream,0.003472669039479362,0.0,0.0,0.0,0.0036468780778321657,0.0,0.0,0.0,0.0,0.0,0.0035997899854314213,0.0,0.0,0.0,0.0,0.0007146224735161966
guava,0.013855341522798312,0.012320813547638265,0.0,0.0,0.01272987139782852,0.0,0.0,0.0,0.0,0.0,0.012431316786135314,0.013726795988478492,0.0,0.0,0.0,0.004337609282858593
spinach,0.0034226018154330136,0.0033032535328312847,0.0,0.0,0.0033282915147976543,0.0,0.0,0.0037177600854117953,0.0,0.0,0.0032911489438873977,0.0,0.0,0.0,0.0,0.001137537059490743
mamey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lemon,0.012883470969442604,0.011872314810155715,0.0,0.0,0.011541826687559998,0.0,0.0,0.0,0.0,0.0,0.011359546369047856,0.012642922286146356,0.0,0.0,0.0,0.004020005408156836
banana,0.0023544859104409972,0.002417448966392032,0.0,0.0,0.0026933498427014657,0.0,0.0,0.0,0.0,0.0,0.0027060848121257678,0.0026437612781164375,0.0,0.0,0.0,0.0008543420539851135
herring,0.0014266912384101888,0.0,0.0016009976028643139,0.0,0.0016663005719259553,0.0,0.0,0.0,0.0,0.0,0.0016004262895022486,0.0,0.0,0.0018692318874301318,0.0,0.0005442431726755226
broccoli,0.00455758756275224,0.004728581555134848,0.0,0.0,0.004470116913143095,0.0,0.0,0.0060144068558520255,0.0,0.0,0.004485773951845814,0.0,0.0,0.0,0.0,0.0016170977892485349
gherkin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raisin,0.022431419957843025,0.0,0.0,0.0,0.022341897514644573,0.0,0.0,0.0,0.0,0.0,0.02113412830318733,0.02443727920932467,0.0,0.0,0.0,0.00602298166566664
chocolate,0.013293127604917689,0.0,0.0,0.0,0.013277095538262774,0.0,0.015116261683684858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027790989884576883
cilantro,0.0021677475233885615,0.002076062483689387,0.0,0.0,0.0019417359343357717,0.0,0.0,0.0,0.0,0.0,0.0018788460711276407,0.0,0.0,0.0,0.0,0.000537626134169424
slug,0.001142294762107934,0.0,0.0,0.0,0.001376508939950661,0.0,0.0017370999238473996,0.0,0.0,0.0,0.0013761523506883606,0.0,0.00163538710128363,0.0018516460557290847,0.0018387935866756016,0.0007305255146855115
water,0.005850010223827912,0.0,0.0,0.0,0.0069174605954428845,0.0,0.008229374829395522,0.0,0.0,0.0,0.006831582517475482,0.0,0.0,0.0,0.0,0.0018552285444094533
quesadilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garlic,0.015030567705328863,0.014123275834635414,0.0,0.0,0.012961472135133177,0.0,0.0,0.0,0.0,0.0,0.012348234753950893,0.0,0.0,0.0,0.0,0.0036309033619365562
avocado,0.0034362524687451173,0.003285120790667632,0.0,0.0,0.0033290738223198477,0.0,0.0,0.0,0.0,0.0,0.0032669399316100026,0.0035014038962368744,0.0,0.0,0.0,0.0011212527273052983
cinnamon,0.011927275493271505,0.011348146538833714,0.0,0.0,0.01071357626912965,0.0,0.0,0.0,0.0,0.0,0.010256729745642311,0.0,0.0,0.0,0.0,0.0029497152031251455
artichoke,0.004381279369555838,0.003881888622181317,0.0,0.0,0.0046253474571788,0.0,0.0,0.0040094744675548645,0.0,0.0,0.004433813757914773,0.0,0.0,0.0,0.0,0.0014221202449590394
blueberry,0.014485116384830726,0.013880103844432438,0.0,0.0,0.014138837598288104,0.0,0.0,0.0,0.0,0.0,0.014082794654043678,0.016317551766454868,0.0,0.0,0.0,0.004860293616536654
celery,0.001509864428863157,0.0014630202776841563,0.0,0.0,0.0013579779323910674,0.0,0.0,0.001637445894057476,0.0,0.0,0.001323374477228627,0.0,0.0,0.0,0.0,0.00048611220068163225
chicken,0.010872620493064655,0.0,0.0,0.0,0.010586949008899693,0.0,0.0,0.0,0.0,0.011275138849048278,0.01040587678942164,0.0,0.0,0.01225019727606869,0.0,0.003692718827766864
pineapple,0.008013397002793615,0.007541381328579049,0.0,0.0,0.007642831070019603,0.0,0.0,0.0,0.0,0.0,0.007534798392481014,0.008285219618923116,0.0,0.0,0.0,0.0026011751608530933
honey,0.033458833140116016,0.0,0.0,0.0,0.03596835185395962,0.0,0.0,0.0,0.0,0.0,0.03534046149451266,0.0,0.0,0.0,0.0,0.0069845097659058854
coconut,0.0014140047420239657,0.0013785222799861205,0.0,0.0,0.001450268260929848,0.0,0.0,0.0,0.0,0.0,0.0014206935924267368,0.001432985920981603,0.0,0.0,0.0,0.0004730983197565516
yogurt,0.00304942584994853,0.0,0.0,0.0,0.0030225749362333197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040480005241212333
carrot,0.0026500436266059437,0.0025566744170998443,0.0,0.0,0.002800322432680654,0.0,0.0,0.002588927267959895,0.0,0.0,0.0027454638650428174,0.0,0.0,0.0,0.0,0.0008894287739592769
cereal,0.0018310846544983697,0.00175329821993226,0.0,0.0,0.0019910912669069422,0.0,0.0,0.0,0.0,0.0,0.001950011318681804,0.0,0.0,0.0,0.0,0.0005016990306679584
milk,0.004424161679070629,0.0,0.0,0.0,0.004536271593812668,0.0,0.005127236818273791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009391780060771392
truffle,0.017945403810880604,0.0,0.0,0.0,0.018374824163376182,0.0,0.0,0.01674586672716293,0.0,0.0,0.018053982256195148,0.0,0.0,0.0,0.0,0.00474133846384099
coffee,0.00852481450289939,0.008014042976571633,0.0,0.0,0.009263896198821675,0.0,0.010929280981998642,0.0,0.0,0.0,0.009175162523360847,0.008949590233031861,0.0,0.0,0.0,0.00365711916111227
vanilla,0.005175083414158286,0.004934532413213087,0.0,0.0,0.0049799143155058205,0.0,0.0,0.0,0.0,0.0,0.004885188754015761,0.0,0.0,0.0,0.0,0.0013316479264595302
grapefruit,0.0037047053191599753,0.0035095863481690724,0.0,0.0,0.0035687134101113275,0.0,0.0,0.0,0.0,0.0,0.0035327204820065875,0.0038540700695907384,0.0,0.0,0.0,0.0012113197086025132
custard,0.0021971853786691533,0.0,0.0,0.0,0.002162184787574989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002906246777496095
dog,0.0005700185341623131,0.0,0.0007965388312137091,0.0,0.0006907155660799606,0.0011292177249458085,0.0,0.0,0.0,0.0,0.0006942658898093212,0.0,0.0,0.0008720995365886237,0.0,0.0003168570721866491
bulgur,0.015712408249013824,0.0,0.0,0.0,0.015427736991313242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002076009682688471
wheat,0.0019221901831866406,0.0018724344902091977,0.0,0.0,0.0020194659016208173,0.0,0.0,0.0,0.0,0.0,0.002002527922870104,0.0,0.0,0.0,0.0,0.0005211078998591173
potato,0.0027726148028935104,0.002637299011245572,0.0,0.0,0.0028996010595534376,0.0,0.0,0.002832356178326581,0.0,0.0,0.0028606266715957597,0.0,0.0,0.0,0.0,0.0009334998482409908
lime,0.0038916874567384466,0.0036397087148776785,0.0,0.0,0.0035291391805832,0.0,0.00373890221318383,0.0,0.0,0.0,0.0034865155984652174,0.003904246049738671,0.0,0.0,0.0,0.0014793466142391362
fenugreek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vine,0.0,0.06920841555334836,0.0,0.0,0.07539629427949128,0.0,0.0,0.0,0.0,0.0,0.07231455879497078,0.0,0.0,0.0,0.0,0.014461284575187361
flower,0.0,0.0028488971770594933,0.0,0.0,0.0031350826611162065,0.0,0.0,0.0,0.0,0.0,0.0030823765976105396,0.0,0.004067781138518732,0.0,0.0,0.0008756091716203314
carnation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pansy,0.0,0.014130170648011723,0.0,0.0,0.016504656168464752,0.0,0.0,0.0,0.0,0.0,0.016532863191070273,0.0,0.0,0.0,0.0,0.003144512667169783
dogwood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fern,0.0,0.002013874195134784,0.0,0.0,0.002063376386396555,0.0,0.0,0.0,0.0,0.0,0.002026985241689835,0.0,0.0,0.0,0.0,0.00040694905488141157
geranium,0.0,0.012473687504488849,0.0,0.0,0.012641018330361442,0.0,0.0,0.0,0.0,0.0,0.012492307250014172,0.0,0.0,0.0,0.0,0.002507134205657631
weed,0.0,0.0024352437904214966,0.0,0.0,0.002977344937820525,0.0,0.0,0.0,0.0,0.0,0.00295088286004184,0.0,0.0,0.0,0.0,0.0005575647725522575
peanut,0.0,0.0005308150687367674,0.0,0.0,0.0005350565851778375,0.0,0.0,0.0,0.0,0.0,0.000518439089770762,0.000591649040348788,0.0,0.0,0.0,0.000145063985602277
chive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hazelnut,0.0,0.003976038892284093,0.0,0.0,0.004263053279255268,0.0,0.0,0.0,0.0,0.0,0.004124119746994309,0.004377974256315302,0.0,0.0,0.0,0.0011160790783232648
sycamore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bus,0.0,0.0,0.00033893315116792657,0.00038245156338576454,0.0002570163350669335,0.0,0.0,0.0,0.0,0.0,0.00025066448105899326,0.0,0.0,0.0,0.0,8.193770204530786e-05
chameleon,0.0,0.0,0.00907017856445724,0.0,0.010043146594256947,0.0,0.0,0.0,0.0,0.0,0.006681290533681364,0.0,0.0,0.008515516480905727,0.0,0.002287342144886752
wand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cat,0.0,0.0,0.001073122284068985,0.0011829948208138276,0.0008755127811252906,0.0015256404461681107,0.0,0.0,0.0,0.0,0.0008829781631974699,0.0,0.0,0.0012449844722676,0.0,0.0004523488645094189
balloon,0.0,0.0,0.0,0.004734087549095848,0.0030162935231669496,0.0,0.0,0.0,0.0,0.0,0.002971927020805888,0.0,0.0,0.0,0.0,0.0007148205395379124
car,0.0,0.0,0.0,0.0012603548801337137,0.0008861808984709119,0.0,0.0,0.0,0.0,0.0,0.0008649979640673207,0.0,0.0,0.0,0.0,0.0002007689161781298
jeep,0.0,0.0,0.0,0.0003155394927034101,0.0001873789826506727,0.0,0.0,0.0,0.0,0.0,0.0001935470398598371,0.0,0.0,0.0,0.0,4.643103434759466e-05
ambulance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limousine,0.0,0.0,0.0,0.006081542636851919,0.0037957177944200012,0.0,0.0,0.0,0.0,0.0,0.0038136361133980392,0.0,0.0,0.0,0.0,0.0009127264363113306
glass,0.0,0.0,0.0,0.0,0.12488007604061557,0.0,0.0,0.0,0.0,0.0,0.12284826074630548,0.0,0.15972030606058668,0.0,0.0,0.027163242856500514
fox,0.0,0.0,0.0,0.0,0.0003674872860523175,0.000526440823008896,0.0005517456760003565,0.0,0.0,0.0,0.0003534333001432091,0.0,0.0,0.00044943560684591416,0.0,0.00014990284613671288
clothing,0.0,0.0,0.0,0.0,0.00255002170478853,0.0,0.0,0.0,0.0,0.0,0.002496545966349624,0.0,0.0,0.0,0.0,0.0003364378447425436
fruit,0.0,0.0,0.0,0.0,0.03809365848632891,0.0,0.0,0.0,0.0,0.0,0.037425707225098824,0.03581578401004037,0.0,0.0,0.0,0.0074223433147645405
brick,0.0,0.0,0.0,0.0,0.0021260049950943766,0.0,0.0,0.0,0.0,0.0,0.002097725303693132,0.0,0.0,0.0,0.0,0.00028158201991916723
oven,0.0,0.0,0.0,0.0,0.001451424090578668,0.0,0.0,0.0,0.0,0.0,0.001412272745885461,0.0,0.0,0.0,0.0,0.00019091312243094195
dress,0.0,0.0,0.0,0.0,0.0009469246258485162,0.0,0.0,0.0,0.0,0.0,0.0009329747862206842,0.0,0.0,0.0,0.0,0.00012532662747128003
squirrel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ring,0.0,0.0,0.0,0.0,0.0006133552184583483,0.0,0.0,0.0,0.0,0.0,0.0005975614794052669,0.0,0.0,0.0,0.0,8.072777985757435e-05
anger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flame,0.0,0.0,0.0,0.0,0.0005700329216419401,0.0,0.0,0.0,0.0009645048322007933,0.0,0.0,0.0,0.0,0.0,0.0,0.00010230251692284888
lip,0.0,0.0,0.0,0.0,0.0013876260689225563,0.0,0.0,0.0,0.0,0.0,0.0013409836137084695,0.0,0.0,0.0,0.0,0.00018190731217540172
pot,0.0,0.0,0.0,0.0,0.002443996231775731,0.0,0.0037465139911362806,0.0,0.0,0.0,0.002339407770407142,0.0,0.005451949800045229,0.0,0.0,0.0009321245195576255
football,0.0,0.0,0.0,0.0,0.00044835265002135,0.0,0.0,0.0,0.0,0.0,0.0004416558289313188,0.0,0.0,0.0,0.0,5.933389859684459e-05
ladybird,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rooster,0.0,0.0,0.0,0.0,0.0057472226683826485,0.0,0.0,0.0,0.0,0.008449128666750625,0.0048927929071762456,0.0,0.0,0.006590410624868177,0.0,0.0017119703244785132
leafs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
couch,0.0,0.0,0.0,0.0,0.0024653705813736403,0.0,0.0026659258586831506,0.0,0.0,0.0,0.002421991132001647,0.0,0.0,0.0,0.0,0.0005035525048038958
barn,0.0,0.0,0.0,0.0,0.003636751052644794,0.0,0.0,0.0,0.0,0.0,0.0035775224122121057,0.0,0.004931459662044011,0.0,0.0,0.000809715541793394
paint,0.0,0.0,0.0,0.0,0.0011278077939567625,0.0,0.001399206247565382,0.0,0.0,0.0,0.001112805253814353,0.0,0.0,0.0,0.0,0.0002426546196890998
lipstick,0.0,0.0,0.0,0.0,0.0037680212724054687,0.0,0.0,0.0,0.0,0.0,0.003746201578470791,0.0,0.0,0.0,0.0,0.0005009481900584173
ant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ink,0.0,0.0,0.0,0.0,0.0002895864711645184,0.0,0.00039190745876206625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.543292866177231e-05
hair,0.0,0.0,0.0,0.0,0.0002959106994205711,0.0,0.0,0.0,0.0,0.0,0.0002914578941874341,0.0,0.0004005015876626058,0.0,0.0,6.58580120847074e-05
clarinet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
robin,0.0,0.0,0.0,0.0,0.00026880942453347734,0.0,0.0,0.0,0.0,0.0005489757326955939,0.00027279551383388684,0.0,0.0,0.0003836299078222068,0.0,9.8280705259011e-05
ruby,0.0,0.0,0.0,0.0,0.0030113775400986815,0.0,0.0045033068698141785,0.0,0.0,0.0,0.0029739878036957475,0.0,0.0,0.0,0.0,0.0006992448142405739
miner,0.0,0.0,0.0,0.0,0.00023825722157251621,0.0,0.0,0.0,0.0,0.0,0.00023544298432913758,0.0,0.0,0.0,0.0,3.1580013726776916e-05
recorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pit,0.0,0.0,0.0,0.0,0.0008324113711506067,0.0,0.0,0.0,0.0,0.0,0.0008292919710106795,0.0,0.0,0.0,0.0,0.00011078022281075243
blackboard,0.0,0.0,0.0,0.0,0.002788480469737199,0.0,0.0,0.0,0.0,0.0,0.0028434920022645653,0.0,0.0,0.0,0.0,0.0003754648314667843
crypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cockroach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shiitake,0.0,0.0,0.0,0.0,0.0026888602851394233,0.0,0.0,0.0,0.0,0.0,0.002595066309720091,0.0,0.0,0.0,0.0,0.0003522617729906343
night,0.0,0.0,0.0,0.0,0.0023877669067806306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002649187153739297,0.0,0.0,0.00033579693736799515
fear,0.0,0.0,0.0,0.0,0.0009264183298955791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.176122199303861e-05
eye,0.0,0.0,0.0,0.0,0.001290699854799357,0.0,0.0,0.0,0.0,0.0,0.0012820267431999186,0.0,0.0,0.0,0.0,0.00017151510653328503
frog,0.0,0.0,0.0,0.0,0.002118518710056629,0.0,0.0,0.0,0.0,0.0,0.002152015358348063,0.0,0.0,0.0029039316375941617,0.0,0.000478297713733257
tiger,0.0,0.0,0.0,0.0,0.00030009138388826964,0.0005356319625241328,0.0,0.0,0.0,0.0,0.0003090701252664446,0.0,0.0,0.00034608709187203246,0.0,9.939203757005864e-05
lark,0.0,0.0,0.0,0.0,0.007256218084852249,0.0,0.0,0.0,0.0,0.006141812848254706,0.0072898888424110025,0.0,0.0,0.006073228070697293,0.0,0.0017840765230810165
crow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
magpie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gorilla,0.0,0.0,0.0,0.0,0.0011814267906779892,0.0015969763009736318,0.0,0.0,0.0,0.0,0.0011182881460766931,0.0,0.0,0.0012872497373361807,0.0,0.0003455960650042996
cheetah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jade,0.0,0.0,0.0,0.0,0.0016947874926583695,0.0028757022650058206,0.0,0.0,0.0,0.0,0.0017025877153889082,0.0,0.0,0.002120251861657962,0.0,0.0005595552889807373
