,food,plant,no-cat,vehicle,all,mammal,relation,vegetable,red,bird,object,fruit,measure,animal,weapon,mean
ruby,0.0,0.0,0.0,0.0,0.010235189472706597,0.0,0.013509920609442535,0.0,0.0,0.0,0.010310081260746881,0.0,0.0,0.0,0.0,0.002270346089526401
miner,0.0,0.0,0.0,0.0,0.00026993269952189713,0.0,0.0,0.0,0.0,0.0,0.00027207422725917147,0.0,0.0,0.0,0.0,3.613379511873791e-05
recorder,0.0,0.0,0.0,0.0,0.0014384631179481411,0.0,0.0,0.0,0.0,0.0,0.0014337901008932554,0.0,0.0,0.0,0.0,0.00019148354792275976
pit,0.0,0.0,0.0,0.0,0.00020810284278765167,0.0,0.0,0.0,0.0,0.0,0.00020454274233289616,0.0,0.0,0.0,0.0,2.750970567470319e-05
blackboard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cockroach,0.0,0.0,0.0,0.0,0.017017593733476798,0.0,0.0,0.0,0.0,0.0,0.01689710385051368,0.0,0.0,0.016519082260880773,0.0,0.003362251989658083
shiitake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
night,0.0,0.0,0.0,0.0,0.002062162328583272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022879343600475744,0.0,0.0,0.0002900064459087231
fear,0.0,0.0,0.0,0.0,0.0018528366597911582,0.0,0.0,0.0,0.0029046005120052358,0.0,0.0,0.0,0.0,0.0,0.0,0.00031716247811975956
eye,0.0,0.0,0.0,0.0,0.020794608771767416,0.0,0.0,0.0,0.0,0.0,0.02037788853887675,0.0,0.0,0.0,0.0,0.0027448331540429445
frog,0.0,0.0,0.0,0.0,0.0007061729033522098,0.0,0.0,0.0,0.0,0.0,0.0007077187742897762,0.0,0.0,0.0010660127690074296,0.0,0.00016532696310996104
tiger,0.0,0.0,0.0,0.0,0.00015004569194413482,0.0002678159812620664,0.0,0.0,0.0,0.0,0.00015246271085471826,0.0,0.0,0.00019056918610688427,0.0,5.072623801118691e-05
lark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crow,0.0,0.0,0.0,0.0,0.0008304122317138171,0.0,0.0,0.0,0.0,0.0018748038340032497,0.0008265505761499718,0.0,0.0,0.001246452301958731,0.0,0.0003185479295883846
magpie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gorilla,0.0,0.0,0.0,0.0,0.0011814267906779892,0.0015969763009736318,0.0,0.0,0.0,0.0,0.0011032916372655996,0.0,0.0,0.0014176208273677033,0.0,0.00035328770375232826
cheetah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jade,0.0,0.0,0.0,0.0,0.0050843624779751085,0.00862710679501746,0.0,0.0,0.0,0.0,0.005039266833033834,0.0,0.0,0.007004965185477048,0.0,0.0017170467527668968
