,animal,fruit,vegetable,plant,reptile,mammal,measure,relation,fish,object,bird,communication,black,food,all,mean
mussel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cockroach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beetle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
civet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monkey,0.0038135782189875483,0.0,0.0,0.0,0.0,0.003697664444477953,0.0,0.0,0.0,0.0036221993348352064,0.0,0.0,0.0,0.0,0.003465969880351083,0.0009732941252434526
bat,0.00381667638394645,0.0,0.0,0.0,0.0,0.003603992678712986,0.0,0.0,0.0,0.003538202898154336,0.0,0.0,0.0,0.0,0.0034213877364571827,0.0009586839798180637
skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
millipede,0.009189265273475519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00784165938587468,0.0,0.0,0.0,0.0,0.007899766008066106,0.0016620460444944202
pelican,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crocodile,0.001307652859919781,0.0,0.0,0.0,0.001770570104542653,0.0,0.0,0.0,0.0,0.001168430545241991,0.0,0.0,0.0,0.0,0.0011371845540564713,0.00035892253758405975
snake,0.0048757865537276315,0.0,0.0,0.0,0.005827059011268833,0.0,0.0,0.0,0.0,0.004391447620080545,0.0,0.0,0.0,0.0,0.004242011150374396,0.0012890869556967605
bear,0.0018369486234206221,0.0,0.0,0.0,0.0,0.0018818205272818247,0.0,0.0,0.0,0.001734292481788203,0.0,0.0,0.0,0.0,0.0016922675638495171,0.00047635527975601114
hornet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pig,0.0007910838753506321,0.0,0.0,0.0,0.0,0.0007301692681267941,0.0,0.0,0.0,0.0007900418349272378,0.0,0.0,0.0,0.0,0.0007554370735235352,0.00020444880346187993
housefly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cat,0.003398363845477844,0.0,0.0,0.0,0.0,0.0031897417972633333,0.0,0.0,0.0,0.003313216149316942,0.0,0.0,0.0,0.0,0.0032065867458815358,0.0008738605691959771
pipefish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weasel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insect,0.0054683334432210975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005546979301878485,0.0,0.0,0.0,0.0,0.005240866085740073,0.0010837452553893105
penguin,0.0032005753290361805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002858052595568858,0.003035580214775665,0.0,0.0,0.0,0.0027631738432986625,0.0007904921321786244
human,0.0010572429310722056,0.0,0.0,0.0,0.0,0.001028631668206306,0.0,0.0,0.0,0.0010487060068032578,0.0,0.0,0.0,0.0,0.0010206057470904494,0.0002770124235448146
lizard,0.0008716496219833462,0.0,0.0,0.0,0.0010070646760692692,0.0,0.0,0.0,0.0,0.0007123140510315966,0.0,0.0,0.0,0.0,0.0007030871204237581,0.00021960769796719798
bird,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cow,0.0016800066336629886,0.0,0.0,0.0,0.0,0.0015337453523318002,0.0,0.0,0.0,0.0017807944565955065,0.0,0.0,0.0,0.0,0.0017407825842930772,0.0004490219351255582
sheep,0.0008666030061500148,0.0,0.0,0.0,0.0,0.000851190555023587,0.0,0.0,0.0,0.0008719921524883409,0.0,0.0,0.0,0.0,0.0008542696611935975,0.00022960369165703602
rat,0.0006323463162520922,0.0,0.0,0.0,0.0,0.0006266735461619398,0.0,0.0,0.0,0.0005719656165237555,0.0,0.0,0.0,0.0,0.0005521949412278459,0.0001588786946777089
zebra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crow,0.0010925140725176427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010548302269653836,0.0011767837936773008,0.0,0.0,0.0,0.0009989090393036529,0.00028820247549759864
owl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
magpie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calf,0.008703170929000387,0.0,0.0,0.0,0.0,0.0,0.0,0.007155785836157691,0.0,0.008744862089718662,0.0,0.0,0.0,0.0,0.008398273870115032,0.0022001395149994513
opossum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gorilla,0.007192279691434833,0.0,0.0,0.0,0.0,0.0067588696380917615,0.0,0.0,0.0,0.006223298774692561,0.0,0.0,0.0,0.0,0.005929041017589849,0.0017402326081206003
raccoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
potoroo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leopard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rabbit,0.0008359177156804832,0.0,0.0,0.0,0.0,0.0007921483315357296,0.0,0.0006236942894739834,0.0,0.0007819814029597909,0.0,0.0,0.0,0.0007629243011376189,0.0007481895358924457,0.0003029903717786701
dog,0.0029653770884110666,0.0,0.0,0.0,0.0,0.002692858837630905,0.0,0.0,0.0,0.002832173949415302,0.0,0.0,0.0,0.002894153658232393,0.0027417212959072656,0.0009417523219731288
woodpecker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
currawong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rhino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
starling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fox,0.003751835907096197,0.0,0.0,0.0,0.0,0.00383728380236783,0.0,0.0034932520027419227,0.0,0.0035383865812869063,0.0,0.0,0.0,0.0,0.0035663856722938257,0.0012124762643857788
giraffe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toucanet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alligator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ladybird,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frog,0.0002534492678135734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019788680405233145,0.0,0.0,0.0,0.0,0.00019970707697882276,4.340287658964851e-05
lobster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viscacha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peacock,0.0009067813744054326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007571465079001437,0.0013147495805531544,0.0,0.0,0.0,0.0007684620920218407,0.00024980930365870477
frogmouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parrot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lion,0.0005318323025140943,0.0,0.0,0.0,0.0,0.0005505422493970608,0.0,0.0,0.0,0.0004703521549326462,0.0,0.0,0.0,0.0,0.00047837012250556455,0.00013540645528995772
dolphin,0.0018844226406879692,0.0,0.0,0.0,0.0,0.0018707580262670516,0.0,0.0,0.0023111671316062192,0.001534555328258274,0.0,0.0,0.0,0.0,0.001540124495884601,0.0006094018415136077
pea,0.0,0.00087216897352931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006870840814166303,0.0,0.0,0.0,0.0007726486363034171,0.0006448084883717455,0.0001984473453080735
raisin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
