,context,n_concepts,mean_tfidf,mean_diff,evidence
0,green,12,0.04,0.03,u
1,cooked,11,0.03,0.02,u
2,mushroom,10,0.02,0.01,i
3,papaya,10,0.01,0.01,i
4,inches,10,0.01,0,u
5,soups,10,0.01,0.01,u
6,picking,10,0.01,0.01,u
7,spoon,10,0.01,0.01,u
8,fields,10,0.01,0.01,u
9,garden,10,0.03,0.03,u
10,menu,10,0.01,0.01,u
11,arrange,10,0.01,0.01,u
12,thick,10,0.01,0.01,u
13,transfer,10,0,0,u
14,delicious,10,0.01,0.01,u
15,okra,10,0.03,0.03,i
16,foliage,10,0.01,0.01,u
17,repeat,10,0,0,u
18,smoked,10,0.01,0.01,u
19,lunch,10,0.01,0.01,u
20,juicy,3,0.01,0,p
