,context,n_concepts,mean_tfidf,mean_diff,evidence
0,watermelon,49,0.04,0.04,-
1,north,46,0.01,0.01,-
2,orange,45,0.03,0.03,-
3,include,45,0.01,0.01,-
4,native,44,0.01,0.01,-
5,red,43,0.02,0.02,-
6,locally,43,0.01,0.0,-
7,park,42,0.01,0.01,-
8,juice,42,0.11,0.1,-
9,today,42,0.01,0.0,-
10,cherry,41,0.04,0.04,-
11,citrus,41,0.03,0.03,-
12,papaya,41,0.05,0.05,-
13,melon,41,0.05,0.05,-
14,grow,41,0.01,0.01,-
15,grape,41,0.04,0.04,-
16,pear,41,0.03,0.03,-
17,berry,41,0.03,0.03,-
18,island,41,0.01,0.01,-
19,fruit,40,0.07,0.05,-
20,juicy,5,0.02,0.02,-
