context,p,r,f1,n_pos,total_pos,n_neg,total_neg
fernandez,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
bryant,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
1929,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
unicorn,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
sentences,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
sausage,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
jo,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
gourmet,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
abusers,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
spencer,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
junk,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
smugglers,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
travis,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
angela,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
nepalese,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
derek,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
questionable,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
daisy,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
bothered,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
juice,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
translates,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
jailed,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
remark,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
jia,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
comedies,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
dwarf,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
lou,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
departments,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
divorced,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
locals,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
harness,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
dirt,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
marvel,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
massage,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
detainee,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
detained,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
portraits,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
ranger,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
traits,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
supportive,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
disappearance,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
disclosed,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
debuted,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
emblem,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
teddy,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
humor,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
torres,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
neal,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
memoir,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
poison,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
lively,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
metro,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
lamps,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
ancestors,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
noah,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
piles,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
joel,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
northeastern,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
jon,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
premiered,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
filming,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
davidson,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
waved,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
lloyd,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
symbolize,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
albert,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
counterpart,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
questioning,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
bride,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
beverly,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
bleeding,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,1,10
co,0.9,0.75,0.7815126050420167,2,2,3,10
back,0.9,0.75,0.7815126050420167,2,2,3,10
called,0.9,0.75,0.7815126050420167,2,2,3,10
2000,0.9,0.75,0.7815126050420167,2,2,3,10
road,0.9,0.75,0.7815126050420167,2,2,3,10
institute,0.9,0.75,0.7815126050420167,2,2,3,10
1992,0.9,0.75,0.7815126050420167,2,2,3,10
god,0.9,0.75,0.7815126050420167,2,2,3,10
act,0.9,0.75,0.7815126050420167,2,2,3,10
bowl,0.9,0.75,0.7815126050420167,2,2,3,10
reserve,0.9,0.75,0.7815126050420167,2,2,3,10
remember,0.9,0.75,0.7815126050420167,2,2,3,10
dedicated,0.9,0.75,0.7815126050420167,2,2,3,10
offering,0.9,0.75,0.7815126050420167,2,2,3,10
strange,0.9,0.75,0.7815126050420167,2,2,3,10
grown,0.9,0.75,0.7815126050420167,2,2,3,10
allowed,0.9,0.75,0.7815126050420167,2,2,3,10
conducted,0.9,0.75,0.7815126050420167,2,2,3,10
recorded,0.9,0.75,0.7815126050420167,2,2,3,10
front,0.9,0.75,0.7815126050420167,2,2,3,10
replaced,0.9,0.75,0.7815126050420167,2,2,3,10
41,0.9,0.75,0.7815126050420167,2,2,3,10
accepted,0.9,0.75,0.7815126050420167,2,2,3,10
hollywood,0.9,0.75,0.7815126050420167,2,2,3,10
introduction,0.9,0.75,0.7815126050420167,2,2,3,10
possibility,0.9,0.75,0.7815126050420167,2,2,3,10
questions,0.9,0.75,0.7815126050420167,2,2,3,10
stepped,0.9,0.75,0.7815126050420167,2,2,3,10
hear,0.9,0.75,0.7815126050420167,2,2,3,10
grows,0.9,0.75,0.7815126050420167,2,2,3,10
keeps,0.9,0.75,0.7815126050420167,2,2,3,10
unusual,0.9,0.75,0.7815126050420167,2,2,3,10
extra,0.9,0.75,0.7815126050420167,2,2,3,10
69,0.9,0.75,0.7815126050420167,2,2,3,10
complaints,0.9,0.75,0.7815126050420167,2,2,3,10
acclaimed,0.9,0.75,0.7815126050420167,2,2,3,10
bearing,0.9,0.75,0.7815126050420167,2,2,3,10
primary,0.9,0.75,0.7815126050420167,2,2,3,10
pass,0.9,0.75,0.7815126050420167,2,2,3,10
traded,0.9,0.75,0.7815126050420167,2,2,3,10
marcus,0.9,0.75,0.7815126050420167,2,2,3,10
credits,0.9,0.75,0.7815126050420167,2,2,3,10
techniques,0.9,0.75,0.7815126050420167,2,2,3,10
restrictions,0.9,0.75,0.7815126050420167,2,2,3,10
lobby,0.9,0.75,0.7815126050420167,2,2,3,10
assistant,0.9,0.75,0.7815126050420167,2,2,3,10
robin,0.9,0.75,0.7815126050420167,2,2,3,10
guitar,0.9,0.75,0.7815126050420167,2,2,3,10
remake,0.9,0.75,0.7815126050420167,2,2,3,10
rushed,0.9,0.75,0.7815126050420167,2,2,3,10
wound,0.9,0.75,0.7815126050420167,2,2,3,10
oliver,0.9,0.75,0.7815126050420167,2,2,3,10
studying,0.9,0.75,0.7815126050420167,2,2,3,10
bold,0.9,0.75,0.7815126050420167,2,2,3,10
camera,0.9,0.75,0.7815126050420167,2,2,3,10
stopping,0.9,0.75,0.7815126050420167,2,2,3,10
portrayed,0.9,0.75,0.7815126050420167,2,2,3,10
kings,0.9,0.75,0.7815126050420167,2,2,3,10
comparable,0.9,0.75,0.7815126050420167,2,2,3,10
bars,0.9,0.75,0.7815126050420167,2,2,3,10
moments,0.9,0.75,0.7815126050420167,2,2,3,10
mature,0.9,0.75,0.7815126050420167,2,2,3,10
patrick,0.9,0.75,0.7815126050420167,2,2,3,10
handled,0.9,0.75,0.7815126050420167,2,2,3,10
noble,0.9,0.75,0.7815126050420167,2,2,3,10
elements,0.9,0.75,0.7815126050420167,2,2,3,10
choosing,0.9,0.75,0.7815126050420167,2,2,3,10
foster,0.9,0.75,0.7815126050420167,2,2,3,10
staying,0.9,0.75,0.7815126050420167,2,2,3,10
immigrant,0.9,0.75,0.7815126050420167,2,2,3,10
blog,0.9,0.75,0.7815126050420167,2,2,3,10
guns,0.9,0.75,0.7815126050420167,2,2,3,10
handles,0.9,0.75,0.7815126050420167,2,2,3,10
businessman,0.9,0.75,0.7815126050420167,2,2,3,10
persuaded,0.9,0.75,0.7815126050420167,2,2,3,10
has,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
food,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
with,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
said,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
from,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
disney,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
which,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
have,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
host,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
not,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
into,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
but,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
his,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
their,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
than,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
across,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
part,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
sports,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
free,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
walt,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
our,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
indonesia,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
producers,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
50,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
going,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
including,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
report,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
many,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
game,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
meet,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
business,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
should,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
attacks,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
what,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
re,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
competition,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
half,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
miss,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
races,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
based,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
monday,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
thursday,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
poor,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
political,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
while,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
competitions,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
president,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
track,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
crowned,0.7962962962962963,0.75,0.7684210526315791,1,2,2,10
