,context,n_concepts,mean_tfidf,mean_diff,evidence
0,wooden,33,0.06,0.05,-
1,oak,31,0.02,0.02,-
2,pine,30,0.03,0.03,-
3,grand,29,0.0,0.0,-
4,entirely,29,0.0,0.0,-
5,handsome,28,0.01,0.0,-
6,perched,28,0.01,0.01,-
7,natural,27,0.01,0.0,-
8,resembles,27,0.0,0.0,-
9,roughly,27,0.0,0.0,-
10,each,27,0.01,0.01,-
11,furniture,26,0.02,0.02,-
12,adjacent,26,0.01,0.01,-
13,dry,26,0.01,0.01,-
14,estimated,26,0.01,0.0,-
15,cast,26,0.0,0.0,-
16,along,26,0.02,0.01,-
17,deck,26,0.02,0.01,-
18,donated,26,0.0,0.0,-
19,sits,26,0.01,0.01,-
20,wooden,33,0.06,0.05,-
21,wood,23,0.06,0.05,-
