,rel,strength,label
421,23.45,0.0,color
422,23.45,0.0,color
423,22.85,0.0,function-action
424,22.85,0.0,function-action
425,23.45,0.005027466781115233,color
426,23.25,0.00011015596624838948,encyclopedic
427,23.45,0.0003927651675053107,color
428,22.85,8.346489614266481e-05,function-action
429,23.0,0.0010939340229636548,temperature
430,23.45,0.0014610200579349118,color
431,22.85,0.001898368200259659,function-action
432,22.85,0.0,function-action
433,23.25,0.0,encyclopedic
434,22.85,0.0006142604507184647,function-action
435,23.45,0.003728042738244686,color
436,22.85,0.0,function-action
437,23.0,0.004547719526261652,temperature
438,23.45,0.00039896542732759663,color
439,25.3,0.0008438172000760897,taxonomic
440,25.25,0.0003639817091484174,encyclopedic
441,24.85,0.0,function-action
442,25.45,0.002935536621144846,color
443,24.85,0.0,function-action
444,25.4,0.0,shape
445,25.35,0.00032898000598531086,part
446,24.95,0.0,taste
447,24.95,0.0010475355225879823,taste
448,25.3,0.0010749304579486967,taxonomic
449,25.35,0.0013992814442923926,part
450,25.3,0.0,taxonomic
451,25.35,7.659720844583229e-05,part
452,25.45,0.0005051597224982828,color
453,24.85,0.00022192074654566477,function-action
454,25.35,0.0007564598375995127,part
455,24.85,0.0,function-action
456,24.95,0.0,taste
457,25.25,0.0001417235865490099,encyclopedic
458,24.85,0.0,function-action
459,25.45,0.0005900769313933431,color
460,25.45,0.000980618646716352,color
461,25.35,9.344552695592865e-05,part
462,25.0,0.0011831164795443117,temperature
463,25.45,0.0014373319191397268,color
464,24.85,9.510772600524824e-06,function-action
465,25.45,6.719893212761659e-05,color
466,25.3,0.0,taxonomic
467,25.45,0.0027267169423730547,color
468,24.95,0.00025360043088663197,taste
469,25.35,0.00018353081493304444,part
470,25.45,0.00010226208586596391,color
471,24.85,0.0,function-action
472,25.45,0.0008870356841050979,color
473,25.3,0.0,taxonomic
474,25.3,0.0001898354939017216,taxonomic
475,24.95,0.0,taste
476,25.3,0.0,taxonomic
477,25.3,0.0,taxonomic
478,25.3,0.0,taxonomic
479,24.85,0.0,function-action
480,24.85,0.0,function-action
481,24.85,0.00030377545241565675,function-action
482,25.35,0.0002462397969356581,part
483,24.95,0.004322628561621559,taste
484,24.85,0.0,function-action
485,25.45,0.0015987632674449447,color
486,25.3,0.0,taxonomic
487,24.85,0.0,function-action
488,24.95,0.005133360467432215,taste
489,25.4,0.0038199828475266365,shape
490,25.3,0.0,taxonomic
491,25.35,2.7441600611802755e-05,part
492,25.3,0.0,taxonomic
493,25.4,0.0,shape
494,24.85,0.0,function-action
495,25.3,0.0018511357787289046,taxonomic
496,25.35,0.004445119561024067,part
497,24.85,0.0,function-action
498,25.45,0.0034530826218327334,color
499,25.45,0.0,color
500,25.45,0.00022588727949489194,color
501,25.45,0.0003475701444445787,color
502,24.85,5.576970314021179e-05,function-action
503,24.85,0.0,function-action
504,25.35,0.0016609624943583865,part
505,24.8,0.00047831297049226695,material
506,24.85,0.0,function-action
507,24.85,0.0,function-action
508,25.45,0.000797436113770558,color
509,25.0,0.0038456498156876537,temperature
510,24.85,0.0006720877583553107,function-action
511,24.85,0.00021027439926095642,function-action
512,25.45,0.0010611819465881185,color
513,24.8,0.0,material
514,24.85,0.0,function-action
515,25.35,0.0,part
516,25.3,0.0,taxonomic
517,24.95,0.0,taste
518,24.95,0.0,taste
519,25.45,0.0015839625460726957,color
520,24.85,0.0,function-action
521,25.3,0.0,taxonomic
522,25.35,0.00045091835450690974,part
523,25.35,0.0,part
524,25.45,0.0030002646285866496,color
525,25.45,0.005171531142930715,color
526,25.3,0.0,taxonomic
527,25.3,0.0,taxonomic
528,25.4,0.0,shape
529,25.45,0.0014544234828000706,color
530,24.8,0.0,material
531,25.45,0.00014840054859427702,color
532,25.35,0.0005163618135700642,part
533,24.85,0.00036937869955226834,function-action
534,24.85,8.257249408583698e-05,function-action
535,25.35,0.0,part
536,25.45,0.001975875997323982,color
537,25.45,0.0007035251200934785,color
538,24.85,0.0,function-action
539,25.3,0.0,taxonomic
540,25.45,0.0,color
541,24.85,0.00024380420393578335,function-action
542,24.85,0.0,function-action
543,25.35,0.0,part
544,24.85,0.0,function-action
545,24.85,0.0001777178365937484,function-action
546,25.3,0.0,taxonomic
547,24.95,4.88354161135662e-05,taste
548,24.85,0.0,function-action
549,24.85,2.436992467532255e-05,function-action
550,24.85,0.0,function-action
551,24.85,0.0008469157252274683,function-action
552,24.95,0.002677666653391845,taste
553,25.45,0.0,color
554,25.4,0.0,shape
555,24.8,0.0020436695133793236,material
556,25.45,0.0003170452397469124,color
557,25.35,0.0008273246415524246,part
558,24.85,0.0005735501948301449,function-action
559,24.85,0.0,function-action
560,25.45,0.00014606446717620286,color
561,25.35,0.0,part
562,24.85,0.0,function-action
563,24.85,0.0,function-action
564,24.8,0.0,material
565,25.3,0.0,taxonomic
566,25.35,0.0,part
567,25.35,0.0004875842731966396,part
568,25.35,0.0,part
569,24.95,0.0008931428595171162,taste
570,24.95,0.0006302767347384419,taste
571,25.45,0.0,color
572,25.45,0.0006963731415910219,color
573,25.35,0.0004935296645245838,part
574,24.85,0.0017694278549844236,function-action
575,24.85,0.0,function-action
576,25.45,0.002004719821075306,color
577,25.35,0.002654525399737203,part
578,25.3,0.0,taxonomic
579,24.95,9.967937904854919e-05,taste
580,24.85,0.00037029412375887735,function-action
581,24.85,0.0,function-action
582,24.95,0.006225070117967032,taste
583,25.3,0.0,taxonomic
584,25.45,0.0,color
585,25.3,0.0,taxonomic
586,25.4,0.0,shape
587,25.35,0.0,part
588,25.3,0.0005348925980153189,taxonomic
589,24.85,0.0,function-action
590,25.3,0.0015887253136853395,taxonomic
591,24.95,0.0,taste
592,24.85,0.0,function-action
593,25.3,0.0019933953368666854,taxonomic
594,24.85,0.0,function-action
595,25.3,0.0,taxonomic
596,25.45,5.555037682585106e-05,color
597,25.35,0.000269528186274375,part
598,25.3,0.0004156424395554095,taxonomic
599,24.85,0.00040523079993078553,function-action
600,25.3,0.0,taxonomic
601,25.45,0.0005380096976144479,color
602,24.85,0.0012083577217269967,function-action
603,24.85,0.0,function-action
604,24.85,0.0002016702194659917,function-action
605,25.35,0.0,part
606,24.85,0.0001228008041123968,function-action
607,24.95,0.00670830554477002,taste
608,25.0,0.0005761260234355234,temperature
609,25.35,2.8345367041925997e-05,part
610,25.45,0.00010428763770129245,color
611,24.85,0.0,function-action
612,25.3,0.0,taxonomic
613,24.85,0.00010392362378264743,function-action
614,25.45,0.00038325033976555913,color
615,24.85,0.0,function-action
616,24.85,3.183124524125039e-05,function-action
617,25.3,0.00012773194555698765,taxonomic
618,24.95,0.0020685111133263924,taste
619,24.85,0.0,function-action
620,24.95,0.0010762657023988792,taste
621,25.45,0.003385047701949103,color
622,25.3,0.0,taxonomic
623,25.3,0.0,taxonomic
624,25.45,0.0021775489442383755,color
625,24.95,0.0016874521835711072,taste
626,25.45,0.001914351742722744,color
627,24.85,0.0,function-action
628,25.35,0.0,part
629,24.85,0.0008802568970294833,function-action
630,25.45,0.0,color
631,24.95,0.000697869863494704,taste
632,25.45,0.0,color
633,25.35,6.104082278587703e-05,part
634,24.85,0.0005050052568324782,function-action
635,24.85,0.0,function-action
636,25.45,0.001424461228012818,color
637,25.3,0.0,taxonomic
638,24.95,0.01162705892732043,taste
639,25.35,0.0,part
640,24.8,0.0,material
641,25.0,0.001232984961335245,temperature
642,25.35,0.00030875601620367944,part
643,24.85,0.0004120820354007118,function-action
644,25.35,0.00016737408695691912,part
645,25.45,0.0,color
646,25.3,0.0,taxonomic
647,25.35,0.0,part
648,25.3,0.0,taxonomic
649,25.3,0.0009987802771054515,taxonomic
650,24.85,0.0,function-action
651,25.45,0.01008247588415245,color
652,24.85,0.0,function-action
653,24.85,0.0,function-action
654,24.95,0.0,taste
655,25.4,0.0,shape
656,24.8,0.0,material
657,25.3,0.00032748728442646096,taxonomic
658,24.85,0.0,function-action
659,24.85,0.0,function-action
660,24.85,0.0,function-action
661,25.3,0.0,taxonomic
662,25.45,0.0,color
663,25.35,0.0001184174102422894,part
664,25.45,0.0004697940987719113,color
665,24.85,0.0,function-action
666,24.85,0.0,function-action
667,24.85,0.0,function-action
668,25.35,0.0,part
669,24.85,0.0,function-action
670,24.95,0.0,taste
671,24.85,0.0003837867996153083,function-action
672,24.85,0.0006236833324731953,function-action
673,25.35,0.00013447412528981226,part
674,25.45,0.001523259153092755,color
675,24.95,0.0,taste
676,25.3,0.0,taxonomic
677,24.85,0.00040572531228256646,function-action
678,25.35,0.0002320709838517393,part
679,25.35,0.0005711170737043251,part
680,24.85,0.0040348988420588604,function-action
681,25.45,0.0005361710462125323,color
682,24.95,0.003517177930609029,taste
683,24.85,0.0007000673757128716,function-action
684,25.45,0.00795661355047044,color
685,24.85,0.0,function-action
686,25.35,0.0001360587405359912,part
687,25.3,0.0,taxonomic
688,24.8,0.000640553104903249,material
689,24.85,0.0024838824799140935,function-action
690,25.45,0.0008851247461032203,color
691,24.85,0.0,function-action
692,25.4,0.0,shape
693,24.95,0.0013748195727398451,taste
694,24.85,0.0,function-action
695,24.85,0.0,function-action
696,24.85,0.0,function-action
697,24.95,0.001138647531392041,taste
698,24.85,0.0,function-action
699,25.0,0.00014966266555464317,temperature
700,25.35,0.00027263012121237184,part
701,25.35,0.0,part
702,25.35,0.0,part
703,24.85,7.84921793978414e-05,function-action
704,24.85,8.241006409528895e-05,function-action
705,25.3,0.0005326623313252334,taxonomic
706,24.85,0.0003490159659951743,function-action
707,25.45,0.000544635623546857,color
708,24.85,0.0,function-action
709,24.85,0.00023826302598796293,function-action
710,24.95,0.0009439531924583921,taste
711,24.85,0.0,function-action
712,25.0,0.0005952495934399235,temperature
713,24.85,0.00045645626512100235,function-action
714,25.3,0.0,taxonomic
715,25.3,0.0,taxonomic
716,24.85,0.0,function-action
717,24.85,0.0,function-action
718,24.95,0.0,taste
719,25.3,0.0006261415686231917,taxonomic
720,25.35,0.0001781521354169257,part
721,25.45,0.0,color
722,24.85,0.0008916831715048963,function-action
723,24.85,0.0,function-action
724,24.85,0.0006228608252465424,function-action
725,25.3,0.0,taxonomic
726,25.3,0.00022385969293308672,taxonomic
727,24.85,0.0002218830137812239,function-action
728,25.3,0.0012739362969465845,taxonomic
729,25.45,0.0019708407990111226,color
730,24.95,0.00011457272530081619,taste
731,24.85,0.0,function-action
732,24.85,0.00011184996001136673,function-action
733,24.85,0.00014368534196660995,function-action
734,25.45,0.00020087462706921296,color
735,25.3,0.0,taxonomic
736,25.3,0.0,taxonomic
737,25.45,0.0017701989642293068,color
738,24.85,7.34872349036529e-05,function-action
739,24.85,0.0,function-action
740,24.85,0.0,function-action
741,24.85,5.496768840246123e-06,function-action
742,25.45,0.00028762755892233044,color
743,25.35,0.0,part
744,25.3,7.632291750890126e-05,taxonomic
745,24.95,0.00011379054733458886,taste
746,25.45,0.0,color
747,25.45,0.003564125976944665,color
748,25.3,0.0,taxonomic
749,25.3,0.0003615866273033767,taxonomic
750,25.45,0.0006017209837313934,color
751,24.85,0.0,function-action
752,27.4,0.0011024439438218363,shape
753,26.95,0.006318437106735428,taste
754,27.45,0.003935402363748873,color
755,26.8,0.0,material
756,27.35,0.005387976154284872,part
757,27.45,0.00020909586940636872,color
758,26.95,0.0025730870269933728,taste
759,27.0,0.00013800737118956056,temperature
760,27.25,2.7381500040294606e-05,encyclopedic
761,26.95,0.0,taste
762,27.0,0.000573081984919171,temperature
763,27.4,0.00034828662683029254,shape
764,27.45,0.0005030628191303973,color
765,27.35,0.0,part
766,27.0,0.0007203520972245834,temperature
767,26.95,0.003246093911706321,taste
768,27.3,0.0,taxonomic
769,26.85,0.0,function-action
770,27.0,0.0005749705641256443,temperature
771,27.4,0.0008621698605514275,shape
772,27.4,0.0002776613435173928,shape
773,26.85,0.0002326379305570192,function-action
774,26.85,0.0,function-action
