,context,n_concepts,mean_tfidf,mean_diff,evidence
0,fish,10,0.01,0.01,-
1,95,10,0.01,0.01,-
2,one,9,0.01,0.0,-
3,bowl,9,0.02,0.02,-
4,pot,9,0.01,0.01,-
5,place,9,0.01,0.0,-
6,turning,9,0.01,0.0,-
7,add,9,0.01,0.01,-
8,stand,9,0.0,0.0,-
9,combined,8,0.0,0.0,-
10,whose,8,0.0,0.0,-
11,99,8,0.01,0.01,-
12,great,8,0.0,0.0,-
13,prepared,8,0.01,0.0,-
14,cover,8,0.01,0.0,-
15,choice,8,0.0,0.0,-
16,significant,8,0.0,0.0,-
17,cause,8,0.0,0.0,-
18,particularly,8,0.0,0.0,-
19,smile,8,0.0,0.0,-
20,cook,8,0.01,0.01,-
21,cooking,6,0.01,0.01,-
22,cooked,2,0.02,0.01,-
