,context,n_concepts,mean_tfidf,mean_diff,evidence
0,which,8,0.01,0.01,-
1,park,7,0.01,0.0,-
2,film,7,0.01,0.01,-
3,animated,7,0.02,0.02,-
4,school,6,0.01,0.01,-
5,larry,6,0.0,0.0,-
6,girls,6,0.11,0.11,-
7,wings,6,0.0,0.0,-
8,stories,6,0.01,0.0,-
9,sticking,6,0.0,0.0,-
10,year,6,0.01,0.0,-
11,called,6,0.01,0.0,-
12,two,6,0.01,0.01,-
13,girl,6,0.02,0.02,-
14,harry,6,0.0,0.0,-
15,oldest,6,0.01,0.01,-
16,2006,6,0.0,0.0,-
17,planet,6,0.01,0.01,-
18,shot,6,0.0,0.0,-
19,area,6,0.01,0.0,-
20,yellow,3,0.02,0.01,-
