,context,n_concepts,mean_tfidf,mean_diff,evidence
0,annual,46,0,0,u
1,growing,44,0.01,0.01,u
2,however,41,0,0,u
3,past,41,0.01,0,u
4,program,41,0,0,u
5,between,40,0,0,u
6,likely,40,0,0,u
7,mountain,39,0,0,u
8,circle,39,0.01,0,i
9,concerned,39,0,0,u
10,largely,39,0,0,u
11,72,39,0,0,u
12,will,39,0.01,0.01,u
13,first,39,0.01,0.01,u
14,rain,38,0,0,u
15,jerry,38,0,0,u
16,bright,38,0.01,0.01,u
17,avoid,38,0,0,u
18,ideas,37,0,0,u
19,1960s,37,0,0,u
20,round,20,0.01,0.01,p
