,context,n_concepts,mean_tfidf,mean_diff,evidence
0,carrots,8,0.03,0.03,-
1,growing,8,0.01,0.01,-
2,crop,8,0.03,0.03,-
3,farmer,8,0.02,0.02,-
4,humble,8,0.0,0.0,-
5,acre,8,0.0,0.0,-
6,producing,8,0.0,0.0,-
7,feta,8,0.01,0.0,-
8,maize,8,0.01,0.01,-
9,culinary,8,0.0,0.0,-
10,peeled,8,0.03,0.03,-
11,cubes,8,0.01,0.0,-
12,seed,8,0.02,0.02,-
13,bright,8,0.0,0.0,-
14,kidney,8,0.01,0.01,-
15,field,8,0.01,0.0,-
16,agricultural,8,0.01,0.0,-
17,annual,8,0.0,0.0,-
18,difference,8,0.0,0.0,-
19,eaters,8,0.01,0.01,-
20,round,2,0.0,0.0,-
