,animal,fruit,vegetable,plant,mammal,no-cat,measure,relation,fish,juicy,object,communication,food,all,mean
lemon,0.0,0.026533420425145178,0.0,0.029486634247440247,0.0,0.0,0.0,0.0,0.0,0.0,0.027876536062900897,0.0,0.02985399476280968,0.027963054012590943,0.01012240282220621
fruit,0.0,0.15444223438970367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15744829237416447,0.0,0.0,0.15929067784777803,0.033655800329403296
citron,0.0,0.008341862728392643,0.0,0.00850892349916694,0.0,0.0,0.0,0.0,0.0,0.0,0.007998736408702991,0.0,0.008993528001886696,0.008184245835670713,0.0030019497481299988
tamarind,0.0,0.09304454135382935,0.0,0.10343691105112024,0.0,0.0,0.0,0.0,0.0,0.0,0.0959868280332049,0.0,0.09957792894518096,0.10151295315373658,0.03525422589550515
berry,0.0,0.05075962806254288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05084040438005127,0.0,0.05430934022291128,0.05159075972510952,0.014821438027901066
currant,0.0,0.02350213563216674,0.0,0.024288274220037622,0.0,0.0,0.0,0.0,0.0,0.0,0.022366014987327536,0.0,0.023057866203419052,0.023098350676240248,0.008308045837085085
morello,0.0,0.002693714116169881,0.0,0.00246932715410489,0.0,0.0,0.0,0.0,0.0,0.0,0.0028318602812840727,0.0,0.0029865048712881506,0.0029060434947058822,0.0009919607083966342
okra,0.0,0.007630538065015671,0.009606223363832055,0.009571564869044771,0.0,0.0,0.0,0.0,0.0,0.0,0.008576115902946262,0.0,0.00921745666049092,0.008576562753468313,0.003798461543914142
tamarindo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
date,0.0,0.0018600653679422014,0.0,0.0,0.0,0.0,0.002199169544500256,0.0,0.0,0.0,0.0018500612144161136,0.0,0.0019792360466199042,0.0018791001576175268,0.0006976880236497144
wintergreen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pomegranate,0.0,0.11843945699751192,0.0,0.12778253647387908,0.0,0.0,0.0,0.0,0.0,0.0,0.12112511352795265,0.0,0.1257284489276473,0.12016333754356705,0.04380277810503985
blackberry,0.0,0.012954014633151587,0.0,0.012386981603984404,0.0,0.0,0.0,0.0,0.0,0.0,0.013233737565799977,0.0,0.014205314071004026,0.01355040493786613,0.00473788948655758
olive,0.0,0.041117471400776956,0.0,0.04370928117545828,0.0,0.0,0.0,0.042345376668989264,0.0,0.0,0.04107851210220284,0.0,0.042057177468562204,0.04070315105888168,0.01792935499106223
calabash,0.0,0.03296723874278729,0.0,0.03557226386695786,0.0,0.0,0.0,0.0,0.0,0.0,0.03866309439949117,0.0,0.0,0.04201746008047019,0.010658575506407609
apple,0.0,0.025424900742876972,0.0,0.022792278972341335,0.0,0.0,0.0,0.0,0.0,0.0,0.024178722627747232,0.0,0.02472988228549065,0.02401407010838325,0.008652846766917103
watermelon,0.0,0.043827242773776864,0.0,0.04970333469718605,0.0,0.0,0.0,0.0,0.0,0.0,0.04777305278913629,0.0,0.05024111360027104,0.0475087584068415,0.017075250161943695
mandarin,0.0,0.003933152557296474,0.0,0.004630530570976187,0.0,0.0,0.0,0.0,0.0,0.0,0.004372187477751526,0.0,0.004925311057649068,0.0044552211746888126,0.001594028774168719
cherry,0.0,0.027962073012055014,0.0,0.02896736390806274,0.0,0.0,0.0,0.03428531120707336,0.0,0.0,0.02814754258847229,0.0,0.02889518988803256,0.027968686948073133,0.012587583396554936
orange,0.0,0.02959206143435502,0.0,0.030597844157357217,0.0,0.0,0.0,0.034453378691845955,0.0,0.0,0.03015156347736539,0.0,0.03225239676898744,0.030424708988921155,0.013390853822773729
cranberry,0.0,0.013278054041043007,0.0,0.014950378058401529,0.0,0.0,0.0,0.0,0.0,0.0,0.01398794842201179,0.0,0.015251478836572895,0.014381029882528193,0.005132063517182672
mangosteen,0.0,0.17850411357656942,0.0,0.18566235865340674,0.0,0.0,0.0,0.0,0.0,0.0,0.192746331046597,0.0,0.2694982000531219,0.2494394024630193,0.07684645755662245
melon,0.0,0.06617352901167489,0.0,0.07087355079304061,0.0,0.0,0.0,0.0,0.0,0.0,0.06988284308690529,0.0,0.0710583693166894,0.07004918669999574,0.024859819922021853
pear,0.0,0.03764099424004533,0.0,0.039789436944042446,0.0,0.0,0.0,0.0,0.0,0.0,0.03649203444200955,0.0,0.03711014208078594,0.036069619754530415,0.013364444818672406
satsuma,0.0,0.001391253894025323,0.0,0.0013595345893259077,0.0,0.0,0.0,0.0,0.0,0.0,0.0013091097528454205,0.0,0.0013903995540677763,0.0012939233723715227,0.00048173008304542496
mango,0.0,0.12459087620908574,0.0,0.13771962159159382,0.0,0.0,0.0,0.0,0.0,0.0,0.12977217435879368,0.0,0.1332336064379086,0.13238162151876287,0.04697842143686748
cantaloupe,0.0,0.03817811493967961,0.0,0.037329624789816426,0.0,0.0,0.0,0.0,0.0,0.0,0.04158451317619269,0.0,0.04371644197556608,0.041779072847084334,0.01447055483773851
anjou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blueberry,0.0,0.023299739903586976,0.0,0.027351576884817874,0.0,0.0,0.0,0.0,0.0,0.0,0.024840736640039433,0.0,0.027693173324667336,0.025439630118102848,0.009187489776515319
pineapple,0.0,0.09362000630955931,0.0,0.10681503315919612,0.0,0.0,0.0,0.0,0.0,0.0,0.09976185764733471,0.0,0.10750174102521141,0.10290963705590617,0.03647201965694341
damson,0.0,0.07886227194315823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0860098771199345,0.0,0.09335992008765394,0.08807538179792092,0.024736246496333398
coconut,0.0,0.034561995206914484,0.0,0.03915879500139484,0.0,0.0,0.0,0.0,0.0,0.0,0.036148820360047934,0.0,0.03745171418159117,0.036322532388876325,0.013117418367058912
marang,0.0,0.003030993009186634,0.0,0.003383834970108786,0.0,0.0,0.0,0.0,0.0,0.0,0.00286012500426981,0.0,0.0031016176856215436,0.002849296323428807,0.0010875619280439701
clementine,0.0,0.009177001292511134,0.0,0.008715062019798771,0.0,0.0,0.0,0.0,0.0,0.0,0.00899040264826944,0.0,0.009418860811268472,0.008930634680373122,0.003230854389444353
grape,0.0,0.01893140708268289,0.0,0.021444431281628425,0.0,0.021188913395452143,0.0,0.0,0.0,0.0,0.019651895384825157,0.0,0.020900778801424102,0.019912738552888182,0.008716440321350065
mulberry,0.0,0.0324418298396677,0.0,0.03359788513582224,0.0,0.0,0.0,0.0,0.0,0.0,0.03183178532800226,0.0,0.033274921182466034,0.03138726703441298,0.011609549180026515
tangerine,0.0,0.009540484442133547,0.0,0.009846249329661794,0.0,0.0,0.0,0.0,0.0,0.0,0.010452897134053262,0.0,0.011416430127359135,0.010718521668150245,0.0037124701929541416
papaya,0.0,0.0804395224952288,0.0,0.08956557498285843,0.0,0.0,0.0,0.0,0.0,0.0,0.07978893083133713,0.0,0.08507562293915948,0.07922673226812531,0.02957831310833637
raspberry,0.0,0.019190008992034872,0.0,0.01582545501067737,0.0,0.0,0.0,0.0,0.0,0.0,0.01791190962975172,0.02457606381509275,0.018644817376364194,0.018045945554179137,0.008156728598435718
peach,0.0,0.051349072498389346,0.0,0.05382063310416629,0.0,0.07362041638813577,0.0,0.0,0.0,0.0,0.05266605524013898,0.0,0.05381199588868399,0.05244913765668536,0.024122665055442836
grapefruit,0.0,0.06202464004951132,0.0,0.07423855320244563,0.0,0.0,0.0,0.0,0.0,0.0,0.06792538704094614,0.0,0.07237725476391427,0.06753149141893233,0.02457838046255355
honeydew,0.0,0.021703573640798415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02288702363818139,0.0,0.024664814605688694,0.022647794017741384,0.006564514707314992
corn,0.0,0.012771017367572645,0.0,0.014607536563196806,0.0,0.0,0.0,0.013955887477487293,0.0,0.0,0.013004999847879443,0.0,0.013552448391042027,0.01297091258738543,0.005775914445325975
lime,0.0,0.011221723247008767,0.0,0.012266738789825846,0.0,0.0,0.0,0.014385159502320744,0.0,0.0,0.01163053120863285,0.0,0.012733739928743706,0.011690266481210151,0.005280582796981576
apricot,0.0,0.06521543506570698,0.0,0.07224429806882815,0.0,0.0,0.0,0.0,0.0,0.0,0.06562566551725932,0.0,0.06891364905366792,0.06626671576181176,0.024161840247662436
bean,0.0,0.004040198324423122,0.00478383900058901,0.004718570522495625,0.0,0.0,0.0,0.0,0.0,0.0,0.0043812436865866555,0.0,0.004677784202844249,0.004362699410504618,0.0019260239391030913
sultana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
muscat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pawpaw,0.0,0.13201132063268117,0.0,0.1371555550474084,0.0,0.0,0.0,0.0,0.0,0.0,0.13701340400403422,0.0,0.1434289945084128,0.21023879820473412,0.05427486231409077
almond,0.0,0.0383336680735207,0.0,0.03703440887458321,0.0,0.0,0.0,0.0,0.0,0.0,0.038449082125166144,0.0,0.0,0.03919530703232182,0.010929461864685134
acorn,0.0,0.01749748350549201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017895597532200595,0.0,0.0,0.01789073210818386,0.0038059866532768904
kernel,0.0,0.0029041651908556895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002917528458478669,0.0,0.0,0.002987032185565199,0.0006291947024928255
blackheart,0.0,0.012098276128635009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015832506264852036,0.0,0.0159506077616787,0.01622069203558739,0.004293005870768081
seed,0.0,0.031162104393131756,0.0,0.0,0.0,0.0,0.0,0.050618574508698264,0.0,0.0,0.032104154731293154,0.0,0.0,0.03194200357615888,0.010416202657805863
peanut,0.0,0.0037605468798058168,0.0,0.004018276491236555,0.0,0.0,0.0,0.0,0.0,0.0,0.004117882660926553,0.0,0.0,0.0042813070743425346,0.0011555723647365328
groundnut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chickpea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
barleycorn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grain,0.0,0.02217015868037065,0.0,0.021828335666236605,0.0,0.0,0.03890962263103463,0.03874308701671179,0.0,0.0,0.02266132872329543,0.0,0.022025551415480477,0.022192853693533833,0.013466495559047387
pistachio,0.0,0.008183095267325455,0.0,0.008146860507762475,0.0,0.0,0.0,0.0,0.0,0.0,0.009632917822383305,0.0,0.0,0.009750119691955083,0.00255092809210188
pod,0.0,0.051174378757706925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05160179739768656,0.0,0.0,0.05159202558402704,0.011026300124244324
windfall,0.0,0.006880805044051877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007243979966377523,0.0,0.007350356415781979,0.007490746816130828,0.002068992017310158
rye,0.0,0.0014308324041349982,0.0,0.0014155473887840168,0.0,0.0,0.0,0.0023300281744598026,0.0,0.0,0.0015323025774045711,0.0,0.0015446234199038324,0.0015596399724728432,0.0007009267097971474
cumin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cottonseed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spike,0.0,0.0006003101811475885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000616371241893837,0.0,0.0,0.0006179734945917,0.00013104677983093754
nut,0.0,0.10923743930752183,0.0,0.0,0.0,0.0,0.16773941225914524,0.0,0.0,0.0,0.11242142754824418,0.0,0.0,0.1113045046254928,0.03576448455288601
filbert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linseed,0.0,0.0033181174735730954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003570208769916956,0.0,0.0,0.0036813780188785367,0.0007549788758834706
goober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hazelnut,0.0,0.03163124405695664,0.0,0.03084147805265397,0.0,0.0,0.0,0.0,0.0,0.0,0.03199995548470044,0.0,0.0,0.03574041370137734,0.009300935092549171
soy,0.0,0.0015618780349452288,0.0021998955569244084,0.0016540933177179651,0.0,0.0,0.0,0.0,0.0,0.0,0.0017381347750510413,0.0,0.0018181320716964568,0.0018070946998327985,0.0007699448897262785
mast,0.0,0.0008683948652659697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008798045134943717,0.0,0.0008525315340032105,0.0008642790239207842,0.00024750070976316686
veg,0.0,0.0,0.3788948010200032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.506181255612433,0.4858603339452295,0.0979240278984047
cucumber,0.0,0.0,0.0264208054657336,0.025553256856710595,0.0,0.0,0.0,0.0,0.0,0.0,0.024332070216492915,0.0,0.026458639375885034,0.024891820342593036,0.0091183280183868
shallot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pumpkin,0.0,0.0,0.024295457149055538,0.025499375480826952,0.0,0.0,0.0,0.0,0.0,0.0,0.024628331256034645,0.0,0.02617385244945732,0.02445775159325825,0.008932483423473764
cayenne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mangold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beet,0.0,0.0,0.002392364253397855,0.002672045883601747,0.0,0.0,0.0,0.0,0.0,0.0,0.0024020347349561397,0.0,0.002429792851146473,0.0023906657465995115,0.0008776359621215518
asparagus,0.0,0.0,0.036109782594289486,0.03540963292238094,0.0,0.0,0.0,0.0,0.0,0.0,0.03091487611544068,0.0,0.03332391429159581,0.03015899219245847,0.011851228436868954
tomato,0.0,0.0,0.046628568807706584,0.04678175477000588,0.0,0.0,0.0,0.0,0.0,0.0,0.039322810770933116,0.0,0.04288031630924688,0.039567613874880704,0.015370076038055226
vegetable,0.0,0.0,0.41657024892466216,0.4414642595429802,0.0,0.0,0.0,0.0,0.0,0.0,0.4138168998980944,0.0,0.4230556374483586,0.41435548835919195,0.15066160958380623
aubergine,0.0,0.0,0.016405850872678256,0.014790295520338387,0.0,0.0,0.0,0.0,0.0,0.0,0.012283114105729903,0.0,0.013174373452618187,0.011837694322446142,0.004892237733843634
onion,0.0,0.0,0.0020143555030314574,0.001996788137705668,0.0,0.0,0.0,0.0,0.0,0.0,0.0017139224993308068,0.0,0.0019002331678489657,0.0017364584489382266,0.000668696982632509
squash,0.0,0.0,0.007264588338693808,0.0067101365543211985,0.0,0.0,0.0,0.0,0.0,0.0,0.006302042650039038,0.0,0.006696822261161673,0.006309535903364032,0.002377366121969982
cabbage,0.0,0.0,0.005477527602303983,0.00414361174207106,0.0,0.0,0.006164231527971248,0.0,0.0,0.0,0.004259146657662821,0.0,0.0042656483530764825,0.0042951900571837264,0.0020432397100192375
mustard,0.0,0.0,0.0046419406512963725,0.003831678083337192,0.0,0.0,0.0,0.0,0.0,0.0,0.00404279327426024,0.0,0.0040685033174556315,0.004095577073234444,0.0014771780285417059
chile,0.0,0.0,0.0007868385861056993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006925171526749533,0.0006978821983848968,0.00015551699551182496
radish,0.0,0.0,0.005862780628820662,0.004500925870720422,0.0,0.0,0.0,0.0,0.0,0.0,0.00458974173425638,0.0,0.004666105480249058,0.004677459443113333,0.0017355009397971323
fennel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flageolet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iceberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artichoke,0.0,0.0,0.0073950777317369695,0.006237254694688842,0.0,0.0,0.0,0.0,0.0,0.0,0.007535962141885032,0.0,0.007396768162118522,0.007482947970720019,0.002574857907224956
carrot,0.0,0.0,0.00921835704517832,0.007573647393423914,0.0,0.0,0.0,0.0,0.0,0.0,0.007915362193098971,0.0,0.007903024193343895,0.007998406891782505,0.0029006284083448295
kail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truffle,0.0,0.0,0.01671379175738986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01506380019653747,0.0,0.015273220823703663,0.015467566897596402,0.004465598548230529
cauliflower,0.0,0.0,0.011425438376488597,0.00826930030526773,0.0,0.0,0.0,0.0,0.0,0.0,0.008515516372120165,0.0,0.00854702847754373,0.00867201464439178,0.0032449498697008573
kale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
potato,0.0,0.0,0.00412180936220249,0.0033521197208695474,0.0,0.0,0.0,0.0,0.0,0.0,0.003544138728689297,0.0,0.003615956786380208,0.0036593356333835827,0.0013066685879660803
ginger,0.0,0.0,0.0,0.0034804034339212865,0.0,0.0,0.0,0.0,0.0,0.0,0.003504492171092321,0.0,0.0037009173828191355,0.0034316567615335866,0.0010083906963833092
oregano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cheese,0.0,0.0,0.0,0.011867256556107436,0.0,0.0,0.0,0.0,0.0,0.0,0.012492245038307507,0.0,0.012969869575380207,0.01309984971469769,0.0036020872060352027
cilantro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garlic,0.0,0.0,0.0,0.0014371472672348605,0.0,0.0,0.0,0.0,0.0,0.0,0.0014414130037483815,0.0,0.0014618883509038105,0.0014680741012832047,0.00041489448022644695
rice,0.0,0.0,0.0,0.006721663575603884,0.0,0.0,0.0,0.0,0.0,0.0,0.006899104520301976,0.0,0.006832681636219358,0.006877807010437477,0.0019522326244687637
cinnamon,0.0,0.0,0.0,0.012630036830324586,0.0,0.0,0.0,0.0,0.0,0.0,0.01285403788797113,0.0,0.012601502668541764,0.012645401143346731,0.0036236413235845866
cereal,0.0,0.0,0.0,0.014426159677521953,0.0,0.0,0.0,0.0,0.0,0.0,0.015073673445222818,0.0,0.015120918163347031,0.01522199576259802,0.004274481932049273
fenugreek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pork,0.0,0.0,0.0,0.0,0.0,0.0,0.00404770548637815,0.0,0.0,0.0,0.0,0.0,0.003682995189823793,0.003338206907680294,0.0007906362559915883
bread,0.0,0.0,0.0,0.0,0.0,0.0,0.028741323696944585,0.0,0.0,0.0,0.0,0.0,0.0178988054794517,0.018102625784333793,0.004624482497195006
juice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23560270649236204,0.0,0.0,0.0,0.0,0.23948356298037482,0.22734059625904465,0.050173347552270105
maraschino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chocolate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02028689882709091,0.0,0.0,0.0,0.0,0.013236500805617921,0.013357710960852703,0.003348650756682967
chip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014900114069232558,0.0,0.0,0.0009050712017557228,0.0,0.000901389285031956,0.0009111252156569341,0.0003005426506691335
rumor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cashews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017080519480966894,0.0,0.0,0.0,0.010960212995713614,0.0020029094626200362
emotion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005381052641415744,3.843609029582674e-05
flavor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09983678026030447,0.0,0.0,0.0,0.0581166193557003,0.011282385686857483
rhagoletis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2398443253597397,0.0,0.0,0.0,0.07500793986087818,0.02248944751575842
ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000750200472094594,0.0,0.0008067407704650696,0.0007544945853462329,0.00016510255913613546
meat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020281180806809795,0.0,0.022104012402717664,0.02055109359143251,0.004495449057211427
cream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011045893378577639,0.0,0.011556380486479124,0.01164147847984296,0.0024459823103499803
cookie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030767208635559197,0.004539315911520092,0.0031080978585398544,0.0031791609052913908,0.0009930925384933754
butter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012154121569453523,0.0,0.012652839272281804,0.012724606040468583,0.002680826205871708
cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031190858423964005,0.0,0.032356690086823195,0.03256806069921662,0.006865400657857415
bacon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006217912219211372,0.0005635641442739569,8.466824044250672e-05
burger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022861035780154627,0.021348824227053923,0.003157847143372039
sorbet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14750550957847863,0.13797129226979404,0.020391200132019477
chutney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006181184451476021,0.005650896669893358,0.0008451486515263842
salad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13759595321587792,0.12573903363963787,0.01880964191825113
doughnut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004772290021084098,0.004581852962658616,0.0006681530702673368
steak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018807045123144877,0.0017577074408681413,0.0002598865680844735
dessert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06003040958741959,0.056137752562386595,0.0082977258678433
candy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02285022154596505,0.0213669892103161,0.0031583721968772255
donut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bulgur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pepperoni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biscuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
