,animal,fruit,vegetable,plant,mammal,no-cat,measure,relation,fish,juicy,object,communication,food,all,mean
fruit,0.0,0.03955227953882655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04110156178621198,0.0,0.0,0.04212631659591973,0.008770011280068447
citron,0.0,0.0031281985231472412,0.0,0.00298193352076979,0.0,0.0,0.0,0.0,0.0,0.0,0.0030575078477281022,0.0,0.003533847050076775,0.0031693311446755476,0.0011336298633141042
tamarind,0.0,0.03256558947384027,0.0,0.033832622056893795,0.0,0.0,0.0,0.0,0.0,0.0,0.03424479826080397,0.0,0.03651888621347894,0.036689956017877084,0.01241798943020672
berry,0.0,0.007902696584587515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008068277009739293,0.0,0.008859675050228872,0.008294428824448733,0.002366076962071744
currant,0.0,0.004700427126433347,0.0,0.0045396118754917145,0.0,0.0,0.0,0.0,0.0,0.0,0.004559671284862982,0.0,0.004832095402941526,0.00477055218257033,0.0016715969908785643
morello,0.0,0.002693714116169881,0.0,0.0023076540497885063,0.0,0.0,0.0,0.0,0.0,0.0,0.0028866009467111288,0.0,0.0031293174164732747,0.0030009571528788535,0.0010013031201444032
okra,0.0,0.007630538065015671,0.010852374256159673,0.008944890269459342,0.0,0.0,0.0,0.0,0.0,0.0,0.00874189466484689,0.0,0.009658228901806737,0.008856680014949329,0.003906043298016975
tamarindo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
date,0.0,0.0009300326839711007,0.0,0.0,0.0,0.0,0.0009700523332699272,0.0,0.0,0.0,0.0009429117121882793,0.0,0.0010369408554367944,0.0009702365207628844,0.0003464410075449276
wintergreen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pomegranate,0.0,0.05921972849875596,0.0,0.05970814504995901,0.0,0.0,0.0,0.0,0.0,0.0,0.061733248227511625,0.0,0.065870347100046,0.062043983163380015,0.022041103717118045
blackberry,0.0,0.005829306584918213,0.0,0.005209188542315061,0.0,0.0,0.0,0.0,0.0,0.0,0.006070297266180617,0.0,0.006698070952538401,0.006296837302520982,0.0021502643320338052
olive,0.0,0.018543173376820977,0.0,0.018421432305723948,0.0,0.0,0.0,0.019096934576210846,0.0,0.0,0.018883708686642763,0.0,0.019873949079507812,0.018955854923523342,0.008126789496316405
calabash,0.0,0.008241809685696823,0.0,0.008310814409126665,0.0,0.0,0.0,0.0,0.0,0.0,0.009852615755264863,0.0,0.0,0.010847445814558465,0.002660906118903344
apple,0.0,0.009380060468245873,0.0,0.007858256385245304,0.0,0.0,0.0,0.0,0.0,0.0,0.009092737479029863,0.0,0.009559932168610431,0.009148920014129569,0.003217136179661503
watermelon,0.0,0.07570160115470549,0.0,0.08023031797859448,0.0,0.0,0.0,0.0,0.0,0.0,0.08411217004519607,0.0,0.09092986840883896,0.08474074564946482,0.029693907374057128
mandarin,0.0,0.0016388135655401978,0.0,0.0018030658349953333,0.0,0.0,0.0,0.0,0.0,0.0,0.0018569596276646946,0.0,0.0021503483082664586,0.0019169717458629085,0.0006690113630235423
cherry,0.0,0.010812001564661273,0.0,0.010467374921234212,0.0,0.0,0.0,0.013256987000068363,0.0,0.0,0.01109410180529754,0.0,0.011707082453064824,0.011167770924669217,0.0048932370477853876
orange,0.0,0.014257993236552875,0.0,0.013777362424632063,0.0,0.0,0.0,0.016600264278798505,0.0,0.0,0.014808393586402107,0.0,0.016282892964867794,0.01513795820905747,0.00649034747859363
cranberry,0.0,0.008852036027362006,0.0,0.009314359288787873,0.0,0.0,0.0,0.0,0.0,0.0,0.009505559631451152,0.0,0.010653862493043124,0.009900483726495952,0.0034447357976528648
mangosteen,0.0,0.1428032908612555,0.0,0.13880525895569398,0.0,0.0,0.0,0.0,0.0,0.0,0.15717773799826568,0.0,0.22590833030067778,0.20606903107814234,0.06219740351385966
melon,0.0,0.04017678547137404,0.0,0.040213062783631306,0.0,0.0,0.0,0.0,0.0,0.0,0.04324903113403713,0.0,0.04520562901917375,0.043918922023832255,0.015197387888003464
pear,0.0,0.01775518596228553,0.0,0.017539774390983927,0.0,0.0,0.0,0.0,0.0,0.0,0.017545960309684056,0.0,0.01834185035845455,0.01756966122904685,0.006339459446461066
satsuma,0.0,0.005565015576101292,0.0,0.005082089662635636,0.0,0.0,0.0,0.0,0.0,0.0,0.005337660868210457,0.0,0.005827549899189385,0.005344735695345736,0.0019397894072487505
mango,0.0,0.1524250081281368,0.0,0.15745551536553745,0.0,0.0,0.0,0.0,0.0,0.0,0.1618327803706711,0.0,0.17079303667403214,0.16724585679540757,0.05783944266669893
cantaloupe,0.0,0.06363019156613269,0.0,0.05814259947971649,0.0,0.0,0.0,0.0,0.0,0.0,0.07064725609066742,0.0,0.07634488538513362,0.07190601685161271,0.024333639240947353
anjou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blueberry,0.0,0.012708949038320167,0.0,0.01394225446719415,0.0,0.0,0.0,0.0,0.0,0.0,0.013811408264231642,0.0,0.015827695219392163,0.01432936820524517,0.00504426251388452
pineapple,0.0,0.07281556046299058,0.0,0.07763900848988992,0.0,0.0,0.0,0.0,0.0,0.0,0.07909244214388356,0.0,0.08761075403927687,0.08265502502323127,0.028558056439948014
damson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coconut,0.0,0.021601247004321554,0.0,0.022871855932391435,0.0,0.0,0.0,0.0,0.0,0.0,0.02302974209291011,0.0,0.02452664287273579,0.023443034227990853,0.00824803729502498
marang,0.0,0.006061986018373268,0.0,0.006324573444718873,0.0,0.0,0.0,0.0,0.0,0.0,0.005830824069677481,0.0,0.006499869687920931,0.005884713149023599,0.002185854740693868
clementine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grape,0.0,0.0059949455761829145,0.0,0.006346129846165801,0.0,0.006709822575226512,0.0,0.0,0.0,0.0,0.006343394503788044,0.0,0.00693507575387435,0.006511649663586913,0.0027743584227731813
mulberry,0.0,0.012616267159870775,0.0,0.012210390298782927,0.0,0.0,0.0,0.0,0.0,0.0,0.012618317755727974,0.0,0.01355904056804843,0.01260482213502936,0.004543488422675676
tangerine,0.0,0.009540484442133547,0.0,0.009201590442582662,0.0,0.0,0.0,0.0,0.0,0.0,0.010654954611443775,0.0,0.011962355720546951,0.011068596986562972,0.003744855871662136
papaya,0.0,0.0854669926511806,0.0,0.08893283301088585,0.0,0.0,0.0,0.0,0.0,0.0,0.08641447817775795,0.0,0.09471537133141153,0.08692773565352935,0.031604100773197516
raspberry,0.0,0.005757002697610461,0.0,0.004436796714168907,0.0,0.0,0.0,0.0,0.0,0.0,0.0054774455826472526,0.007372819144527825,0.005860919796623757,0.005590602083891784,0.0024639704299621416
peach,0.0,0.027576353749135023,0.0,0.027011276618994058,0.0,0.039536890282517355,0.0,0.0,0.0,0.0,0.02883035272879166,0.0,0.03028096618204718,0.029087090007408854,0.013023066397778154
grapefruit,0.0,0.04031601603218235,0.0,0.04509567858642312,0.0,0.0,0.0,0.0,0.0,0.0,0.045004962671387545,0.0,0.04929488444614755,0.045329129857079556,0.016074333685230008
honeydew,0.0,0.021703573640798415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023329436320713423,0.0,0.025844268550070944,0.023387488720758666,0.006733197659452961
corn,0.0,0.018689293708642897,0.0,0.019977284106127615,0.0,0.0,0.0,0.020423249967054573,0.0,0.0,0.019399595410646488,0.0,0.02078124418965025,0.019601784524708177,0.008490889421916429
lime,0.0,0.004256515714382636,0.0,0.004348263709851822,0.0,0.0,0.0,0.005456439811225109,0.0,0.0,0.0044968579161153415,0.0,0.005061008336816581,0.004579064731556409,0.002014153587139136
apricot,0.0,0.04536725917614398,0.0,0.046966456249081745,0.0,0.0,0.0,0.0,0.0,0.0,0.04653511534914068,0.0,0.05023238322370111,0.04760420079004163,0.01690752962772208
bean,0.0,0.005771711892033031,0.007720591901625438,0.006299476795501406,0.0,0.0,0.0,0.0,0.0,0.0,0.0063799062490362156,0.0,0.007002103609088049,0.006435983703648321,0.0028292695822094613
sultana,0.0,0.0038846534043952075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038912135534630897,0.0,0.0040980073921734065,0.00445023615235434,0.0011660078930275746
muscat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pawpaw,0.0,0.1716147168224855,0.0,0.16662832342364764,0.0,0.0,0.0,0.0,0.0,0.0,0.1815604857419274,0.0,0.1953739675145691,0.28223697076967075,0.07124389030516431
almond,0.0,0.012772304736367996,0.0,0.012303482135900672,0.0,0.0,0.0,0.0,0.0,0.0,0.013035770226447169,0.0,0.0,0.013321657366878495,0.003673801033256738
acorn,0.0,0.0018137607878758622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018876107680943757,0.0,0.0,0.0018917677748615152,0.0003995099522022681
kernel,0.0,0.0007083319008883224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007240897721664283,0.0,0.0,0.0007431742998628147,0.00015539971235125466
blackheart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seed,0.0,0.010700081382079372,0.0,0.0,0.0,0.0,0.0,0.015269499955149847,0.0,0.0,0.011217171734915267,0.0,0.0,0.011188136374248427,0.0034553492461709225
peanut,0.0,0.0012993739870116867,0.0,0.001384384441211752,0.0,0.0,0.0,0.0,0.0,0.0,0.0014478346119350942,0.0,0.0,0.0015090194387709372,0.000402900891352105
groundnut,0.0,0.0037273974424322123,0.0,0.0037172353779072057,0.0,0.0,0.0,0.0,0.0,0.0,0.003962041680178011,0.0,0.0,0.003863683661976237,0.0010907398687495476
chickpea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
barleycorn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grain,0.0,0.011210354756420425,0.0,0.011005376646159522,0.0,0.0,0.01898030372245592,0.017210733443046508,0.0,0.0,0.01165997855752767,0.0,0.011262150339189606,0.011447192853348177,0.006626863594153416
pistachio,0.0,0.059377247706895765,0.0,0.05894221716240349,0.0,0.0,0.0,0.0,0.0,0.0,0.07112497676529997,0.0,0.0,0.07216850314410636,0.018686638912764682
pod,0.0,0.0073675738623200605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007559595798602963,0.0,0.0,0.007576869257836404,0.001607431351339959
windfall,0.0,0.0035662655072663863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038204409111766324,0.0,0.0038523593746014563,0.003960361529844993,0.0010856733802063906
rye,0.0,0.0004943925618080348,0.0,0.00048768714275992085,0.0,0.0,0.0,0.0007072923083167698,0.0,0.0,0.0005387527742290036,0.0,0.000539696687280748,0.0005497216142355575,0.0002369673634735739
cumin,0.0,0.0059470487416170914,0.0,0.006465581449191282,0.0,0.0,0.0,0.0,0.0,0.0,0.006602280030341355,0.0,0.0,0.006732136762675812,0.001839074784558967
cottonseed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spike,0.0,0.0012445436131274528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013002851581222837,0.0,0.0,0.0013068915634283785,0.00027512288104843683
nut,0.0,0.009705750817829532,0.0,0.0,0.0,0.0,0.014377663907926736,0.0,0.0,0.0,0.010164091083907378,0.0,0.0,0.010088013668154858,0.0031668228198441788
filbert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linseed,0.0,0.006879013615007692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007531645150505927,0.0,0.0,0.007785385484602071,0.0015854317321511208
goober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hazelnut,0.0,0.00819710876198739,0.0,0.00796917455528218,0.0,0.0,0.0,0.0,0.0,0.0,0.008438312892706398,0.0,0.0,0.009447987160564017,0.002432327383609999
soy,0.0,0.0008095087314524673,0.0011682092940021034,0.000854807176044922,0.0,0.0,0.0,0.0,0.0,0.0,0.0009166840928005021,0.0,0.00095289231357882,0.0009554118575457678,0.0004041081046731845
mast,0.0,0.0006001093641142882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006186730080780162,0.0,0.0005957548471362079,0.0006092596606463781,0.00017312834856963503
veg,0.0,0.0,0.025179192994112906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031199204959866472,0.02951346548523401,0.006135133102800956
cucumber,0.0,0.0,0.044772298884316726,0.03582033059449925,0.0,0.0,0.0,0.0,0.0,0.0,0.0372036240911515,0.0,0.04158580912313903,0.038557210056231535,0.014138519482095574
shallot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pumpkin,0.0,0.0,0.0019605102689303593,0.0017021333407589844,0.0,0.0,0.0,0.0,0.0,0.0,0.0017931717078960704,0.0,0.00195896196524679,0.0018040400663758064,0.0006584869535148579
cayenne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mangold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beet,0.0,0.0,0.006756774033769344,0.006242750676296533,0.0,0.0,0.0,0.0,0.0,0.0,0.006121166875518836,0.0,0.006364959555745929,0.006171866908969278,0.002261251289307137
asparagus,0.0,0.0,0.01529777338787064,0.012409227956948831,0.0,0.0,0.0,0.0,0.0,0.0,0.011817176051914544,0.0,0.013094040091014636,0.011679003193059883,0.004592658620057753
tomato,0.0,0.0,0.02809460273489274,0.02331671187902466,0.0,0.0,0.0,0.0,0.0,0.0,0.021377563678812335,0.0,0.02396310540176133,0.021791959016257266,0.008467424479339167
vegetable,0.0,0.0,0.057983357618259325,0.050831233446336395,0.0,0.0,0.0,0.0,0.0,0.0,0.051971610975289226,0.0,0.054616882222476584,0.05271980666084227,0.01915163506594313
aubergine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onion,0.0,0.0,0.00796482513633338,0.006531186759559852,0.0,0.0,0.0,0.0,0.0,0.0,0.006114685882101726,0.0,0.006968853396615389,0.0062761038999553,0.0024182610767546895
squash,0.0,0.0,0.006565579706611267,0.005016645532276995,0.0,0.0,0.0,0.0,0.0,0.0,0.005139090342852055,0.0,0.005613647642326499,0.005212488232895518,0.001967675104068738
cabbage,0.0,0.0,0.017452370317372606,0.012848086672956177,0.0,0.0,0.018492694583913748,0.0,0.0,0.0,0.013477523306105932,0.0,0.013413888654251785,0.013625214588119959,0.006379269865908586
mustard,0.0,0.0,0.009860028479955573,0.007920583166249523,0.0,0.0,0.0,0.0,0.0,0.0,0.008528600516346936,0.0,0.008529293552048739,0.008661334460496899,0.003107131441078405
chile,0.0,0.0,0.0005014013394999026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004355421360713721,0.00044276479427584893,9.855059070336598e-05
radish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fennel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flageolet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iceberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artichoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carrot,0.0,0.0,0.004895218930603585,0.003913931621260891,0.0,0.0,0.0,0.0,0.0,0.0,0.004174524734973586,0.0,0.004142015382214836,0.004228761661794398,0.0015253180236319498
kail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truffle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cauliflower,0.0,0.0,0.008089658776420972,0.005697910886563879,0.0,0.0,0.0,0.0,0.0,0.0,0.005988057629248432,0.0,0.005972721759860093,0.006113197883010081,0.0022758247810788185
kale,0.0,0.0,0.00644216826837582,0.004557824944360168,0.0,0.0,0.009394181820785876,0.0,0.0,0.0,0.004620793840826409,0.0,0.004538113290206815,0.004583666667530855,0.0024383392022918537
potato,0.0,0.0,0.009728009313641522,0.007699192090226743,0.0,0.0,0.0,0.0,0.0,0.0,0.008307386980831586,0.0,0.008422850833468259,0.008598633560384487,0.003054005198468042
ginger,0.0,0.0,0.0,0.005204052166735374,0.0,0.0,0.0,0.0,0.0,0.0,0.00571557600390077,0.0,0.006204628204334012,0.005669979777527906,0.001628159725178433
oregano,0.0,0.0,0.0,0.005718152110305306,0.0,0.0,0.0,0.0,0.0,0.0,0.006234429307038905,0.0,0.0061870828943244565,0.0062480305308218916,0.00174197820303504
cheese,0.0,0.0,0.0,0.00798689647192356,0.0,0.0,0.0,0.0,0.0,0.0,0.008580178291252068,0.0,0.008852655748940466,0.00901977282942735,0.00245996452439596
cilantro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garlic,0.0,0.0,0.0,0.004456158974490846,0.0,0.0,0.0,0.0,0.0,0.0,0.004561166570019741,0.0,0.004597098949759556,0.004657029001031094,0.0013051038210929455
rice,0.0,0.0,0.0,0.012631421583249088,0.0,0.0,0.0,0.0,0.0,0.0,0.01323110991079115,0.0,0.013021975913212941,0.013222908919224912,0.0037219583090341494
cinnamon,0.0,0.0,0.0,0.007614818543830757,0.0,0.0,0.0,0.0,0.0,0.0,0.007909018871363083,0.0,0.0077052639661783166,0.007799901445697973,0.0022163573447907237
cereal,0.0,0.0,0.0,0.018049414472796586,0.0,0.0,0.0,0.0,0.0,0.0,0.019246846368987373,0.0,0.01918672229172222,0.01948433295278901,0.005426236863306799
fenugreek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pork,0.0,0.0,0.0,0.0,0.0,0.0,0.0045911324574354736,0.0,0.0,0.0,0.0,0.0,0.004961717239054088,0.004432159750670609,0.0009989292462257266
bread,0.0,0.0,0.0,0.0,0.0,0.0,0.010328913203589462,0.0,0.0,0.0,0.0,0.0,0.006742489858648044,0.006879060774999265,0.0017107474169454837
juice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027605973690014135,0.0,0.0,0.0,0.0,0.029402543099461352,0.027507902347780867,0.0060368870812325965
maraschino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01107401587696741,0.0,0.0,0.0,0.0,0.010635673931578086,0.009771042989118923,0.002248623771261744
chocolate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010556905453970835,0.0,0.0,0.0,0.0,0.007928363132503705,0.00807111812780311,0.0018968847653055465
chip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009046016000775606,0.0,0.0,0.0006364403845702483,0.0,0.0006298969765878552,0.0006422831334946071,0.0002009444353378765
rumor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cashews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11956363636676827,0.0,0.0,0.0,0.08112538010111613,0.014334929747706029
emotion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flavor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030901860556760904,0.0,0.0,0.0,0.01902103373718142,0.0035659210209958805
rhagoletis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000764702060791452,0.0,0.000845318542040922,0.0007791369698450781,0.00017065411233410373
meat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022215999552249493,0.0,0.024889444228632124,0.02280606277456484,0.004993679039674748
cream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005261789025782886,0.0,0.005470620212519498,0.0055592242359710255,0.0011636881053052434
cookie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016226480904084745,0.002269657955760046,0.0016289699771314965,0.001680823935924536,0.0005144357113731823
butter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004504342920084935,0.0,0.004659915173902971,0.00472743628233257,0.000992263884022891
cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018799899207849382,0.0,0.0019380921932580294,0.001967857111650358,0.00041328137326380896
bacon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026060993489406253,0.0023278823636962106,0.0003524272651883454
burger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001368813388581548,0.0012597767747787956,0.00018775644024002455
sorbet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chutney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032383821544035634,0.002917729692034784,0.0004397222747455962
salad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017516673118357834,0.01577565418089019,0.0023780233785177162
doughnut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019706384684673637,0.0018151155435047921,0.00027041100085515397
dessert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029703260013820818,0.027375315125322704,0.004077041081367395
candy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010945327056903792,0.010086789405477211,0.0015022940330272146
donut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bulgur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pepperoni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biscuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019954445383192384,0.002030811801919567,0.0002875897385884861
