,context,n_concepts,mean_tfidf,mean_diff,evidence
0,include,55,0.01,0.01,-
1,watermelon,54,0.04,0.04,-
2,orange,51,0.04,0.03,-
3,locally,49,0.01,0.0,-
4,north,48,0.01,0.01,-
5,home,48,0.01,0.01,-
6,of,48,0.03,0.01,-
7,red,48,0.02,0.02,-
8,today,48,0.01,0.0,-
9,fruit,47,0.08,0.07,-
10,cherry,47,0.05,0.05,-
11,juice,47,0.11,0.1,-
12,formerly,47,0.0,0.0,-
13,grape,46,0.04,0.04,-
14,pink,46,0.02,0.01,-
15,pineapple,46,0.04,0.04,-
16,park,46,0.01,0.01,-
17,native,46,0.01,0.01,-
18,island,46,0.01,0.01,-
19,berry,45,0.03,0.02,-
20,juicy,7,0.02,0.02,-
