,context,n_concepts,mean_tfidf,mean_diff,evidence
0,include,22,0.01,0.0,-
1,wine,21,0.02,0.02,-
2,shaped,20,0.01,0.01,-
3,contains,20,0.01,0.01,-
4,containing,20,0.01,0.0,-
5,items,20,0.01,0.01,-
6,found,20,0.02,0.01,-
7,egg,19,0.01,0.0,-
8,brand,19,0.01,0.01,-
9,cake,19,0.04,0.04,-
10,bread,19,0.03,0.03,-
11,note,19,0.01,0.0,-
12,drops,19,0.01,0.01,-
13,sugar,19,0.01,0.01,-
14,throws,19,0.01,0.01,-
15,includes,19,0.01,0.0,-
16,candy,19,0.01,0.01,-
17,food,18,0.02,0.01,-
18,just,18,0.01,0.0,-
19,apple,18,0.01,0.0,-
20,cold,9,0.02,0.02,-
