,context,n_concepts,mean_tfidf,mean_diff,evidence
0,watermelon,43,0.05,0.04,-
1,orange,41,0.04,0.03,-
2,juice,40,0.11,0.11,-
3,native,39,0.01,0.01,-
4,papaya,39,0.06,0.05,-
5,citrus,39,0.03,0.02,-
6,berry,38,0.02,0.02,-
7,grape,38,0.04,0.04,-
8,melon,38,0.05,0.05,-
9,cherry,37,0.04,0.04,-
10,strawberry,37,0.04,0.04,-
11,raspberry,36,0.04,0.04,-
12,fruit,36,0.07,0.05,-
13,pear,36,0.03,0.03,-
14,pineapple,36,0.05,0.04,-
15,pomegranate,36,0.03,0.03,-
16,include,36,0.01,0.01,-
17,grapefruit,35,0.03,0.03,-
18,banana,35,0.06,0.05,-
19,mango,35,0.08,0.07,-
20,juicy,2,0.01,0.01,-
