,context,n_concepts,mean_tfidf,mean_diff,evidence
0,berry,37,0.02,0.02,-
1,grape,35,0.04,0.03,-
2,raspberry,34,0.05,0.04,-
3,cultivated,33,0.02,0.01,-
4,fruits,33,0.04,0.03,-
5,peach,31,0.06,0.05,-
6,cherry,31,0.06,0.05,-
7,sweet,31,0.02,0.02,-
8,apple,31,0.05,0.04,-
9,pomegranate,31,0.03,0.03,-
10,pineapple,31,0.05,0.04,-
11,strawberry,30,0.04,0.04,-
12,blueberry,30,0.04,0.04,-
13,flavors,30,0.03,0.02,-
14,plum,30,0.06,0.06,-
15,fruit,29,0.08,0.06,-
16,pear,29,0.06,0.06,-
17,flavoured,29,0.01,0.01,-
18,tangerine,29,0.02,0.02,-
19,entitled,29,0.0,0.0,-
20,sweet,31,0.02,0.02,-
