,context,n_concepts,mean_tfidf,mean_diff,evidence
0,milk,8,0.06,0.06,-
1,single,8,0.02,0.01,-
2,la,8,0.01,0.01,-
3,west,8,0.01,0.0,-
4,ears,8,0.01,0.01,-
5,bred,8,0.03,0.03,-
6,used,8,0.01,0.01,-
7,released,8,0.02,0.02,-
8,it,8,0.02,0.01,-
9,white,8,0.02,0.01,-
10,goddess,8,0.04,0.04,-
11,days,7,0.01,0.0,-
12,forms,7,0.01,0.0,-
13,mare,7,0.03,0.03,-
14,dominant,7,0.0,0.0,-
15,ms,7,0.01,0.0,-
16,beautiful,7,0.01,0.01,-
17,mate,7,0.03,0.02,-
18,little,7,0.03,0.03,-
19,eating,7,0.02,0.02,-
20,female,6,0.03,0.02,-
