,food,female,fish,communication,plant,fruit,vehicle,all,relation,vegetable,bird,object,blue,measure,animal,mean
apple,0.002827901997636872,0.0,0.0,0.0,0.0021128163446760494,0.0034340174209183828,0.0,0.0019172351634153687,0.0,0.0,0.0,0.0018904447407047226,0.0,0.0,0.0,0.0008121610444900931
cherry,0.0016290513069978285,0.0,0.0,0.0,0.0012845388861818993,0.0019186193102261272,0.0,0.0010498248670689429,0.0012728453199728886,0.0,0.0,0.0010337845557214984,0.0,0.0,0.0,0.0005459109497446124
heart,0.0019616792473683663,0.0,0.0,0.0,0.0,0.0,0.0,0.0014028912680363484,0.0016550159647420295,0.0,0.0,0.0013868501520004175,0.0,0.0,0.0,0.0004270957754764774
salad,0.0016569720445546558,0.0,0.0,0.0,0.0,0.0,0.0,0.0010061880412901643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017754400572298802
crab,0.00224133151862864,0.0,0.0,0.0,0.0,0.0,0.0,0.0012683809532277835,0.0,0.0,0.0,0.0012824423925306763,0.0,0.0,0.0014639316506361447,0.000417072434334883
slug,0.004750368317839724,0.0,0.0,0.0,0.0,0.0,0.0,0.003189125867906666,0.004205802282742513,0.0,0.0,0.0031687498972064526,0.0,0.003906804203077452,0.0033340583961427067,0.0015036605976610341
rice,0.000696731146688393,0.0,0.0,0.0,0.0005276343714124611,0.0,0.0,0.00046480721828284414,0.0,0.0,0.0,0.0004516306392779512,0.0,0.0,0.0,0.00014272022504410996
avocado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nectarine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wine,0.04501567573223442,0.0,0.0,0.0,0.0,0.0,0.0,0.03028494970627374,0.03640075782363634,0.0,0.0,0.0,0.0,0.0,0.0,0.007446758884142966
cider,0.0013423931384365581,0.0,0.0,0.0,0.0,0.0,0.0,0.0007325775269841286,0.0009824401973515919,0.0,0.0,0.0,0.0,0.0,0.0,0.00020382739085148522
aubergine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beer,0.005147291605562983,0.0,0.0,0.0,0.0,0.0,0.0,0.0035317338243673227,0.0042094237619778605,0.0,0.0,0.0,0.0,0.0,0.0,0.0008592299461272111
onion,0.0005716426016904765,0.0,0.0,0.0,0.0004221523974424846,0.0,0.0,0.00030122083574701423,0.0,0.0005813318564129334,0.0,0.00030511892189555474,0.0,0.0,0.0,0.00014543110754589757
butter,0.000635578077938508,0.0,0.0,0.0,0.0,0.0,0.0,0.00036943139047551605,0.0,0.0,0.0,0.0003686642197874128,0.0,0.0,0.0,9.157824588009578e-05
truffle,0.0037480701779515533,0.0,0.0,0.0,0.0,0.0,0.0,0.0025357423782876136,0.0,0.0038826013544774347,0.0,0.002361543836134544,0.0,0.0,0.0,0.0008351971831234098
peach,0.001335198988664338,0.0010973837052023513,0.0,0.0,0.001101893653796279,0.001725910399973294,0.0,0.0008516320385703066,0.0,0.0,0.0,0.0008294451496868821,0.0,0.0,0.0,0.00046276426239289675
grapefruit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tongue,0.0010405591886367643,0.0,0.0,0.0010079442856926978,0.0,0.0,0.0,0.0006533079093461981,0.0,0.0,0.0,0.0006411414466664161,0.0,0.0,0.0,0.00022286352202280507
dog,0.005441058930253793,0.0,0.0,0.0,0.0,0.0,0.0,0.0041634113878968445,0.0,0.0,0.0,0.004094532299591857,0.0,0.0,0.004554964809506743,0.001216931161816616
quail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corn,0.0003195537016139023,0.0,0.0,0.0,0.00025866551515926924,0.0004141261334409971,0.0,0.00019094812275233103,0.0002896772834585636,0.0,0.0,0.00018788841835031366,0.0,0.0,0.0,0.00011072394498502513
lime,0.0003812057437770503,0.0,0.0,0.0,0.0002868038408057181,0.00046826551842107434,0.0,0.00021018477731485363,0.00026253026785205875,0.0,0.0,0.00021146920241444173,0.0,0.0,0.0,0.00012136395670567978
apricot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parrotfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shark,0.0,0.0,0.004002852009976105,0.0,0.0,0.0,0.0,0.0019540910256159614,0.0,0.0,0.0,0.0019573544272931172,0.0,0.0,0.002164980734144417,0.0006719518798019734
goldfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dolphin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bus,0.0,0.0,0.0,0.0037302308547609497,0.0,0.0,0.004428719893383463,0.003245476301357346,0.0,0.0,0.0,0.0032203388457383896,0.0,0.0,0.0,0.0009749843930160098
wand,0.0,0.0,0.0,0.0035007012818345693,0.0,0.0,0.0,0.002949757187084248,0.0,0.0,0.0,0.0029775804440991733,0.0,0.0,0.0,0.0006285359275345327
problem,0.0,0.0,0.0,0.001739896736005697,0.0,0.0,0.0,0.0015270639825019023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021779738123383995
spider,0.0,0.0,0.0,0.0012227931765362299,0.0,0.0,0.0,0.0011683827117113879,0.0,0.0,0.0,0.0011579964354406658,0.0,0.0,0.0012783090510641336,0.0003218320916501611
bellflower,0.0,0.0,0.0,0.0,0.005708041592282798,0.0,0.0,0.019151094464507856,0.0,0.0,0.0,0.01917779055533086,0.0,0.0,0.0,0.0029357951074747675
violet,0.0,0.0,0.0,0.0,0.0011592787580846748,0.0,0.0,0.0010944174387875801,0.0,0.0,0.0,0.0011079083228124574,0.0,0.0,0.0,0.00022410696797898084
flower,0.0,0.0,0.0,0.0,0.11358970115040229,0.0,0.0,0.10672866432485935,0.0,0.0,0.0,0.10572916808666623,0.0,0.10494780380187756,0.0,0.02873302249092036
orchid,0.0,0.0,0.0,0.0,0.007615140684166518,0.0,0.0,0.008636911687631445,0.0,0.0,0.0,0.008763672276414268,0.0,0.0,0.0,0.001667714976547482
geranium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marigold,0.0,0.0,0.0,0.0,0.00988932178404892,0.0,0.0,0.007588895883390197,0.0,0.0,0.0,0.007625380270864141,0.0,0.0,0.0,0.001673573195886884
buttercup,0.0,0.0,0.0,0.0,0.014304776407469508,0.0,0.0,0.015131575861286398,0.0,0.0,0.0,0.015169096364246796,0.0,0.0,0.0,0.0029736965755335133
fir,0.0,0.0,0.0,0.0,0.00122210918444236,0.0,0.0,0.001271031540204855,0.001485463864629385,0.0,0.0,0.001236834048540515,0.0,0.0,0.0,0.00034769590918780764
daffodil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elm,0.0,0.0,0.0,0.0,0.004445238863208149,0.0,0.0,0.005969099226418927,0.007059033194281833,0.0,0.0,0.0058683283106461745,0.0,0.0,0.0,0.0015561133063036721
dogwood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
willow,0.0,0.0,0.0,0.0,0.0018856376651182147,0.0,0.0,0.0020617527403326394,0.0,0.0,0.0,0.0020213866175444037,0.0,0.0,0.0,0.0003979184681996838
daisy,0.0,0.0,0.0,0.0,0.005482490276831276,0.0,0.0,0.005828559647258969,0.0,0.0,0.0,0.005640150056148972,0.0,0.0,0.0,0.0011300799986826144
locust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sycamore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
balloon,0.0,0.0,0.0,0.0,0.0,0.0,0.0013715343468812522,0.0008391219970711698,0.0,0.0,0.0,0.0008115060430555357,0.0,0.0,0.0,0.00020147749246719719
car,0.0,0.0,0.0,0.0,0.0,0.0,0.010020588749401201,0.0072498206059177315,0.0,0.0,0.0,0.00721689067378101,0.0,0.0,0.0,0.001632486668606663
taxi,0.0,0.0,0.0,0.0,0.0,0.0,0.004291839507564764,0.0031653315538979444,0.0,0.0,0.0,0.0031462466659828033,0.0,0.0,0.0,0.0007068945151630341
jeep,0.0,0.0,0.0,0.0,0.0,0.0,0.0003790418044753017,0.00021159070142304546,0.0,0.0,0.0,0.00021437637395011798,0.0,0.0,0.0,5.366725865656434e-05
tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0008395850396032307,0.0007329995639502948,0.0,0.0,0.0,0.0007186047027988719,0.0,0.0007890679524490615,0.0,0.00020535048392009725
glass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009702662977594015,0.0,0.0,0.0,0.009604268285460025,0.0,0.009825275308685011,0.0,0.0019421471047826036
boot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007923962267704126,0.0,0.0,0.0,0.007872588103636469,0.0,0.0,0.0,0.0010531033580893732
feather,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004531059448466318,0.004752475901636202,0.0,0.0,0.004519549593609992,0.0,0.0,0.0,0.0009202056629141676
budgie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021160371206089865,0.0,0.0,0.023413648078391372,0.021129777818509998,0.0,0.0,0.02203444213021709,0.0058492159488805545
clothing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047298947767665925,0.0,0.0,0.0,0.04631605831378526,0.0,0.0,0.0,0.006241000405430078
lagoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015262063161593567,0.0,0.0,0.0,0.0,0.001816895564703191,0.0,0.0,0.00022287345872416985
scorpion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006938164405297234,0.0,0.0,0.0,0.006951936217863972,0.0,0.0,0.0,0.000926006708210747
moss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010673862330979938,0.0,0.0,0.0,0.0010726111832855508,0.0,0.0,0.0,0.00014266649442556964
night,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003994703279392756,0.0,0.0,0.0,0.0,0.0,0.0035435259092772703,0.0,0.0005025486125780018
dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023641100603171216,0.0,0.0,0.0,0.02354096364507732,0.0,0.0,0.0,0.003145470949883236
kingfisher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018776646055971118,0.0,0.0,0.0,0.0018487212212717117,0.0,0.0,0.0,0.0002484257217912549
insect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009123888173378247,0.0,0.0,0.0,0.0,0.0013957496450396189,0.0,0.0,0.00015387589749182957
pot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006052804020571512,0.0007090982002286827,0.0,0.0,0.0005888881585889006,0.0,0.0007269445500943387,0.0,0.00017534742073127153
sandpaper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002217084272967312,0.0,0.0,0.0,0.0021980623264086095,0.0,0.0,0.0,0.00029434310662506145
football,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012925184004529255,0.0,0.0,0.0,0.0012806379158777435,0.0,0.0,0.0,0.0001715437544220446
eye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013959935790911254,0.0,0.0,0.0,0.0013933945813237798,0.0,0.0,0.0,0.000185959210694327
sky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013666253829753869,0.0,0.0,0.0,0.0,0.001673551250359301,0.0,0.0,0.00020267844222231253
frog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002386225490324658,0.0,0.0,0.0,0.0024499243306829893,0.0,0.0,0.0027301231224662863,0.0005044181962315955
parakeet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plumage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05182512774304199,0.05164687708623414,0.0,0.0,0.05149082385433766,0.0,0.0,0.0,0.010330855245574252
peacock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042326712324819585,0.0,0.0,0.005509671086146035,0.004135268522690121,0.0,0.0,0.004322346441107714,0.0012133304854950553
sapphire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cloak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012709460091593378,0.0,0.0,0.0,0.0012539930918064502,0.0,0.0,0.0,0.0001683292733977192
lantern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003503583341291089,0.0,0.0,0.0,0.003416994525928119,0.0,0.0,0.0,0.00046137185781461385
umbrella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005683268501093005,0.0,0.0,0.0,0.005456089949520955,0.0,0.0,0.0,0.0007426238967075973
hose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001261875423126901,0.0,0.0,0.0,0.0012688066333366994,0.0,0.0,0.0,0.00016871213709757337
piano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019440742393857298,0.0,0.0,0.0,0.0019377414143516014,0.0,0.0,0.0,0.0002587877102491554
blossom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002476755420929897,0.0,0.0,0.0,0.002486728891819204,0.0,0.0019275392836435028,0.0,0.0004594015730928403
parrot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020508953947913553,0.0,0.0,0.023558783904170346,0.02065936131099956,0.0,0.0,0.021248146418280937,0.005731683038757626
suit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017899405117534767,0.0017978595006659225,0.0,0.0,0.0017954305919993705,0.0,0.0,0.0,0.00035888204029458466
starling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00190648297205633,0.0,0.0,0.0037534451370884766,0.0020006085513443223,0.0,0.0,0.002207004409534471,0.0006578360713349067
recorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009254233556929774,0.0,0.0,0.0,0.000914468323507083,0.0,0.0,0.0,0.00012265944528000404
feeling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017470858685247497,0.0,0.0,0.0,0.0,0.0019033953451776558,0.0,0.0,0.00024336541424682702
pit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001604499263560074,0.0,0.0,0.0,0.0015763917199908906,0.0,0.0,0.0,0.00021205939890339766
lawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022828274960817645,0.0,0.0,0.0,0.0023203018551398173,0.0,0.0,0.0,0.0003068752900814388
blackboard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006301674436703754,0.0,0.0,0.0,0.006185541451062961,0.0,0.0,0.0,0.0008324810591844477
fox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003253655615767318,0.00038079606575298956,0.0,0.0,0.00032081756688565863,0.0,0.0,0.00033892107671868815,9.106001806227121e-05
crypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024086737100387588,0.0,0.0,0.0,0.0023747471531293794,0.0,0.0,0.0,0.0003188947242112092
pyramid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002023777331447559,0.002784397064767078,0.0,0.0,0.0,0.0,0.0,0.0,0.0003205449597476425
cockroach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beetle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018234157251257766,0.0,0.0,0.0,0.0018281057698568402,0.0,0.0,0.0019537621785875145,0.00037368557823800876
giraffe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001462485826319904,0.0,0.0,0.0,0.0014394576936726526,0.0,0.0,0.0016799011387581889,0.000305456310583383
bat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00128745555990712,0.0,0.0,0.0,0.0012577441699992728,0.0,0.0,0.0012822203343900072,0.00025516133761976
skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004486546991506149,0.0,0.0,0.0,0.004371410624440332,0.0,0.0,0.0041596228353742515,0.0008678386967547155
crocodile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007103759000642126,0.0,0.0,0.0,0.0006720301440372377,0.0,0.0,0.0008154436394228429,0.00014652331223495287
snake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019204445702934538,0.0,0.0,0.0,0.0018821619214148017,0.0,0.0,0.0023648858087010056,0.00041116615336061747
bear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004981002169944266,0.0,0.0,0.0,0.0004997990998396504,0.0,0.0,0.000537502758602313,0.00010236013836242601
jaguar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008361588966803027,0.0,0.0,0.0,0.0008182363749664982,0.0,0.0,0.0008681445210981781,0.00016816931951633193
alligator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004189460953888385,0.004747496568780805,0.0,0.0,0.00417458402034901,0.0,0.0,0.0046459579383924185,0.001183833298760708
oven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007542087250265279,0.0,0.0,0.0,0.0007353913360024384,0.0,0.0,0.0,9.930667073526442e-05
squirrel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032407629254676625,0.0034341690399467134,0.0,0.0,0.003145705769385108,0.0,0.0,0.003266866362374352,0.0008725002731449223
raven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chameleon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rooster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004523777580516429,0.0,0.0,0.003189974135517537,0.0032720851340620203,0.0,0.0,0.003372451480551516,0.0009572192220431668
flea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017459806927558667,0.0,0.0,0.0,0.017252554930603542,0.0,0.0,0.01729254635791412,0.003466993881071755
lizard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005168860612385901,0.0,0.0,0.0,0.0051246440176811936,0.0,0.0,0.0055239886461034325,0.0010544995517447018
cannon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021432152237043146,0.0,0.0,0.0,0.002142201635778749,0.0,0.0,0.0,0.0002856944572988709
caterpillar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021827146734839514,0.0,0.0,0.0,0.002084615905008471,0.0,0.0,0.002028264261809988,0.00041970632268682734
tortoise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
barn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010010164608574604,0.0,0.0,0.0,0.010028896505010298,0.0,0.012546626223673312,0.0,0.0021723791558172145
zebra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flamingo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003093186928219635,0.0,0.0,0.002483571567837395,0.0030780384863332783,0.0,0.0,0.0028139245518978544,0.0007645814356192108
cricket,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011823953134369279,0.0,0.0,0.0,0.00011520841187646418,0.0,0.0,0.00012387616417006259,2.382160715934797e-05
bee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000571755161866436,0.0,0.0,0.0,0.0005726250949586927,0.0,0.0,0.0006990228322051261,0.00012289353926868367
panther,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020933378258972,0.0,0.0,0.0,0.0020340040201878534,0.0,0.0,0.0019725534645871224,0.00040665968737814504
crow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010827485502334176,0.0,0.0,0.001161250057580175,0.0010521981916855718,0.0,0.0,0.0012037204051155292,0.00029999448030764624
coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000433144508254117,0.0,0.0,0.0,0.0,0.000520794398954012,0.0,0.0,6.35959271472086e-05
tire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02516774375115592,0.0,0.0,0.0,0.024579612327260778,0.0,0.0,0.0,0.0033164904052277798
buzzard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013326726986701955,0.0015879700051103646,0.0,0.0,0.001337028470800207,0.0,0.0,0.001512796918380152,0.0003846978728640613
thought,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035123375333355263,0.0,0.0,0.0,0.0,0.0033886129227563427,0.0,0.0,0.0004600633637394579
gorilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002717046228618866,0.0,0.0,0.0,0.0025500881696389286,0.0,0.0,0.0027999115298854653,0.0005378030618762174
cheetah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004161948988429198,0.0,0.0,0.0,0.004172093769563467,0.0,0.004575409584106209,0.0,0.0008606301561399249
tarantula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turtle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001828688279692069,0.0,0.0,0.0,0.0017717141452380447,0.0,0.0,0.0022471453580283607,0.00038983651886389826
leopard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001055491479794722,0.0012696605956808331,0.0,0.0,0.0010590664883801248,0.0,0.0,0.0010976207661461297,0.0002987892886667873
clarinet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022176442581774507,0.0,0.0,0.0,0.002162202004515084,0.0,0.0,0.0,0.0002919897508461689
emerald,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002927445693909663,0.0,0.0,0.0,0.0028917887683257365,0.0,0.0,0.0031336722910331968,0.0005968604502179064
