,context,n_concepts,mean_tfidf,mean_diff,evidence
0,and,7,0.03,0.02,-
1,egg,7,0.03,0.03,-
2,such,6,0.01,0.0,-
3,provides,6,0.02,0.02,-
4,salt,6,0.05,0.05,-
5,addition,6,0.01,0.0,-
6,serving,6,0.03,0.03,-
7,several,6,0.01,0.01,-
8,eating,6,0.02,0.02,-
9,food,6,0.02,0.02,-
10,eaten,6,0.06,0.06,-
11,sometimes,6,0.02,0.01,-
12,down,6,0.01,0.01,-
13,cooking,6,0.02,0.02,-
14,of,6,0.03,0.02,-
15,store,5,0.01,0.01,-
16,ross,5,0.0,0.0,-
17,groups,5,0.01,0.01,-
18,1997,5,0.0,0.0,-
19,17,5,0.01,0.0,-
20,cooking,6,0.02,0.02,-
21,cook,4,0.01,0.0,-
