context,evidence_type,categories
drop,u,relation measure vehicle
filled,u,measure
poured,u,measure
bottom,u,measure vehicle
fish,u,measure
containing,u,measure
wine,u,measure vehicle
50,u,measure
collecting,u,measure vehicle
liquid,u,measure
dropping,u,measure
glasses,u,measure
12,u,measure
99,u,measure vehicle
sold,u,measure
amp,u,measure vehicle animal
available,u,measure
person,u,measure vehicle
butter,u,measure
also,u,measure vehicle
says,NA,relation measure vehicle
discovered,NA,measure relation
bowl,NA,measure vehicle
stuffed,NA,measure vehicle
95,NA,measure vehicle
250,NA,measure vehicle
came,NA,measure relation
here,NA,measure vehicle
contains,NA,measure
dried,NA,measure
between,NA,relation measure vehicle
movie,NA,measure
finger,NA,measure
eight,NA,relation measure vehicle
pitcher,NA,measure no-cat
roll,NA,relation measure vehicle
retail,NA,measure
shell,NA,measure
melted,NA,measure
flower,NA,measure vehicle
together,NA,measure vehicle
oak,NA,measure
night,NA,measure
pretty,u,object relation measure vehicle
add,NA,measure vehicle
sea,NA,measure
eat,NA,measure vehicle
very,NA,measure vehicle animal
tells,NA,measure vehicle
per,u,measure relation
order,NA,measure animal
whether,NA,measure
nice,NA,measure vehicle
couple,NA,no-cat measure vehicle
causing,NA,measure relation
worked,NA,measure animal
restaurant,NA,measure vehicle
rod,NA,relation measure vehicle
plenty,NA,measure vehicle
colored,NA,measure vehicle
pieces,NA,measure
price,NA,measure vehicle
topped,NA,no-cat measure vehicle
ink,NA,measure no-cat
industry,u,measure vehicle animal
selling,NA,measure
falls,NA,measure
frame,NA,measure vehicle
great,NA,no-cat measure vehicle
depending,NA,measure relation
label,NA,measure vehicle
among,NA,measure
burn,NA,measure relation
largest,NA,measure animal
laden,NA,measure
essential,NA,measure relation
makes,NA,measure vehicle
market,NA,measure vehicle
fun,NA,relation measure vehicle
grease,NA,measure
itself,NA,relation measure vehicle animal
fell,NA,measure
sweet,NA,measure
spend,NA,measure vehicle
songs,NA,measure relation
song,NA,measure
vinegar,NA,measure
worn,NA,measure vehicle
35,u,object measure all
traditional,u,measure vehicle animal
paid,NA,measure relation
phenomenon,NA,measure
month,NA,measure relation
meter,u,measure animal
police,NA,measure relation
share,NA,measure vehicle animal
setting,NA,relation measure vehicle animal
sells,NA,measure vehicle
second,NA,measure no-cat animal
potato,NA,measure
annual,NA,measure vehicle
cat,NA,measure vehicle
corn,NA,measure
candles,NA,measure
contain,NA,measure
custom,NA,measure vehicle
customers,NA,measure vehicle animal
company,NA,measure vehicle animal
christmas,NA,relation measure vehicle
king,NA,measure vehicle
late,NA,measure animal
parents,NA,measure vehicle
na,NA,measure vehicle
palm,NA,measure
ounce,NA,measure
throughout,NA,relation measure vehicle
thus,NA,measure vehicle animal
seller,NA,measure vehicle
feel,NA,measure vehicle
felt,NA,measure vehicle animal
1983,NA,measure
slip,NA,measure animal
similar,NA,measure relation animal
sky,NA,measure
facing,NA,relation measure vehicle
expensive,NA,measure vehicle animal
