,mammal,animal,no-cat,bird,criminal,all,communication,relation,fish,object,food,female,measure,mean
millionaire,0.0,0.0,0.0,0.0,0.0,0.001493530162861989,0.0,0.0,0.0,0.0015270909711344266,0.0,0.0,0.0,0.00023235547184587813
hitchhiker,0.0,0.0,0.0,0.0,0.0,0.059175146568626845,0.0,0.0,0.0,0.060004532976975784,0.0,0.0,0.0,0.009167667657354049
novice,0.0,0.0,0.0,0.0,0.0,0.003973952451211549,0.0,0.0,0.0,0.003988879737347987,0.0,0.0,0.0,0.0006125255529661181
settler,0.0,0.0,0.0,0.0,0.0,0.002257709806909937,0.0,0.0,0.0,0.0022665456755571805,0.0,0.0,0.0,0.00034801965249747064
bondsman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kinsman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
christ,0.0,0.0,0.0,0.0,0.0,0.00039078060424056104,0.0,0.0,0.0,0.0003902700953140565,0.0,0.0,0.0,6.008082304266289e-05
nationalist,0.0,0.0,0.0,0.0,0.0,0.0018387176027072486,0.0,0.0,0.0,0.0018518925643694663,0.0,0.0,0.0,0.0002838930897751319
employer,0.0,0.0,0.0,0.0,0.0,0.0017568487870438477,0.0,0.0,0.0,0.0017736405660175045,0.0,0.0,0.0,0.0002715761040816425
docent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sculptor,0.0,0.0,0.0,0.0,0.0,0.0023974313101698358,0.0,0.0,0.0,0.0024200940279452384,0.0,0.0,0.0,0.00037057887216269795
junior,0.0,0.0,0.0,0.0,0.0,0.004135139990877135,0.0,0.0,0.0,0.004156319903292548,0.0,0.0,0.0,0.0006378046072438218
choirmaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grandfather,0.0,0.0,0.0,0.0,0.0,0.00018581171427194798,0.0,0.0,0.0,0.00018993109060788074,0.0,0.0,0.0,2.890329268306375e-05
diplomat,0.0,0.0,0.0,0.0,0.0,0.0036680141817220014,0.0,0.0,0.0,0.0037268918745121133,0.0,0.0,0.0,0.0005688389274026242
monk,0.0,0.0,0.0,0.0,0.0,0.001488892349669828,0.0,0.0,0.0,0.0015093488506013992,0.0,0.0,0.0,0.0002306339384824021
sophomore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
actor,0.0,0.0,0.0,0.0,0.0,0.009467010005489591,0.0,0.0,0.0,0.009598719146068748,0.0,0.0,0.0,0.0014665945501198723
baritone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
godson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waiter,0.0,0.0,0.0,0.0,0.0,0.005169942378360502,0.0,0.0,0.0,0.005211849814725993,0.0,0.0,0.0,0.0007985993994681919
cook,0.0,0.0,0.0,0.0,0.0,0.004500583851019569,0.0,0.0,0.0,0.004545692481529941,0.0,0.0,0.0,0.0006958674101961162
tenor,0.0,0.0,0.0,0.0,0.0,0.001006975249328602,0.0015643423927907713,0.0,0.0,0.0010193039632052324,0.0,0.0,0.0,0.0002762016619480466
surveyor,0.0,0.0,0.0,0.0,0.0,0.0007046907097051023,0.0,0.0,0.0,0.0007133807795271635,0.0,0.0,0.0,0.00010908242224863582
grandson,0.0,0.0,0.0,0.0,0.0,0.004445217715893119,0.0,0.0,0.0,0.00452203498255651,0.0,0.0,0.0,0.00068978866911151
husband,0.0,0.0,0.0,0.0,0.0,0.089314947062775,0.0,0.0,0.0,0.0915610250370446,0.0,0.0,0.0,0.013913536315370737
philosopher,0.0,0.0,0.0,0.0,0.0,0.002047667163012402,0.0,0.0,0.0,0.0020496829253352595,0.0,0.0,0.0,0.0003151807760267432
superman,0.0,0.0,0.0,0.0,0.0,0.000984186130911411,0.0,0.0,0.0,0.0009770214236163746,0.0,0.0,0.0,0.00015086211957906045
imposter,0.0,0.0,0.0,0.0,0.0,0.011488808001756097,0.0,0.0,0.0,0.011596003484730374,0.0,0.0,0.0,0.0017757547297297287
adventurer,0.0,0.0,0.0,0.0,0.0,0.007650789642535192,0.0,0.0,0.0,0.0077081835118975395,0.0,0.0,0.0,0.0011814594734179025
chairman,0.0,0.0,0.0,0.0,0.0,0.0008812053289291696,0.0,0.0,0.0,0.0008883800806559348,0.0,0.0,0.0,0.00013612195458346957
manager,0.0,0.0,0.0,0.0,0.0,0.002098056125037725,0.0,0.0,0.0,0.002119720099256618,0.0,0.0,0.0,0.0003244443249457187
headmaster,0.0,0.0,0.0,0.0,0.0,0.0015344155073686947,0.0,0.0,0.0,0.0015470914089492813,0.0,0.0,0.0,0.00023703899356292122
god,0.0,0.0,0.0,0.0,0.0,0.002386217579614663,0.0,0.0,0.0,0.00240673905807544,0.0,0.0,0.0,0.00036868897213000794
master,0.0,0.0,0.0,0.0,0.0,0.0035842428664147404,0.0,0.0,0.0,0.0036158821668183768,0.0,0.0,0.0,0.0005538557717871628
czar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
policeman,0.0,0.0,0.0,0.0,0.0,0.0033295316578954345,0.0,0.0,0.0,0.0033555523043197117,0.0,0.0,0.0,0.0005142372278627035
prince,0.0,0.0,0.0,0.0,0.0,0.0015295503082643242,0.0,0.0,0.0,0.0015456038730172763,0.0,0.0,0.0,0.00023655032163704618
homeboy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pathologist,0.0,0.0,0.0,0.0,0.0,0.0012885834614947808,0.0,0.0,0.0,0.0012970341265641989,0.0,0.0,0.0,0.0001988936606199215
scorer,0.0,0.0,0.0,0.0,0.0,0.0007483545117639206,0.0,0.0,0.0,0.0007523455730483233,0.0,0.0,0.0,0.0001154384680624803
leader,0.0,0.0,0.0,0.0,0.0,0.005223186462897889,0.0,0.0,0.0,0.005261627916735225,0.0,0.0,0.0,0.0008065241830487011
biologist,0.0,0.0,0.0,0.0,0.0,0.0005106288732338637,0.0,0.0,0.0,0.0005111427189804557,0.0,0.0,0.0,7.859781478571689e-05
driver,0.0,0.0,0.0,0.0,0.0,0.009949819226017504,0.011343099002224766,0.0,0.0,0.010075832451945363,0.0,0.0,0.0,0.0024129808215528946
liberal,0.0,0.0,0.0,0.0,0.0,0.0015394796181832937,0.0,0.0,0.0,0.001564798413793873,0.0,0.0,0.0,0.00023879061784439745
pioneer,0.0,0.0,0.0,0.0,0.0,0.013712596918905794,0.0,0.0,0.0,0.013812548756917306,0.0,0.0,0.0,0.0021173188981402384
guard,0.0,0.0,0.0,0.0,0.0,0.0043904488290208805,0.0,0.0,0.0,0.004421772863969913,0.0,0.0,0.0,0.000677863207153138
sidekick,0.0,0.0,0.0,0.0,0.0,0.021724801154157914,0.0,0.0,0.0,0.021811536554729432,0.0,0.0,0.0,0.003348949054529796
hematologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
godfather,0.0,0.0,0.0,0.0,0.0,0.0024066111505443954,0.0,0.0,0.0,0.002445512094483382,0.0,0.0,0.0,0.00037324024961752137
mister,0.0,0.0,0.0,0.0,0.0,0.001480045083061572,0.0,0.0,0.0,0.0,0.0,0.0014653662860604252,0.0,0.0002265701053170767
bassist,0.0,0.0,0.0,0.0,0.0,0.004012301426683664,0.0,0.0,0.0,0.004042014348056671,0.0,0.0,0.0,0.0006195627519031028
federalist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hippy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daddy,0.0,0.0,0.0,0.0,0.0,0.0005052010761191632,0.0,0.0,0.0,0.0005101779267249883,0.0,0.0,0.0,7.81060771418578e-05
spokesman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
assistant,0.0,0.0,0.0,0.0,0.0,0.003287802520354057,0.0,0.0,0.0,0.0033256390890770275,0.0,0.0,0.0,0.000508726277648545
idiot,0.0,0.0,0.0,0.0,0.0,0.0036105375594284554,0.0,0.0,0.0,0.0033955159153150755,0.0,0.0,0.0,0.000538927190364887
duke,0.0,0.0,0.0,0.0,0.0,0.0006274995645402554,0.0,0.0,0.0,0.000636391002082117,0.0,0.0,0.0,9.722235127864403e-05
brother,0.0,0.0,0.0,0.0,0.0,0.0011599389513070977,0.0,0.0,0.0,0.0011765961020789547,0.0,0.0,0.0,0.00017973346564508096
tsar,0.0,0.0,0.0,0.0,0.0,0.0008815065294341071,0.0,0.0,0.0,0.000896653253921101,0.0,0.0,0.0,0.00013678152179655447
masseur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freelancer,0.0,0.0,0.0,0.0,0.0,0.014486715275591578,0.0,0.0,0.0,0.014632496183034464,0.0,0.0,0.0,0.002239939342971234
steward,0.0,0.0,0.0,0.0,0.0,0.002590483522779884,0.0,0.0,0.0,0.0026308129414625613,0.0,0.0,0.0,0.00040163818955711117
inmate,0.0,0.0,0.0,0.0,0.0,0.021155785910608783,0.0,0.0,0.0,0.021229414467268528,0.0,0.0,0.0,0.0032604000290674855
concierge,0.0,0.0,0.0,0.0,0.0,0.007451015343733681,0.0,0.0,0.0,0.007526830409014967,0.0,0.0,0.0,0.0011521419809806652
neurobiologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
groom,0.0,0.0,0.0,0.0,0.0,0.004643175553044607,0.0,0.0,0.0,0.004693694778479085,0.0,0.0,0.0,0.0007182207947325916
countertenor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
friar,0.0,0.0,0.0,0.0,0.0,0.0005575291265505772,0.0,0.0,0.0,0.0005673695398676993,0.0,0.0,0.0,8.653066664755973e-05
lover,0.0,0.0,0.0,0.0,0.0,0.023107019962253197,0.0,0.0,0.0,0.023280817412795182,0.0,0.0,0.0,0.0035682951826960293
twin,0.0,0.0,0.0,0.0,0.0,0.0011438521241429946,0.0,0.0,0.0,0.0011466808044741075,0.0,0.0,0.0,0.00017619484066285401
father-in-law,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
batman,0.0,0.0,0.0,0.0,0.0,0.0011398554515578455,0.0,0.0,0.0,0.0011354752400847086,0.0,0.0,0.0,0.000175025437818658
king,0.0,0.0,0.0,0.0,0.0,0.0017042321667545995,0.0,0.0020361282964493376,0.0,0.0017225995979880439,0.0,0.0,0.0,0.00042022769701476775
ally,0.0,0.0,0.0,0.0,0.0,0.0024745959945820825,0.0,0.0,0.0,0.002523291033244535,0.0,0.0,0.0,0.0003844528482943552
comrade,0.0,0.0,0.0,0.0,0.0,0.01202891368163106,0.0,0.0,0.0,0.012186675318049622,0.0,0.0,0.0,0.0018627376153600524
psychologist,0.0,0.0,0.0,0.0,0.0,0.003336438507516731,0.0,0.0,0.0,0.0033679898774648357,0.0,0.0,0.0,0.0005157252603831974
trafficker,0.0,0.0,0.0,0.0,0.0,0.0036094959131383383,0.0,0.0,0.0,0.003635428572950986,0.0,0.0,0.0,0.0005573018835453327
fiance,0.0,0.0,0.0,0.0,0.0,0.004806311237605606,0.0,0.0,0.0,0.004868455437895679,0.0,0.0,0.0,0.0007442128211924066
founder,0.0,0.0,0.0,0.0,0.0,0.00252867237469096,0.0,0.0,0.0,0.002552338592372066,0.0,0.0,0.0,0.0003908469974663866
uncle,0.0,0.0,0.0,0.0,0.0,0.0009630091207927194,0.0,0.0,0.0,0.0009757345043915917,0.0,0.0,0.0,0.0001491341250141778
refugee,0.0,0.0,0.0,0.0,0.0,0.00024936331615939386,0.0,0.0,0.0,0.00025569706214493746,0.0,0.0,0.0,3.8850798331102406e-05
lifeguard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monastic,0.0,0.0,0.0,0.0,0.0,0.007438853993938535,0.0,0.0,0.0,0.00748525812381957,0.0,0.0,0.0,0.0011480086244429312
suitor,0.0,0.0,0.0,0.0,0.0,0.015293758997759848,0.0,0.0,0.0,0.015450474642032894,0.0,0.0,0.0,0.0023649410492148264
cofounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
businessman,0.0,0.0,0.0,0.0,0.0,0.00029633188376857193,0.0,0.0,0.0,0.00030139626580268005,0.0,0.0,0.0,4.597908842855784e-05
robert,0.0,0.0,0.0,0.0,0.0,0.0004094240643074147,0.0,0.0,0.0,0.0,0.0,0.000403497770901151,0.0,6.253244886219736e-05
hero,0.0,0.0,0.0,0.0,0.0,0.007913309936832695,0.0,0.0,0.0,0.007967848152412887,0.0096060316393769,0.0,0.0,0.001960553056047883
heir,0.0,0.0,0.0,0.0,0.0,0.004093593561275911,0.0,0.0,0.0,0.004155683594817676,0.0,0.0,0.0,0.0006345597812379682
