property,all,all-p,prop-specific,non-specific,p,l,n,i,r,b,u
square,1.0,0.9461933678211799,,0.9461933678211799,,,,0.9461933678211799,0.7762804822417396,,1.0
warm,0.7655076620381724,0.7464889568298576,0.7464889568298576,0.7036061662991935,0.6476433156639106,0.6096995559209611,0.7464889568298576,0.6819055272834404,0.7036061662991935,,0.7655076620381724
black,0.7717870747093801,0.7504184391089996,0.7504184391089996,0.7319153076553411,0.7504184391089996,0.6590676592613038,,0.7319153076553411,0.6876418864361191,,0.7717870747093801
red,0.8634920634920634,0.7950202937134309,0.7950202937134309,0.7080026892232811,0.7950202937134309,,,0.7080026892232811,0.6360328085965384,,0.8634920634920634
fly,1.0,0.9007479540316731,0.9007479540316731,0.8537174095165347,0.9007479540316731,0.7704055247730697,0.8117148196905957,0.8214242490164009,0.8537174095165347,0.727285507832647,1.0
dangerous,0.8616400973093713,0.8598536323361368,0.8404295853430372,0.8598536323361368,0.8404295853430372,0.7727089964724054,0.8255122716057485,0.8598536323361368,0.8278817087705287,0.7257433126381533,0.8616400973093713
wings,0.8530898349406575,0.8530898349406575,0.8530898349406575,0.8413341692769559,0.8530898349406575,0.8031509579067672,,0.8413341692769559,0.7947853182944618,0.7316230628409689,0.7869968554980299
sweet,0.8893974480444926,0.8893974480444926,0.8893974480444926,0.8684476894251888,0.8893974480444926,,,0.8684476894251888,,,0.7355598177276134
hot,0.7776378507916599,0.7776378507916599,0.7776378507916599,0.7313837725745737,0.7776378507916599,,0.6881777721261327,0.6924491234570265,0.7313837725745737,,0.7327491056041138
used_in_cooking,0.948462822641732,0.948462822641732,0.9308447234333201,0.948462822641732,0.9308447234333201,0.9135393817218227,0.7055901958014393,0.948462822641732,0.9434515828951608,,0.8767328594818034
juicy,0.8278960934167252,0.8278960934167252,0.7927112216958616,0.8278960934167252,0.7927112216958616,,,0.8278960934167252,0.7845844933187848,,0.8112725185216986
green,0.8580151878529534,0.8580151878529534,0.8580151878529534,0.7746626101230847,0.8580151878529534,,,0.7746626101230847,0.7502456867001918,,0.7870682560419235
made_of_wood,0.8103138024124116,0.8103138024124116,0.8103138024124116,0.7305923592033634,0.8103138024124116,,,0.7305923592033634,0.6861499090838564,,0.7927478899552016
blue,0.9075369075369075,0.8104954219615076,0.7668369360500908,0.8104954219615076,0.7668369360500908,,,0.8104954219615076,0.7445393223858836,,0.9075369075369075
yellow,0.81546500932451,0.790175969953277,0.790175969953277,0.7687823791226815,0.790175969953277,,,0.7687823791226815,,,0.81546500932451
roll,0.8928311452861739,0.7935957306325064,0.7864287794333925,0.7935957306325064,0.7743731444353156,0.7864287794333925,,0.7822709924310818,0.7935957306325064,,0.8928311452861739
female,0.8507651710223635,0.8507651710223635,0.6949029809079705,0.8507651710223635,,0.6949029809079705,,0.8507651710223635,,0.7882058677945109,0.7693002137077852
cold,0.8980518153528558,0.7740724619732048,0.7740724619732048,0.7282418199013565,0.7049116351405947,,0.7740724619732048,0.7282418199013565,0.6742734474057771,,0.8980518153528558
round,0.8465156152342521,0.7770710948148425,0.6810824447064381,0.7770710948148425,0.6810824447064381,0.4956548723487159,,0.7770710948148425,0.6080837077521745,,0.8465156152342521
wheels,0.891279587962883,0.891279587962883,0.843192567676652,0.891279587962883,0.843192567676652,0.774089695536968,,0.8459493089347697,0.891279587962883,,0.829690377834223
lay_eggs,0.8492015064611866,0.8492015064611866,0.8431537602821026,0.8492015064611866,0.8431537602821026,,,0.8492015064611866,0.782870700168883,,0.7972182260071544
swim,0.925925925925926,0.8223287540507987,0.6726391897053422,0.8223287540507987,0.6726391897053422,,,0.8223287540507987,0.7510280602202472,,0.925925925925926
median,0.8598276425811624,0.8251124237337619,0.7927112216958616,0.8164120880061532,0.7938657577046462,0.7715572606227376,0.7602807094015311,0.8159598354889542,0.7510280602202472,0.729454285336808,0.8225776935793665
