,animal,fruit,plant,vegetable,mammal,no-cat,measure,relation,green,weapon,bird,object,communication,food,all,mean
jade,0.0015443260044244996,0.0,0.0,0.0,0.0018597001830439857,0.0,0.0,0.0,0.0,0.0,0.0,0.0011747376127305654,0.0,0.0,0.0013251252272361914,0.00039359260182901616
mussel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fox,0.00023293568431755133,0.0,0.0,0.0,0.00029984496679709915,0.0,0.0,0.000217535509150807,0.0,0.0,0.0,0.0001978499191064402,0.0,0.0,0.0002041927631639607,7.682392283572389e-05
herring,0.0009317596150622378,0.0,0.0,0.0,0.0,0.0009179534586549192,0.0,0.0,0.0,0.0,0.0,0.0008226195220191921,0.0,0.0007374842518557076,0.0008412221115894408,0.0002834025972787665
giraffe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jaguar,0.001959532381451818,0.0,0.0,0.0,0.0027775474796041186,0.0,0.0,0.0,0.0,0.0,0.0,0.001511425067063537,0.0,0.0,0.0015376400242488775,0.0005190763301578901
housefly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
squirrel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raven,0.0007388819966950793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008168040549663546,0.0005445080212584505,0.0,0.0,0.0005544921612271549,0.0001769790822764693
human,0.0018294705270258777,0.0,0.0,0.0,0.002617813572788438,0.0,0.0,0.0,0.0,0.0,0.0,0.001564673488429748,0.0,0.0,0.0016159711074966727,0.0005085285797160491
slug,0.0002740591972182125,0.0,0.0,0.0,0.0,0.0,0.0003153420493710156,0.00026739906214918194,0.0,0.00047397513474744016,0.0,0.00019068722108619873,0.0,0.00020519186861833727,0.00019292887282352635,0.00012797222706759415
chicken,0.0008466663272823583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008983090233845391,0.0008266952160265823,0.0,0.0008808189116453645,0.0008442866400617733,0.00028645174122670785
shrimp,0.003718509277573636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002977587823729774,0.0,0.00285526822744577,0.003042553018127322,0.0008395945564584335
lark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buzzard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raccoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leopard,0.0014065116088449068,0.0,0.0,0.0,0.001669633255946676,0.0,0.0,0.0011268223710526625,0.0,0.0,0.0,0.0010022188725694742,0.0,0.0,0.0010169286528013606,0.00041480765074767195
spider,0.0038720279246289243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028834604280742696,0.0061150334859236995,0.0,0.002931272127645099,0.0010534529310847994
whale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dog,0.00033670216189744806,0.0,0.0,0.0,0.00036386723993755483,0.0003692313071840318,0.0,0.0,0.0,0.0,0.0,0.00027274734626593546,0.0,0.00022718807599365475,0.0002757071125772833,0.00012302954959039387
robin,0.00018618304427210695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020237580713306543,0.00017068674841727095,0.0,0.0,0.00017419724599741164,4.889618972132367e-05
lion,0.00038598048903419895,0.0,0.0,0.0,0.000483074611644204,0.0,0.0,0.0,0.0,0.0,0.0,0.00030608213478785037,0.0,0.0,0.00030916398764577755,9.89534148741354e-05
wasp,0.0009127588851406012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007181147106647696,0.0,0.0,0.0007387769116820756,0.0001579767004991631
guava,0.0,0.0042736396277420355,0.0036567689312148664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033085998954807826,0.0,0.0038913184280899753,0.003991039232948292,0.00127475774103173
strawberry,0.0,0.02773599734492476,0.02022328310521549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021831030837860154,0.0,0.023447640642786767,0.022894777654486043,0.007742181972351548
banana,0.0,0.04015234642214639,0.03483060324688256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03706669312250391,0.0,0.03931444152053857,0.03867697174674255,0.012669403737254266
fruit,0.0,0.026398967790666594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025122162509505375,0.0,0.0,0.02616005015377416,0.005178745363596409
berry,0.0,0.004763514876775244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004756608760886128,0.0,0.004576379865596291,0.005027420170197852,0.0012749282448970343
blackberry,0.0,0.007778834802392739,0.005988665822263344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007518863682655703,0.0,0.007780308347995648,0.008112426878230912,0.002478606635569223
olive,0.0,0.008191087515960902,0.006986144534123264,0.0,0.0,0.0,0.0,0.009308323877831226,0.0,0.0,0.0,0.008069059498783037,0.0,0.008170145299745933,0.008605233439423805,0.0032886662777245447
apple,0.0,0.0007425759744329608,0.0005894995117622816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007958570172077433,0.0,0.0007766653247178046,0.0008492199351122843,0.00025025451754887164
watermelon,0.0,0.004574340190665293,0.004186120422009203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045213195303849115,0.0,0.004809649110800369,0.00468333735663219,0.0015183177740327976
melon,0.0,0.0073306347061705985,0.006779373685869748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008172467890997312,0.0,0.008261346212616648,0.008472329115784097,0.0026010767740958936
pear,0.0,0.010311055179114865,0.008598470125525974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00973121580865113,0.0,0.009964902262353527,0.010092546526796902,0.00324654599349616
avocado,0.0,0.01577104342439732,0.01373717097591541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015599572148649722,0.0,0.01614980980176151,0.01618502574180789,0.005162841472835457
mango,0.0,0.018285679432737036,0.016154678744181906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01561845551781445,0.0,0.01754297939653022,0.016921129770596992,0.00563486152412404
pineapple,0.0,0.014622266325492187,0.012892961104826201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01348379594226729,0.0,0.015041681501370157,0.014441301900035204,0.004698800451599402
coconut,0.0,0.005344604669276748,0.004663489359521884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004791043270140617,0.0,0.005197590145516633,0.005095069531555599,0.001672786465067432
grape,0.0,0.004928472264156434,0.0043781835849508784,0.0,0.0,0.0,0.0,0.0,0.0,0.004690207598383126,0.0,0.004571132151753967,0.0,0.005322865010060509,0.004888832215524597,0.0019186461883219678
serviceberry,0.0,0.05557974008296802,0.040529639099196206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15063295625320897,0.0,0.04722451719714181,0.1761397232968686,0.03134043839529224
grapefruit,0.0,0.003635442191021683,0.003388457367787995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003249807224044671,0.0,0.003915978963364288,0.003367433985085463,0.0011704746487536067
lime,0.0,0.003200849900322762,0.0026364226628784668,0.0,0.0,0.0,0.0,0.0033205943200952976,0.0,0.0,0.0,0.0028884735068804616,0.0,0.0030523388257844572,0.0031241363426574584,0.0012148543705745936
peanut,0.0,0.0038871567883058435,0.0035829882181411922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034732947979812627,0.0,0.0,0.0035727116272711483,0.000967743428779963
cherry,0.0,0.003955508544253443,0.00335655469327426,0.0,0.0,0.0,0.0,0.004028008850608432,0.0,0.0,0.0,0.0035284178392262174,0.0,0.0034880939011194497,0.003561560113292659,0.0014612095961182975
walnut,0.0,0.004749774043972232,0.004293974144331926,0.0,0.0,0.0,0.0,0.005818503754406956,0.0,0.0,0.0,0.004701315703211907,0.0,0.0,0.004739722670148009,0.0016202193544047352
blueberry,0.0,0.03958805059336645,0.033803711009512814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035723101409099116,0.0,0.03432855019860808,0.03638539841009394,0.011988587441378696
corn,0.0,0.011779045474129127,0.010526980849167932,0.0,0.0,0.0,0.0,0.010774675901246498,0.0,0.0,0.0,0.010980498407122076,0.0,0.011572275699583185,0.011126240454040265,0.0044506477856859385
combretum,0.0,0.0,0.008744371257848911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0324656468163098,0.0,0.0,0.033077333916193295,0.004952490132690133
lettuce,0.0,0.0,0.034756412612254296,0.04052707140989517,0.0,0.0,0.03652374376261829,0.0,0.0,0.0,0.0,0.03304622138600562,0.0,0.04062578015298785,0.037859726824117146,0.01488926374319189
herb,0.0,0.0,0.0037754597905138784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003860026998683896,0.0,0.003731499163607382,0.003955656648083204,0.0010215095067258907
spinach,0.0,0.0,0.011677249881418748,0.013659980731926872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012244662898341087,0.0,0.014355513421520255,0.012950834499765425,0.004325882762198159
cabbage,0.0,0.0,0.026633853918293347,0.03068270569155993,0.0,0.0,0.029091432693293534,0.0,0.0,0.0,0.0,0.028014682772658953,0.0,0.03128549552447261,0.028597048176267046,0.01162034791843636
cucumber,0.0,0.0,0.01151956905390193,0.012644144621078665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012140865309191187,0.0,0.013965064971235066,0.012587755998097234,0.004190493330233605
oregano,0.0,0.0,0.006353419309734981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006594909568951519,0.0,0.006929603979674219,0.008069908487433301,0.0018631894230529346
broccoli,0.0,0.0,0.007697011819770391,0.009416562117194131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007963478626811932,0.0,0.00864316482234766,0.007999981186840572,0.0027813465715309793
eucalyptus,0.0,0.0,0.013648269250109353,0.0,0.0,0.0,0.0,0.01814433308972335,0.0,0.0,0.0,0.013976843371589474,0.0,0.0,0.014789258996718742,0.004037246980542728
weed,0.0,0.0,0.01583907444266486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016602733484877376,0.0,0.0,0.017787878310657777,0.0033486457492133345
radish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rhubarb,0.0,0.0,0.008891217299857535,0.00954503351064097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009055923134744522,0.0,0.009649861010824568,0.009104460432983243,0.003083099692603389
cilantro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass,0.0,0.0,0.07722857007357865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09664748871461314,0.0,0.09322329863012681,0.10358237443994182,0.02471211545721736
pepper,0.0,0.0,0.0076117272180416876,0.007653620000739082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007816137084103572,0.0,0.008930242790922334,0.008141759647153793,0.002676899116064031
pine,0.0,0.0,0.004118341672033157,0.0,0.0,0.0,0.0,0.006025207261722151,0.0,0.0,0.0,0.004705504315269313,0.0,0.0,0.004955316860714279,0.00132029134064926
plantain,0.0,0.0,0.016030287804548585,0.01734306697122633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01730109706790391,0.0,0.01781312137647107,0.01871938550560058,0.005813797248383365
celery,0.0,0.0,0.007408873439157051,0.008145900904916799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00671108146391012,0.0,0.008498585611916713,0.006875754433424445,0.0025093463902216753
fir,0.0,0.0,0.0010731929794331732,0.0,0.0,0.0,0.0,0.0014850360524629948,0.0,0.0,0.0,0.0012439760630517285,0.0,0.0,0.0012884415773819309,0.0003393764448219885
asparagus,0.0,0.0,0.03316000934879687,0.03701581657347942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034051216779789346,0.0,0.03810767324925421,0.0340841364282702,0.011761256825306004
maize,0.0,0.0,0.021805104368888436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019557383101108237,0.0,0.0,0.020604488841077625,0.00413113175407162
vegetable,0.0,0.0,0.010214153725231673,0.010071312735172687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010290941285018845,0.0,0.011588161175295717,0.011034329396830585,0.003546593221169967
elm,0.0,0.0,0.002212087881363247,0.0,0.0,0.0,0.0,0.0030266350441108636,0.0,0.0,0.0,0.0024480904967350086,0.0,0.0,0.002482558117564957,0.0006779581026516051
dogwood,0.0,0.0,0.0029661470290497705,0.0,0.0,0.0,0.0,0.003771331044211885,0.0,0.0,0.0,0.003012550795715836,0.0,0.0,0.0030462462064208395,0.0008530850050265554
willow,0.0,0.0,0.014989076847784171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01832393294943812,0.0,0.0,0.019030613336001406,0.003489574875548247
fern,0.0,0.0,0.02367839646459266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025775381881780385,0.0,0.0,0.028131816354744984,0.005172372980074535
sycamore,0.0,0.0,0.004244981033997263,0.0,0.0,0.0,0.0,0.006066752330996858,0.0,0.0,0.0,0.005133932406994294,0.0,0.0,0.005574145168351777,0.0014013207293560128
shrub,0.0,0.0,0.004118902769834344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004685222142160106,0.0,0.0,0.004993051392367598,0.0009198117536241365
fenugreek,0.0,0.0,0.012798370000849813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012922652773709487,0.0,0.014906466097681956,0.013503929759084893,0.0036087612420884095
buttercup,0.0,0.0,0.022964442351185752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023793480467333965,0.0,0.0,0.02396284661589483,0.0047147179622943035
pumpkin,0.0,0.0,0.0029968244782783197,0.00319762901000087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333927032866216,0.0,0.0031721839207265903,0.0033586356843236472,0.0010706133417463762
cheese,0.0,0.0,0.001712839639140183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001737336423939244,0.0,0.0019972783350262493,0.0017763723296641755,0.0004815884485179901
garlic,0.0,0.0,0.007412309040731873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006925752121322577,0.0,0.008645641481707728,0.007085134725090052,0.0020045891579234818
rice,0.0,0.0,0.006541594996713544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006856184502089699,0.0,0.007027836852534575,0.006974390232110858,0.0018266671055632453
beet,0.0,0.0,0.008841156740466035,0.00933057053418374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008439523229160646,0.0,0.009281148495820568,0.00860952516556883,0.0029667949443466543
cassava,0.0,0.0,0.008454090790511563,0.0,0.0,0.0,0.0,0.00736063517725441,0.0,0.0,0.0,0.008337536067648837,0.0,0.0,0.008387109325987475,0.002169291424093486
carrot,0.0,0.0,0.021761898350257113,0.024964010667450152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024284583159530523,0.0,0.023985245131225026,0.02464118975906123,0.007975795137834937
galangal,0.0,0.0,0.009980708627223715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011627700586929197,0.0,0.0,0.011553498232748906,0.0022107938297934544
tomato,0.0,0.0,0.04290558121735815,0.0566137276581365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04241812508899056,0.0,0.051945198837613775,0.043339956196104375,0.01581483926654689
aubergine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
potato,0.0,0.0,0.018819088202978052,0.02113757845130784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01995651098152671,0.0,0.020091895881884016,0.02033882497656731,0.006689593232950928
iceberg,0.0,0.0,0.0,0.005590800612345139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006393249654912344,0.0,0.005498300581725583,0.006474032019574412,0.0015970921912371653
mushroom,0.0,0.0,0.0,0.0024256043625472943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021583712566429925,0.0,0.002053570140723715,0.0022053534286966005,0.0005895266125740402
tank,0.0,0.0,0.0,0.0,0.0,0.003029824446477561,0.003333928664208614,0.0,0.0,0.0,0.0,0.0028428367012179588,0.0,0.0,0.00307697220522972,0.0008189041344755902
limousine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jeep,0.0,0.0,0.0,0.0,0.0,0.0011939746309824948,0.0,0.0,0.0,0.0,0.0,0.0008719097823519403,0.0,0.0,0.0008955685785026716,0.00019743019945580708
glass,0.0,0.0,0.0,0.0,0.0,0.0,0.0028163084143612745,0.0,0.0,0.0,0.0,0.002407310544523255,0.0,0.0,0.002687471590198921,0.0005274060366055633
bottle,0.0,0.0,0.0,0.0,0.0,0.0,0.0030438198231738053,0.0,0.0,0.0,0.0,0.002733466101802686,0.0,0.0,0.0029754199817058425,0.0005835137271121556
night,0.0,0.0,0.0,0.0,0.0,0.0,0.0017608928214742144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016726606192361824,0.00022890356271402644
bloodstone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025222464036428756,0.0,0.0,0.0,0.021388152917003807,0.0,0.021172042332490544,0.023219444611389823,0.006066806926487529
paint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030152282752545557,0.0,0.0,0.0,0.0026453491465201593,0.0,0.0,0.002893074251338706,0.0005702434448742281
ink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015791172011600358,0.0,0.0,0.0,0.0,0.0,0.0,0.0015100601443892737,0.00020594515636995395
emerald,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012029422437647979,0.0,0.0,0.0,0.001138197995671737,0.0,0.0,0.0012633396256685348,0.00024029865767367134
sand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005203522949841791,0.0,0.0,0.0,0.0,0.0,0.0,0.004089777068807085,0.0006195533345765917
pyramid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008355715183603843,0.0,0.0,0.0,0.0,0.0,0.0,0.0006889435413697664,0.00010163433731534338
champagne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diamond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012199985159349277,0.0,0.0,0.0,0.0010299179283688958,0.0,0.0,0.0010424846926954023,0.00021949340913328172
wine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004657087966845127,0.0,0.0,0.0,0.0,0.0,0.00044208476275977584,0.0004516687271214923,9.063081910438538e-05
cider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
newspaper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003654291562279112,0.0,0.0,0.0,0.00032971893619120274,0.0,0.0,0.00034033085809813087,6.903193003448299e-05
gaultheria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04127672054769547,0.0,0.0,0.0,0.0,0.0,0.12740710837828093,0.011245588595065092
leafs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001304145034945457,0.0,0.0,0.0,0.0,0.0,0.0008245447257914088,0.00014191265071579107
nightmare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009576144825296358,0.0,0.0,0.0,0.0,0.0,0.000743184172305789,0.00011338657698902833
lavandula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033983038125469573,0.0,0.0,0.0035525083420306415,0.0004633874769718399
seaweed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023552720128245597,0.0,0.0,0.023915250997311014,0.0031645314083704407
parka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011978627280295778,0.0,0.0,0.012985542342071986,0.0016642779748245176
stocking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008085138627525016,0.0,0.0,0.0008837523114730064,0.0001128177449483672
dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003626480077730468,0.0,0.0,0.00038997432853954595,5.017482242083951e-05
ring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005708577573607022,0.0,0.0,0.000617310575152403,7.921122216754033e-05
bra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014001419329283617,0.0,0.0,0.0015508736444195632,0.000196734371823195
recorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028424169770131266,0.0,0.0,0.0028920579120094336,0.0003822983259348373
brick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018474634565154408,0.0,0.0,0.0018693976523215874,0.0002477907405891352
tyre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001211136444338885,0.0,0.0,0.0012296891528463224,0.00016272170647901383
wand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
piano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tongue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041033469641292043,0.0,0.0003411919234746006,0.0004173803088410402,7.792712858190408e-05
agenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
problem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00387249977510683,0.0,0.0016418552374738776,0.00036762366750538053
debate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025263295070367914,0.0,0.0012107730110725373,0.00024914016787395526
discussion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007616955307546521,5.077970205031014e-05
argument,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chutney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004040274593800388,0.0037154774552397908,0.0005170501366026786
sauce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004019540809792097,0.00032471588626380415,4.844466448286759e-05
