,context,n_concepts,mean_tfidf,mean_diff,evidence
0,fish,52,0.05,0.05,i
1,fishing,44,0.04,0.04,r
2,far,42,0,0,u
3,waters,42,0.02,0.02,r
4,hot,39,0.01,0.01,u
5,trout,39,0.03,0.03,i
6,serves,39,0,0,u
7,name,39,0.01,0.01,u
8,populations,38,0.03,0.03,u
9,pound,38,0.02,0.01,u
10,known,38,0.01,0.01,u
11,two,38,0.01,0.01,u
12,is,38,0.02,0.01,u
13,biologists,37,0.01,0.01,u
14,catfish,36,0.04,0.04,i
15,catch,36,0.03,0.02,r
16,salmon,36,0.07,0.07,i
17,pacific,36,0.01,0.01,r
18,long,36,0.01,0.01,u
19,eating,36,0.02,0.01,u
20,swimming,34,0.01,0.01,p
21,swim,27,0.01,0.01,p
22,swam,3,0.03,0.03,p
