,context,n_concepts,mean_tfidf,mean_diff
0,flour,38,0.06,0.05
1,containing,33,0.01,0.01
2,with,32,0.02,0.01
3,had,32,0.01,0.0
4,form,31,0.01,0.0
5,uses,31,0.01,0.0
6,types,31,0.01,0.0
7,so,31,0.01,0.01
8,onto,30,0.0,0.0
9,one,30,0.01,0.01
10,if,30,0.01,0.01
11,can,30,0.01,0.01
12,giving,30,0.0,0.0
13,whole,30,0.01,0.01
14,comes,30,0.01,0.01
15,using,30,0.01,0.0
16,that,30,0.02,0.01
17,but,30,0.01,0.0
18,powder,29,0.02,0.02
19,contains,29,0.01,0.0
20,juicy,3,0.01,0.01
